func_module_number	go_slim_pir
2	GO:0006811
3	GO:0006082;GO:0006520
4	GO:0009059;GO:0016070;GO:0006281
5	GO:0050789;GO:0065003
7	GO:0032502;GO:0008283;GO:0050789;GO:0050896;GO:0032501
8	GO:0007154;GO:0050789;GO:0046903;GO:0006836
9	GO:0050789
10	GO:0006996;GO:0050789
11	GO:0050896;GO:0036211;GO:0006793;GO:0050789
12	GO:0050789
13	GO:0050877
14	GO:0031023;GO:0051258;GO:0050789;GO:0006996
15	GO:0051276;GO:0006281;GO:0050789;GO:0051641;GO:0009059
16	GO:0051276;GO:0007059
17	GO:0032502;GO:0051276;GO:0006281;GO:0050789;GO:0007059
18	GO:0032502;GO:0036211
19	GO:0036211;GO:0050789
20	GO:0006281;GO:0050789
21	GO:0006790
22	GO:0007155
23	GO:0016043
24	GO:0032392;GO:0006281;GO:0006260;GO:0050789
25	GO:0050789
26	GO:0006281;GO:0022414
27	GO:0006281
28	GO:0015669;GO:0008152
29	GO:0009117;GO:0005975;GO:0006082;GO:0006091
30	GO:0006396;GO:0016070
32	GO:0032502;GO:0050789
33	GO:0000375;GO:0016070
34	GO:0050896;GO:0050789
36	GO:0050789
37	GO:0046903;GO:0050789;GO:0009914
38	GO:0050896;GO:0007005;GO:0050789
40	GO:0006810;GO:0061024;GO:0065008;GO:0007005
41	GO:0006139
42	GO:0050789
43	GO:0016043;GO:0065008;GO:0051641
44	GO:0000280;GO:0051276;GO:0051640;GO:0050789;GO:0007049;GO:0051234;GO:0007059
45	GO:0050789
46	GO:0061024;GO:0065003;GO:0006810;GO:0006914;GO:0016050;GO:0051641;GO:0048284
47	GO:0051258
48	GO:0051179;GO:0006396;GO:0016070;GO:0043412
49	GO:0009059;GO:0006281
50	GO:0050896;GO:0006805;GO:0006082;GO:0042440
51	GO:0006396;GO:0036211;GO:0050789
52	GO:0051276;GO:0036211;GO:0006281;GO:0050789
53	GO:0016043
54	GO:0016043;GO:0050789
55	GO:0032502;GO:0050789
56	GO:0008150
57	GO:0065009;GO:0005976;GO:0050789;GO:0006112;GO:0007049
58	GO:0050789
59	GO:0050789
60	GO:0006811;GO:0050789
63	GO:0032502;GO:0050896;GO:0006412
64	GO:0050789
65	GO:0022900;GO:0045333
66	GO:0009057;GO:0006508
67	GO:0006082;GO:0006520
69	GO:0006066;GO:0050896;GO:0050789;GO:0006629
70	GO:0006354;GO:0050789
71	GO:0009057;GO:0006508;GO:0015849
72	GO:0050789;GO:0015931;GO:0051641
74	GO:0065008;GO:1902600;GO:0006914;GO:0050789
75	GO:0006811;GO:0007154;GO:0050789
76	GO:0065003
77	GO:0006259;GO:0065009;GO:0002376;GO:0001816;GO:0001775;GO:0044419;GO:0050789;GO:0050896
79	GO:0050896;GO:0050789
80	GO:0051641;GO:0016043;GO:0050789;GO:0016192
81	GO:0050789;GO:0002376
82	GO:0050789
83	GO:0036211
84	GO:0007005;GO:0065003
85	GO:0050896;GO:0050789
86	GO:0040011;GO:0002376;GO:0044419;GO:0050789;GO:0050896
87	GO:0008037;GO:0002376;GO:0044419;GO:0050789;GO:0050896
88	GO:0050896;GO:0009057;GO:0006508;GO:0015031
89	GO:0048511;GO:0022414;GO:0050789
90	GO:0007005
92	GO:0009057
94	GO:0006351
95	GO:0015031;GO:0015931
97	GO:0061024;GO:0016050;GO:0006810;GO:0051641;GO:0051640
98	GO:0032502;GO:0002376;GO:0050878;GO:0050789;GO:0051604
100	GO:0050896;GO:0044419;GO:0050789;GO:0002376
