func_module_number	go_slim_pir
1	GO:0044085;GO:0009057;GO:0006457;GO:0006412;GO:0006508
2	GO:0016032;GO:0044419;GO:0050896;GO:0001816;GO:0050789;GO:0002376
4	GO:0009117;GO:0006119;GO:0022900
5	GO:0007049;GO:0006260;GO:0007059;GO:0050789;GO:0051276;GO:0000280
6	GO:0008283;GO:0036211;GO:0006793;GO:0044419;GO:0016192;GO:0007155;GO:0050896;GO:0050789;GO:0002376;GO:0001775
7	GO:0006412;GO:0042254;GO:0006396;GO:0016070
9	GO:0032502;GO:0050789;GO:0065009;GO:0050896
10	GO:0006412
11	GO:0006412;GO:0042254
12	GO:0016192;GO:0015031;GO:0006457;GO:0050896
13	GO:0008150
15	GO:0016070;GO:0000375
16	GO:0051276;GO:0008152;GO:0007059;GO:0050896
17	GO:0050896
19	GO:0000375;GO:0042254;GO:0016070;GO:0051179
20	GO:0032392;GO:0007049;GO:0006260;GO:0051301;GO:0007059;GO:0050789;GO:0000280
22	GO:0006996
23	GO:0051276;GO:0006281
25	GO:0000375;GO:0050789;GO:0051276;GO:0006259;GO:0016070
27	GO:0016070;GO:0000375
31	GO:0043062;GO:0045229
32	GO:0006412
35	GO:0006629;GO:0006066
37	GO:0016070;GO:0006520
38	GO:0050789
39	GO:0042254;GO:0006396;GO:0016070
44	GO:0006082
46	GO:0065008;GO:0050789;GO:0007005
48	GO:0009057;GO:0006508;GO:0036211
49	GO:0050789
50	GO:0065008
51	GO:0006119
53	GO:0006810;GO:0048753;GO:0051640;GO:0051641
54	GO:0009057;GO:0006508
55	GO:0050789;GO:0050896
56	GO:0006412
57	GO:0006508;GO:0022607
59	GO:0006412
61	GO:0009117;GO:0006091;GO:0005975;GO:0006082
63	GO:0006396;GO:0016070
65	GO:0050789
66	GO:0050789
68	GO:0050896
71	GO:0009057;GO:0006508
74	GO:0022414;GO:0050896
77	GO:0016070;GO:0006520
78	GO:0044419;GO:0050896;GO:0065003;GO:0002376
81	GO:0050789;GO:0009059;GO:0016043;GO:0016070
84	GO:0050789
91	GO:0036211
97	GO:0006457
111	GO:0050789
119	GO:0050896
126	GO:0050789
130	GO:0006351;GO:0016043
150	GO:0019748
161	GO:0007155;GO:0050896;GO:0051179
172	GO:0032502
175	GO:0050789;GO:0040011;GO:0002376
187	GO:0048285
200	GO:0006996
204	GO:0050789;GO:0002376
209	GO:0050789;GO:0032501;GO:0016043
210	GO:0051258
211	GO:0050789;GO:0002376
219	GO:0009057;GO:0006508
228	GO:0050896
232	GO:0006281
263	GO:0050789
269	GO:0050789
274	GO:0050896
275	GO:0050896
280	GO:0050789;GO:0050896
287	GO:0006259
288	GO:0050789;GO:0006260
298	GO:0008150
301	GO:0006793;GO:0006139
302	GO:0008150
308	GO:0006396;GO:0016070
310	GO:0009225
316	GO:0050789
323	GO:0043603;GO:0006790;GO:0006082;GO:0006629
324	GO:0032502;GO:0050789
325	GO:0015669
326	GO:0051641
328	GO:0050789
336	GO:0006281;GO:0006266
337	GO:0040011
341	GO:0050789
344	GO:0050789;GO:0050896
350	GO:0032502
351	GO:0022406;GO:0051640
360	GO:0006629;GO:0042180;GO:0019748;GO:0006066;GO:0042445;GO:0050896
364	GO:0050789;GO:0006936
379	GO:0050789
387	GO:0009059;GO:0016070
391	GO:0050789;GO:0022414
395	GO:0032502
