func_module_number	go_slim_pir
1	GO:0065003;GO:0050789;GO:0032501;GO:0006869;GO:0006629
2	GO:0050896;GO:0015031;GO:0009057;GO:0050789;GO:0006508
3	GO:0006412
4	GO:0022607;GO:0007155
5	GO:0050789;GO:0032501;GO:0032502
6	GO:0016192;GO:0051641
7	GO:0009117
8	GO:0006793;GO:0006629
9	GO:0007033;GO:0050896;GO:0065008;GO:0050789;GO:0007005;GO:0006914;GO:0022607;GO:0061024
10	GO:0045229;GO:0043062;GO:0036211
11	GO:0044085;GO:0006412
12	GO:0006793;GO:0006790;GO:0006520;GO:0043603;GO:0006082;GO:0045333;GO:0006139
13	GO:0050789;GO:0016043;GO:0032501;GO:0032502
14	GO:0006793;GO:0050896;GO:0036211;GO:0008283;GO:0001775;GO:0044419;GO:0050789;GO:0002376;GO:0032502
15	GO:0065003;GO:0051641;GO:0051276
16	GO:0050789;GO:0006354;GO:0065003
17	GO:0050789;GO:0050896;GO:0032502
18	GO:0008152;GO:0045229;GO:0022411;GO:0043062
19	GO:0006082;GO:0006629;GO:0015031;GO:0007031
20	GO:0050789;GO:0050896
21	GO:0022900;GO:0065003;GO:0009117;GO:0007005;GO:0006119
22	GO:0016032;GO:0015031;GO:0009057;GO:0044419;GO:0016192;GO:0006914;GO:0007032;GO:0006508;GO:0022607;GO:0061024
23	GO:0050789;GO:0050896;GO:0002376;GO:0040011
24	GO:0050896;GO:0042445;GO:0006082;GO:0006805;GO:0006629
25	GO:0050789;GO:0006457;GO:0051234;GO:0051641
26	GO:0016049;GO:0016043;GO:0050789;GO:0032502
27	GO:0051606;GO:0006811;GO:0050789
28	GO:0006082;GO:0006091;GO:0005975;GO:0009117
29	GO:0050789
30	GO:0050789;GO:0006629;GO:0006793;GO:0006066
31	GO:0006082;GO:0006629;GO:0006793;GO:0006662
32	GO:0006082;GO:0006790;GO:0009117;GO:0006066
33	GO:0050789;GO:0065003;GO:0050896;GO:0032502
34	GO:0000375;GO:0016070
35	GO:0050789;GO:0016043;GO:0050896;GO:0032502
36	GO:0016192;GO:0051641
37	GO:0007059;GO:0036211;GO:0009057;GO:0050789;GO:0006508;GO:0022414;GO:0007049
38	GO:0042254;GO:0016070;GO:0006396
39	GO:0016070;GO:0065008;GO:0009057;GO:0050789;GO:0006396
40	GO:0015031
