func_module_number	lst
2	GO:0140053
3	GO:0006884;GO:0055064;GO:0055081
5	GO:0070098;GO:1990869;GO:1990868;GO:0071621;GO:0030593;GO:0097530;GO:1990266;GO:0042330;GO:0006935;GO:0060326;GO:0097529;GO:0030595;GO:0050900;GO:0019221;GO:0048247;GO:0002548;GO:0006954;GO:0072676;GO:0071345;GO:1901652;GO:0034097;GO:0007186;GO:0071674;GO:0071346;GO:0071347;GO:0070555;GO:0034341;GO:0048245;GO:0072677;GO:0070374
6	GO:0033141;GO:0033139;GO:0042501;GO:0002323;GO:0098586;GO:0043330;GO:0060337;GO:0071357;GO:0043331;GO:0034340;GO:0140888;GO:0030101;GO:0042100;GO:0007259;GO:0097696
7	GO:0034125;GO:0034124;GO:0033004
8	GO:0007271;GO:0035094;GO:0098916;GO:0007268
9	GO:0071358;GO:0038196;GO:0034342
11	GO:0030198;GO:0043062
12	GO:0006968;GO:0002694;GO:0050865;GO:0034239;GO:0002282;GO:0034241
13	GO:0071805;GO:0006813
15	GO:1990410
17	GO:0060261;GO:2000144;GO:0060260;GO:2000142
20	GO:0009566
21	GO:0006749;GO:0006805
22	GO:0016055;GO:0060070;GO:0035567;GO:0045165;GO:0030111;GO:0071300;GO:0032526;GO:0061183;GO:0061054;GO:0060828;GO:0009790;GO:0060429;GO:0048729;GO:0030178;GO:0002009;GO:0001501;GO:1904948;GO:0061184
23	GO:0030574;GO:0032963;GO:0030198;GO:0043062;GO:0045229;GO:0022617;GO:0022411;GO:0071492;GO:0070141
24	GO:0090092;GO:0007178;GO:0030509;GO:0071772;GO:0071773;GO:0141091;GO:0030510
25	GO:0035720;GO:0042073;GO:0031503
26	GO:0002181;GO:0006412;GO:0042254;GO:0022613;GO:0042274;GO:0006364
27	GO:0099022;GO:0006901;GO:0006903;GO:0006888;GO:0006900
28	GO:0007596;GO:0050817;GO:0007599;GO:0050878;GO:0042060;GO:0009611;GO:0030193;GO:1900046;GO:0050818;GO:1900047;GO:0030195;GO:0042730;GO:0050819
29	GO:0048013;GO:0007411;GO:0097485
30	GO:0045109;GO:0045104;GO:0045103;GO:0030855;GO:0031424
31	GO:0072331;GO:0072332
34	GO:0001867;GO:0006956;GO:0006959;GO:0045087;GO:0008228;GO:0006910
36	GO:0052695;GO:0019585;GO:0006063;GO:0051552;GO:0009812;GO:0042440;GO:0052696;GO:0052697;GO:0006805;GO:0071466;GO:0009410
37	GO:0016339;GO:0034332;GO:0044331
38	GO:0030198
39	GO:0007268;GO:0098916;GO:0099537;GO:0099536;GO:0035249;GO:0050804;GO:0099177;GO:0007215;GO:0098815;GO:0060079;GO:2000463;GO:0099565;GO:0060078;GO:0051966;GO:0031644;GO:0099173;GO:0001941;GO:0051968;GO:0007611;GO:0035235;GO:1990806;GO:0050806;GO:0042391;GO:0097104;GO:0034762;GO:0007610
40	GO:0045165;GO:0060070
