go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.005640   1,635 annotations READ: go_slim_results_R1_cpdb_0.2.txt 
271 IDs in all associations
func_module_number	
1	GO:0006082
2	GO:0050789;GO:0006811;GO:0006066
4	GO:0006811
6	GO:0061024;GO:0051641;GO:0006810;GO:0016050;GO:0006281
8	GO:0050789;GO:0032501;GO:0050896
10	GO:0050789;GO:0032502;GO:0032501;GO:0050896
11	GO:0006836;GO:0050789;GO:0046903;GO:0007154;GO:0016192
12	GO:0050789;GO:0006508;GO:0009057;GO:0036211;GO:0022414;GO:0007049
13	GO:0006629;GO:0050789;GO:0006793
15	GO:0050789;GO:0032502;GO:0050896
17	GO:0050877
18	GO:0065003
19	GO:0050789;GO:0006260;GO:0065009;GO:0006281;GO:0009059
20	GO:0050789;GO:0000280;GO:0006281;GO:0022414;GO:0007049
21	GO:0050789;GO:0065008
22	GO:0007059;GO:0050789;GO:0032502;GO:0006281;GO:0051276
23	GO:0050789
24	GO:0008152;GO:0002376;GO:0050789;GO:0032502
25	GO:0050789;GO:0050896;GO:0006396;GO:0016070
27	GO:0043412;GO:0006396;GO:0015849;GO:0016070
28	GO:0050789;GO:0006260;GO:0006281
29	GO:0051234;GO:0050789;GO:0051641;GO:0006457
30	GO:0006281;GO:0007049
31	GO:0006266;GO:0002376
32	GO:0008152;GO:0015669
33	GO:0050789
34	GO:0007155
36	GO:0001775;GO:0002376;GO:0050789;GO:0032502
38	GO:0050789;GO:0032502
40	GO:0022607
41	GO:0050789;GO:0008283
42	GO:0050789
43	GO:0061024;GO:0050789;GO:0050896;GO:0007005;GO:0065008
48	GO:0022607;GO:0032989;GO:0006996;GO:0032502;GO:0006936
49	GO:0050789
51	GO:0006996;GO:0050789
52	GO:0050789
53	GO:0006629;GO:0006793
54	GO:0002376;GO:0006281;GO:0032502
55	GO:0050789;GO:0051641;GO:0006259;GO:0009059;GO:0051276
57	GO:0006996;GO:0022607
58	GO:0036211;GO:0050789;GO:0006396
59	GO:0050789;GO:0006793
60	GO:0016043;GO:0050789
61	GO:0050789
62	GO:0032502
63	GO:0000375;GO:0065003;GO:0016070
66	GO:0050789;GO:0007049
67	GO:0050789;GO:0032502;GO:0032501
69	GO:0051604;GO:0050789;GO:0006508;GO:0050878
70	GO:0032502
71	GO:0048511;GO:0006351;GO:0050789;GO:0050896
73	GO:0048511;GO:0050789;GO:0009057
74	GO:0050789
76	GO:0015031
77	GO:0032501;GO:0032502
78	GO:0016043
79	GO:0006508;GO:0009057
80	GO:0009117
81	GO:0006066;GO:0050789;GO:0006629;GO:0050896
82	GO:0006354;GO:0050789
83	GO:0006412;GO:0050789;GO:0065003
84	GO:0050789
85	GO:0016192
86	GO:0045333
87	GO:0050789;GO:0007154;GO:0006811
88	GO:0042254;GO:0043412;GO:0006396;GO:0016070
89	GO:0051276;GO:0065003
90	GO:0016043;GO:0036211
93	GO:0050789
94	GO:0050789;GO:0050896;GO:0001816;GO:0044419;GO:0002376
95	GO:0006281
96	GO:0061024;GO:0051640;GO:0051641;GO:0016050;GO:0016192;GO:0048284
97	GO:0050789;GO:0022607;GO:0007154;GO:0007155;GO:0065008
98	GO:0002376;GO:0050789
99	GO:0050789;GO:0050896;GO:0007155;GO:0002376;GO:0001775
100	GO:0006810;GO:0050789
101	GO:0006520
102	GO:0050789;GO:0050896
103	GO:0022411;GO:0050789;GO:0050896;GO:0008152;GO:0045229;GO:0043062
104	GO:0051234;GO:0051641
105	GO:0050817;GO:0050886;GO:0050878
106	GO:0006520;GO:0016070
107	GO:0007005;GO:0061024;GO:0051641;GO:0006810
108	GO:0050789;GO:0006811
109	GO:0065009;GO:0050789
110	GO:0036211
111	GO:0006281;GO:0009059
115	GO:0006865;GO:0015849
116	GO:0008150
117	GO:0050789;GO:0001816;GO:0050896
118	GO:0061024;GO:0015031;GO:0007005
119	GO:0043170;GO:0007031;GO:0015031;GO:0048285
120	GO:0036211;GO:0006790;GO:0043603;GO:0006139;GO:0006082;GO:0006629;GO:0006793
122	GO:0050789
124	GO:0050789
125	GO:0050789
126	GO:0050896
127	GO:0006996;GO:0050789;GO:0065008
128	GO:0002376;GO:0050789
131	GO:0006629;GO:0006793
132	GO:0002376;GO:0050789;GO:0001775
133	GO:0016043;GO:0050789
134	GO:0007155;GO:0050789
135	GO:0002376;GO:0050789;GO:0050896
137	GO:0016043;GO:0050789;GO:0032502
138	GO:0050789;GO:0040011;GO:0050896;GO:0044419;GO:0002376
139	GO:0050789;GO:0032501;GO:0065003
140	GO:0016192
141	GO:0050789;GO:0050896;GO:0050817;GO:0051604;GO:0007155;GO:0050878
142	GO:0007030;GO:0048308;GO:0050789
144	GO:0016043;GO:0050789;GO:0032501;GO:0006869
145	GO:0065009;GO:0050789
146	GO:0007005;GO:0065003
147	GO:0050789;GO:0051641;GO:0050877;GO:0007154;GO:0065008
148	GO:0050789;GO:0007154
150	GO:0050789;GO:0050896
151	GO:0009059;GO:0016070
155	GO:0006508;GO:0009057
156	GO:0009059;GO:0016070
157	GO:0002376;GO:0050789
158	GO:0050789;GO:0001816
159	GO:0061024;GO:0007005;GO:0043603;GO:0015031;GO:0006629
161	GO:0050789;GO:0022607;GO:0050896;GO:0007033;GO:0006914
162	GO:0051604;GO:0032502
164	GO:0050789
165	GO:0065008
166	GO:0006836;GO:0061024;GO:0050789;GO:0051640;GO:0046903;GO:0007154;GO:0016050;GO:0016192;GO:0048284;GO:0022406
167	GO:0050789
168	GO:0036211;GO:0006508;GO:0009057
169	GO:0036211;GO:0006508;GO:0009057
171	GO:0019538;GO:0009059
172	GO:0002376;GO:0050789;GO:0050896
173	GO:0050789
174	GO:0050789
175	GO:0032502;GO:0006508
176	GO:0006810;GO:0051641
177	GO:0050896
178	GO:0065009;GO:0050789;GO:0007154
179	GO:0007155;GO:0061024;GO:0022607
180	GO:0016192;GO:0006082;GO:0042440;GO:0051641
181	GO:0050789;GO:0032502
182	GO:0065003
183	GO:0036211
184	GO:0051604;GO:0006629;GO:0006793
185	GO:0006629;GO:0006066
186	GO:0016192;GO:0065003
187	GO:0007155
188	GO:0009117;GO:0006091
189	GO:0022607
190	GO:0046903;GO:0050789;GO:0016192;GO:0015837
191	GO:0016192
192	GO:0007155;GO:0022607
193	GO:0050789;GO:0032502;GO:0001816;GO:0002376;GO:0001775
194	GO:0002376;GO:0050789;GO:0001775;GO:0050896
196	GO:0051258;GO:0006996
197	GO:0009057;GO:0050789;GO:0065008;GO:0016070
199	GO:0050878;GO:0050789;GO:0050817;GO:0050896
201	GO:0044419;GO:0002376;GO:0050789;GO:0050896
202	GO:0022414
204	GO:0050789;GO:0050896
206	GO:0036211;GO:0006793
207	GO:0036211;GO:0006793
209	GO:0050789;GO:0050896;GO:0001816;GO:0006112;GO:0005976
210	GO:0051258;GO:0006996;GO:0050789
211	GO:0050789
212	GO:0009117;GO:0006082;GO:0005975;GO:0006091
213	GO:0032502
214	GO:0032501;GO:0065008
217	GO:0061024;GO:0051640;GO:0022406
220	GO:0043603;GO:0006629
221	GO:0032502
224	GO:0043062;GO:0045229
225	GO:0022411;GO:0061024;GO:0050789;GO:0006508;GO:0022607;GO:0051641;GO:0009057;GO:0007032;GO:0007033;GO:0016192;GO:0044419;GO:0048284;GO:0016032
226	GO:0006996;GO:0050789
227	GO:0015931;GO:0051641
228	GO:0000375;GO:0050789;GO:0016070
229	GO:0006996
230	GO:0016192
231	GO:0007030;GO:0006811;GO:0050789;GO:0016192
232	GO:0036211;GO:0050789
233	GO:0042440
235	GO:0050789;GO:0050896
236	GO:0002376;GO:0050789
237	GO:0051179;GO:0006997
238	GO:0050789;GO:0050896
239	GO:0009117;GO:0006082;GO:0005975;GO:0006091
240	GO:0006091;GO:0006790;GO:0043603;GO:0006139;GO:0006793
241	GO:0043062;GO:0045229
242	GO:0050789;GO:0051640;GO:0051641;GO:0006810;GO:0065008
243	GO:0050789;GO:0065003;GO:0009059;GO:0016070
245	GO:0042254;GO:0006396;GO:0016070
248	GO:0043062;GO:0045229
249	GO:0006082
250	GO:0009057;GO:0050789;GO:0065008;GO:0016070
251	GO:0022900;GO:0009117;GO:0006119
252	GO:0065008;GO:0050789;GO:1902600;GO:0006914
255	GO:0016043;GO:0050789;GO:0051641;GO:0006914;GO:0016192
256	GO:0006396;GO:0016070
257	GO:0006412
258	GO:0051604;GO:0050789;GO:0032502
259	GO:0032502;GO:0050877;GO:0022607
260	GO:0006996;GO:0006810;GO:0022607
261	GO:0006790
262	GO:0006810;GO:0051640;GO:0051641
263	GO:0007059;GO:0036211;GO:0051276;GO:0065003
264	GO:0051276
265	GO:0006351
266	GO:0008152;GO:0050789
267	GO:0006082;GO:0006520
268	GO:0006082;GO:0006629;GO:0006805;GO:0050896
269	GO:0006082;GO:0006629
270	GO:0006396;GO:0016070
271	GO:0022900;GO:0065003;GO:0044238;GO:0045333;GO:0007005
273	GO:0016043;GO:0050789;GO:0032502
274	GO:0050789;GO:0007154;GO:0065008
276	GO:0006457
277	GO:0051640;GO:0051641;GO:0006810;GO:0048753;GO:0043473
278	GO:0043062;GO:0045229
280	GO:0050789;GO:0051641;GO:0065009;GO:0032501;GO:0006811
282	GO:0006082;GO:0006066
283	GO:0036211;GO:0006508;GO:0009057
284	GO:0050789
286	GO:0051640;GO:0051641;GO:0022607;GO:0006996;GO:0006810;GO:0032501
287	GO:0042254;GO:0006396;GO:0016070
289	GO:0006996;GO:0050789;GO:0022607;GO:0031023
290	GO:0006996;GO:0050789;GO:0007049
291	GO:0006811
292	GO:0008150
293	GO:0050789;GO:0032502;GO:0050896
294	GO:0050789
295	GO:0050877;GO:0050879;GO:0006936
296	GO:0002376;GO:0050896
298	GO:0007059;GO:0051234;GO:0050789;GO:0051640;GO:0000280;GO:0051276
299	GO:0019538;GO:0043603;GO:0016192
300	GO:0046903;GO:0048753;GO:0015031;GO:0022607
302	GO:0006996;GO:0022607;GO:0032502
303	GO:0050789;GO:0016192
304	GO:0008150
309	GO:0016043
311	GO:0006082;GO:0006629
313	GO:0050789
314	GO:0006996;GO:0032501;GO:0032502
315	GO:0006351;GO:0050789
316	GO:0015931;GO:0051641
317	GO:0061024;GO:0006508;GO:0022607;GO:0009057;GO:0007032;GO:0015031;GO:0016192
318	GO:0051604;GO:0006457
320	GO:0006811;GO:0050789;GO:0065008
321	GO:0016050;GO:0016192;GO:0061024;GO:0051641
322	GO:0008283;GO:0050789;GO:0050896;GO:0036211;GO:0044419;GO:0002376;GO:0001775;GO:0006793
