go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.005749   1,657 annotations READ: go_slim_results_R1_cpdb_0.5.txt 
291 IDs in all associations
func_module_number	
2	GO:0006811;GO:0050789
3	GO:0065008
4	GO:0006811
6	GO:0009059;GO:0016070;GO:0050789;GO:0065003
8	GO:0016192;GO:0051641;GO:0016050
9	GO:0032501;GO:0050896;GO:0050789;GO:0032502
10	GO:0050789;GO:0007154;GO:0016192;GO:0016043;GO:0006836;GO:0046903
11	GO:0006793;GO:0050789;GO:0006629
12	GO:0007155
14	GO:0050789
15	GO:0050877
16	GO:0036211
17	GO:0009117
18	GO:0050896
19	GO:0006082;GO:0009117;GO:0050789
20	GO:0050789;GO:0051276;GO:0006281;GO:0032502;GO:0007059
21	GO:0036211
22	GO:0036211;GO:0050789
24	GO:0006281;GO:0050789
25	GO:0065008;GO:0016070;GO:0050789;GO:0006396
26	GO:0009059;GO:0050789;GO:0006281;GO:0051276
27	GO:0002376;GO:0051641;GO:0051234;GO:0006259;GO:0050896
28	GO:0050789;GO:0006260;GO:0006281
29	GO:0050896;GO:0050789
30	GO:0006354;GO:0050789
31	GO:0051640;GO:0051641;GO:0061024;GO:0006810;GO:0016050
32	GO:0008152
33	GO:0050789
35	GO:0016070;GO:0006396
36	GO:0050789;GO:0032502
37	GO:0036211;GO:0050789
38	GO:0000375;GO:0016070
39	GO:0050789
40	GO:0050789
41	GO:0050896;GO:0050789;GO:0007005
42	GO:0007030;GO:0050896;GO:0050789;GO:0048308
44	GO:0050789;GO:0032502
45	GO:0016043;GO:0016070;GO:0050789;GO:0006396
46	GO:0050896;GO:0050789
48	GO:0050879;GO:0006936;GO:0050877;GO:0006996
50	GO:0051641
51	GO:0050789
53	GO:0050789
54	GO:0006996;GO:0050789
55	GO:0050896;GO:0050789;GO:0044419;GO:0001816
56	GO:0007049;GO:0050789;GO:0065009
57	GO:0006281;GO:0050789;GO:0006396
58	GO:0016043
59	GO:0016043;GO:0050789
60	GO:0065003
61	GO:0045229;GO:0032502;GO:0043062
62	GO:0022607;GO:0006996;GO:0006936;GO:0032989;GO:0032502
63	GO:0001775;GO:0032502;GO:0050789;GO:0002376
64	GO:0051276
65	GO:0050789
66	GO:0031640;GO:0050896;GO:0050789;GO:0002376
67	GO:0006259;GO:0050896;GO:0051276;GO:0050789
