go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.006964   2,831 annotations READ: go_slim_results_K1_string_0.2.txt 
372 IDs in all associations
func_module_number	
1	GO:0006793;GO:0006629
3	GO:0065003;GO:0009117;GO:0007005;GO:0006119;GO:0022900
4	GO:0022607;GO:0006996
5	GO:0006811;GO:0065008
6	GO:0006629;GO:0006805;GO:0042445;GO:0006082;GO:0050896
7	GO:0032502
8	GO:0065009;GO:0050789;GO:0006811
9	GO:0050789;GO:0007154;GO:0050896
11	GO:0006811
12	GO:0006412
13	GO:0006396;GO:0016070
14	GO:0009117
15	GO:0022607;GO:0007155
16	GO:0006119;GO:0022900
17	GO:0036211
18	GO:0050789;GO:0065008
19	GO:0006810;GO:0051641
22	GO:0040011;GO:0050789;GO:0002376;GO:0050896
23	GO:0043603;GO:0006805;GO:0006790;GO:0006082;GO:0050896
24	GO:0006914;GO:0009117;GO:1902600;GO:0050789;GO:0065008
26	GO:0061024;GO:0006869;GO:0006811;GO:0065008
27	GO:0032501;GO:0006869;GO:0006629;GO:0050789;GO:0065009;GO:0016043
28	GO:0006066;GO:0006629
29	GO:0006793;GO:0006662;GO:0006082;GO:0006629
30	GO:0006412
31	GO:0008283;GO:0032502;GO:0044419;GO:0036211;GO:0050789;GO:0006793;GO:0001775;GO:0002376;GO:0050896
32	GO:0001906;GO:0065003;GO:0007155;GO:0050789;GO:0001775;GO:0002376;GO:0050896
33	GO:0032501;GO:0032502;GO:0050789;GO:0016043;GO:0050896
34	GO:0048753;GO:0051640;GO:0006810;GO:0043473;GO:0051641
35	GO:0009057;GO:0006508
36	GO:0006412;GO:0065003;GO:0042254
37	GO:0016050;GO:0016192;GO:0022406;GO:0061024;GO:0006836;GO:0046903;GO:0048284;GO:0051640
38	GO:0032502;GO:0050789;GO:0016043;GO:0016049
39	GO:0016192;GO:0061024;GO:0051641;GO:0016050
40	GO:0032502;GO:0045229;GO:0043062
42	GO:0050789
43	GO:0016043;GO:0007155
44	GO:0006793;GO:0006629
45	GO:0032502;GO:0032501
46	GO:0007030
47	GO:0050789;GO:0065009
48	GO:0051606;GO:0050789;GO:0006811
50	GO:0040011;GO:0050789;GO:0032502;GO:0050896
51	GO:0051276;GO:0065003;GO:0051641
52	GO:0007032;GO:0006914;GO:0009057;GO:0016192;GO:0061024;GO:0006508;GO:0044419;GO:0016032;GO:0022411;GO:0022607;GO:0015031
53	GO:0051276;GO:0000280;GO:0065003;GO:0007059
54	GO:0045229;GO:0043062;GO:0007155;GO:0032502;GO:0050789
55	GO:0016192;GO:0048753;GO:0022607
56	GO:0000375;GO:0015931;GO:0016070;GO:0051641
57	GO:0009057;GO:0016070;GO:0006396;GO:0042254
58	GO:0009117;GO:0006119;GO:0022900
59	GO:0022414;GO:0009057;GO:0006508;GO:0036211;GO:0050789;GO:0007049
60	GO:0006629;GO:0006805;GO:0042445;GO:0006082;GO:0050896
61	GO:0036211
62	GO:0006811;GO:0065008
63	GO:0036211
64	GO:0009057;GO:0036211;GO:0006508
66	GO:0015931;GO:0051641
67	GO:0015031;GO:0016192;GO:0007030
68	GO:0050789;GO:0006260;GO:0065009;GO:0007049
69	GO:0006112;GO:0009059;GO:0005976;GO:0036211;GO:0050789;GO:0006793
71	GO:0032502;GO:0032501;GO:0050789;GO:0050896
72	GO:0015031;GO:0016192;GO:0050789;GO:0007154
74	GO:0016192;GO:0007154;GO:0006836;GO:0046903;GO:0050789
75	GO:0050877;GO:0007155;GO:0007154;GO:0061024;GO:0050789;GO:0065008;GO:0051641
76	GO:0051604;GO:0006457;GO:0022607;GO:0006996
77	GO:0036211;GO:0050789;GO:0006281;GO:0016043
78	GO:0009057;GO:0050896;GO:0006508;GO:0015031
79	GO:0009057;GO:0006508;GO:0050896
80	GO:0009057;GO:0006508
82	GO:0043603;GO:0006629
83	GO:0015031;GO:0016192;GO:0046903
85	GO:0043603;GO:0015849;GO:0006869;GO:0006629;GO:0006793;GO:0006790;GO:0006082;GO:0006139
86	GO:0050789;GO:0050896
88	GO:0008152
91	GO:0051234;GO:0051641
93	GO:0006865;GO:0015849
97	GO:0050789;GO:0031640;GO:0002376;GO:0050896
98	GO:0050789;GO:0002376;GO:0050896
100	GO:0019538
101	GO:0032501;GO:0009914;GO:0046903;GO:0050789;GO:0050896
102	GO:0000375;GO:0016070
103	GO:0032502;GO:0032989;GO:0022607
114	GO:0007059;GO:0051276;GO:0051234;GO:0000280;GO:0051640
118	GO:0050789
120	GO:0051276;GO:0022414;GO:0022607;GO:0007059
124	GO:0008150
126	GO:0036211
127	GO:0051606
129	GO:0051234;GO:0050789;GO:0006457;GO:0051604;GO:0051641
130	GO:0050789;GO:0016043
131	GO:0022607;GO:0006996
135	GO:0061024;GO:0007005
136	GO:0009117;GO:0045333;GO:0007005;GO:0065003
137	GO:0001816;GO:0008283;GO:0044419;GO:0050789;GO:0065009;GO:0001775;GO:0002376;GO:0050896
138	GO:0006793;GO:0036211;GO:0050789
139	GO:0008152
140	GO:0006811;GO:0009059;GO:0050789;GO:0065009;GO:0065008
142	GO:0065003
143	GO:0006281
144	GO:0050789;GO:0051179;GO:0016043;GO:0065008
145	GO:0006082;GO:0006629
150	GO:0032501;GO:0032502;GO:0050789;GO:0006281;GO:0016043
152	GO:0050789;GO:0016043
153	GO:0050896;GO:0050789;GO:0065003;GO:0006351
154	GO:0050789;GO:0006281;GO:0016043
155	GO:0006354;GO:0050789;GO:0006351
156	GO:0006351
158	GO:0042044;GO:0008643;GO:0015791
159	GO:0043603;GO:0006629
160	GO:0032502;GO:0022414;GO:0008037
161	GO:0032502;GO:0050789;GO:0016043
163	GO:0008150
164	GO:0050877;GO:0032502;GO:0006936;GO:0022607;GO:0006996;GO:0032989;GO:0050879
177	GO:0006811
179	GO:0006996
180	GO:0015031
181	GO:0016070;GO:0006396;GO:0065003;GO:0042254
182	GO:0006396;GO:0050789;GO:0042254;GO:0043412;GO:0016070
