go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.006541   2,604 annotations READ: go_slim_results_R1_string_0.4.txt 
345 IDs in all associations
func_module_number	
1	GO:0015031;GO:0016192
2	GO:0050789;GO:0015931;GO:0016070;GO:0051641;GO:0009057
3	GO:0050789;GO:0040011;GO:0008283;GO:0032502
4	GO:0050896;GO:0065008
5	GO:0050789;GO:0019538;GO:0016043
6	GO:0050877;GO:0032502
7	GO:0051640;GO:0016192;GO:0046903;GO:0061024;GO:0022406
8	GO:0006996
9	GO:0050789;GO:0065009;GO:0006811;GO:0007154;GO:0015031;GO:0016192
10	GO:0050789
11	GO:0050789;GO:0050896;GO:0051276;GO:0006259
12	GO:0050789;GO:0002376
13	GO:0050789;GO:0032502;GO:0016043
14	GO:0061024;GO:0016050
15	GO:0050789;GO:0007155
16	GO:0050789;GO:0050896;GO:0048511
17	GO:0006457;GO:0050896
18	GO:0050789;GO:0001775;GO:0065003;GO:0002376;GO:0007155
19	GO:0050789
20	GO:0050789;GO:0002376
21	GO:0050789;GO:0051234;GO:0006457;GO:0051641
22	GO:0006281;GO:0006266;GO:0002376;GO:0009059
23	GO:0042440;GO:0065003
24	GO:0050789
25	GO:0006865;GO:0015849
26	GO:0050789;GO:0006811;GO:0007033;GO:0007154;GO:0022607
27	GO:0051604;GO:0006793;GO:0006629
28	GO:0019538;GO:0043603;GO:0022607;GO:0007155
29	GO:0050896;GO:0006914
30	GO:0050789;GO:0050896
31	GO:0009057;GO:0006508
32	GO:0050789
33	GO:0050789;GO:0050896
34	GO:0006412
35	GO:0048284;GO:0046903;GO:0022406;GO:0006836;GO:0016050;GO:0016192;GO:0061024;GO:0051640
36	GO:0008015
37	GO:0050789;GO:0065009;GO:0006281;GO:0006260
38	GO:0050789;GO:0006936;GO:0065008;GO:0006811;GO:0007154;GO:0008015
40	GO:0050789;GO:0006936;GO:0050896;GO:0065008
41	GO:0050789;GO:0006351;GO:0050896;GO:0048511
43	GO:0050789
44	GO:0050789;GO:0065009;GO:0065008;GO:0006811;GO:0051276
45	GO:0036211
46	GO:0000375;GO:0016070
47	GO:0050789;GO:0032502;GO:0009059
48	GO:0050789;GO:0006811
49	GO:0050789;GO:0065008;GO:0016192;GO:0051641
50	GO:0050789;GO:0009057;GO:0006508;GO:0015031;GO:0050896
51	GO:0008152
52	GO:0050789;GO:0050896
53	GO:0044419;GO:0007155
54	GO:0050789;GO:0007059;GO:0006281;GO:0032502;GO:0051276
55	GO:0002376;GO:0007155
56	GO:0050789;GO:0006396;GO:0016070;GO:0009057
57	GO:0050789;GO:0036211;GO:0050896
58	GO:0016192
59	GO:0036211;GO:0006793
60	GO:0050789;GO:0044419;GO:0002376;GO:0050896
61	GO:0050789;GO:0050896;GO:0032501;GO:0032502
62	GO:0016043;GO:0050789;GO:0032502
63	GO:0022414;GO:0007049;GO:0050789;GO:0007059;GO:0009057;GO:0006508;GO:0036211;GO:0051276
65	GO:0006996
66	GO:0050789;GO:0050896;GO:0032502
67	GO:0015031
68	GO:0050789;GO:0050896
69	GO:0050789;GO:0051234;GO:0022607;GO:0051640
70	GO:0022607;GO:0007155
71	GO:0016043;GO:0032502
72	GO:0006520;GO:0016070
73	GO:0050789
74	GO:0050789
75	GO:0050789;GO:0006810;GO:0007005;GO:0006793;GO:0002376;GO:0050896
76	GO:0006793;GO:0006629
77	GO:0050789;GO:0050896;GO:0050878;GO:0050817
78	GO:0006354
79	GO:0022900;GO:0007005;GO:0006119;GO:0065003
80	GO:0006811
81	GO:0006810;GO:0051641
82	GO:0050789;GO:0006351;GO:0006354
83	GO:0050789;GO:0008152;GO:0015669;GO:0006869
84	GO:0050789;GO:0016043
85	GO:0048284;GO:0061024;GO:0016192;GO:0016050
86	GO:0050789;GO:0022607
87	GO:0050789;GO:0048284;GO:0051641;GO:0065003;GO:0006810;GO:0032502;GO:0016050;GO:0061024;GO:0050896
88	GO:0050789
89	GO:0050789;GO:0050896
90	GO:0050789
91	GO:0006396;GO:0016070;GO:0042254
92	GO:0050789;GO:0009059;GO:0005976;GO:0006112;GO:0050896
93	GO:0006396;GO:0016070;GO:0043412
94	GO:0000375;GO:0016070;GO:0065003
95	GO:0050789;GO:0050896;GO:0032502
96	GO:0016192
97	GO:0050789;GO:0048771
98	GO:0043603;GO:0006793;GO:0006082;GO:0006139;GO:0045333;GO:0006790
99	GO:0050789;GO:0006869;GO:0065003;GO:0006629;GO:0032501
100	GO:0051258;GO:0006996
101	GO:0006396;GO:0016070;GO:0043412
103	GO:0050789;GO:0016192;GO:0046903
