go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.005305   1,609 annotations READ: go_slim_results_K1_cpdb_0.9.txt 
191 IDs in all associations
func_module_number	
2	GO:0050789
3	GO:0042440;GO:0006805;GO:0006082;GO:0050896
4	GO:0032501;GO:0050789;GO:0032502;GO:0050896
5	GO:0050789;GO:0002376;GO:0001775;GO:0050896
6	GO:0007155;GO:0065008
8	GO:0006811
9	GO:0022411;GO:0007031;GO:0015031
10	GO:0002376;GO:0050896;GO:0050789;GO:0044419;GO:0040011
12	GO:0008152
14	GO:0006811
15	GO:0016050;GO:0016192;GO:0051641
16	GO:0022414;GO:0048511;GO:0050789
17	GO:0050877;GO:0065008;GO:0007154;GO:0050789;GO:0061024
20	GO:0050896;GO:0002376;GO:0050789
22	GO:0006793;GO:0002376;GO:0008283;GO:0001775;GO:0050896;GO:0050789;GO:0044419;GO:0036211
23	GO:0032502;GO:0050789
25	GO:0046903;GO:0007154;GO:0006836;GO:0050789;GO:0016192
26	GO:0007154;GO:0032501;GO:0050896;GO:0050789
27	GO:0050789
28	GO:0006396;GO:0016070;GO:0006412;GO:0042254
29	GO:0065009;GO:0050789
30	GO:0022607;GO:0007155
31	GO:0050896;GO:0050789
32	GO:0008037;GO:0002376;GO:0050896;GO:0050789;GO:0044419
33	GO:0006810;GO:0051641
34	GO:0022414;GO:0007059;GO:0006281
35	GO:0006629;GO:0006805;GO:0006082;GO:0050896
36	GO:0022411;GO:0043062;GO:0008152;GO:0045229
37	GO:0036211;GO:0009059
38	GO:0007154;GO:0006811;GO:0050789
39	GO:0016070;GO:0065003;GO:0009059;GO:0050789
40	GO:0006508;GO:0050789
41	GO:0051640;GO:0032502;GO:0051641;GO:0006810;GO:0006996;GO:0022607;GO:0032501;GO:0043473
43	GO:0043062;GO:0045229
44	GO:0050817;GO:0032502;GO:0050896;GO:0007155;GO:0050789
45	GO:0016043;GO:0032502;GO:0050789
46	GO:0032501;GO:0050789;GO:0032502;GO:0050896
47	GO:0006351;GO:0006396;GO:0006354
48	GO:0050817;GO:0050878;GO:0050789;GO:0050896
49	GO:0043062;GO:0032502;GO:0045229;GO:0050789
55	GO:0050789;GO:1902600;GO:0006914;GO:0065008
56	GO:0002376;GO:0032502;GO:0001775;GO:0050896;GO:0050789
57	GO:0032501;GO:0032502;GO:0006996
58	GO:0050789;GO:0008015;GO:0006811;GO:0065008
59	GO:0043062;GO:0045229
61	GO:0006629;GO:0036211;GO:0051179;GO:0050789
62	GO:0006629;GO:0006793;GO:0051604
63	GO:0050896;GO:0050789
64	GO:0016043;GO:0006869;GO:0006629;GO:0050789;GO:0032501
65	GO:0006412
66	GO:0043062;GO:0045229
67	GO:0006508;GO:0009057
68	GO:0015931;GO:0015031
69	GO:0016050;GO:0022406;GO:0051640;GO:0048284;GO:0016192;GO:0061024
70	GO:0008150
77	GO:0006811
78	GO:0046903;GO:0006836
79	GO:0016070;GO:0006396;GO:0009057
80	GO:0046903;GO:0006811
82	GO:0006810;GO:0051641;GO:0007005
