func_module_number	go_slim_pir
1	GO:0002376;GO:0044419;GO:0050789;GO:0001816;GO:0050896;GO:0001775
2	GO:0022900;GO:0006119;GO:0009117
3	GO:0042254;GO:0016070;GO:0051276;GO:0000375;GO:0006259
4	GO:0050789;GO:0000280;GO:0051276;GO:0007049;GO:0007059
5	GO:0050789;GO:0006260;GO:0032392;GO:0006281;GO:0007049;GO:0009059
6	GO:0042254;GO:0006412
7	GO:0042254;GO:0016070;GO:0006396;GO:0065003
8	GO:0016070;GO:0044085;GO:0043412;GO:0006457;GO:0006396;GO:0065003
9	GO:0006412;GO:0042254;GO:0016070;GO:0006396
10	GO:0050789;GO:0065009
11	GO:0006457
12	GO:0006508;GO:0009057
13	GO:0016070;GO:0006396
14	GO:0016070;GO:0006520
15	GO:0002376;GO:0050896;GO:0044419;GO:0050789
16	GO:0006091;GO:0009117;GO:0006082;GO:0005975
17	GO:0050789;GO:0065003
18	GO:0006066;GO:0006629
20	GO:0006457;GO:0051604
21	GO:0000375
24	GO:0050789;GO:0050896
25	GO:0065008
27	GO:0051179;GO:0065009
28	GO:0008150
30	GO:0050896;GO:0002376;GO:0044419
31	GO:0000280;GO:0051276;GO:0007059
34	GO:0050789;GO:0001775;GO:0002376
35	GO:0006996
37	GO:0045333
39	GO:0050789;GO:0002376;GO:0065003
40	GO:0050896
41	GO:0006082;GO:0006520
44	GO:0022414;GO:0050789;GO:0006508;GO:0036211;GO:0007049;GO:0009057
45	GO:0050896;GO:0044419
46	GO:0051641;GO:0015931
47	GO:0050789
51	GO:0050789
53	GO:0050789
72	GO:0002376;GO:0044419;GO:0050789;GO:0040011;GO:0050896
82	GO:0050789;GO:0016070;GO:0009059
83	GO:0006396;GO:0065003
90	GO:0022607
91	GO:0036211
98	GO:0006281
99	GO:0050789
100	GO:0051258
102	GO:0050789
104	GO:0006412
109	GO:0036211
111	GO:0022607
114	GO:0050789;GO:0050896
129	GO:0016070;GO:0006396
130	GO:0050896
143	GO:0051606
149	GO:0050789;GO:0050896;GO:0007005
155	GO:0006396;GO:0016070;GO:0009057
157	GO:0050789;GO:0006259
161	GO:0043062;GO:0045229
163	GO:0006091;GO:0009117;GO:0006082;GO:0005975
167	GO:0050789
178	GO:0007005;GO:0061024;GO:0015031
182	GO:0051276
187	GO:0050789
188	GO:0006629;GO:0006082
190	GO:0051276;GO:0007059
191	GO:0050789
212	GO:0006259
215	GO:0006996
220	GO:0050789;GO:0002376
230	GO:0050789
232	GO:0006629;GO:0006082
233	GO:0050789;GO:0032392;GO:0006259
237	GO:0006865;GO:0015849
241	GO:0036211
254	GO:0050789
256	GO:0065008
258	GO:0050789;GO:0050896
267	GO:0032502
274	GO:0051234;GO:0007031;GO:0051641
278	GO:0050896;GO:0006508;GO:0009057
283	GO:0051179;GO:0007155;GO:0002376;GO:0044419;GO:0050789;GO:0040011;GO:0050896
290	GO:0032501;GO:0016043
292	GO:0002376
300	GO:0022411
305	GO:0016070;GO:0006396
306	GO:0050789;GO:0050896
313	GO:0051276;GO:0007059
316	GO:0050789;GO:0050896
322	GO:0016192
331	GO:0006091;GO:0009117
332	GO:0050789;GO:0032502;GO:0008283
338	GO:0050789;GO:0016070;GO:0009057
340	GO:0051234;GO:0051640;GO:0050789
342	GO:0042180;GO:0042445;GO:0019748;GO:0006629;GO:0006066;GO:0050896
343	GO:0006805;GO:0006629;GO:0006790;GO:0006082;GO:0043603
344	GO:0006996
348	GO:0001775;GO:0002376;GO:0032502
365	GO:0050789;GO:0016043
375	GO:0065003
376	GO:0050789
379	GO:0006508;GO:0043603
389	GO:0050789;GO:0008152;GO:0051641;GO:0015931
390	GO:0050896
412	GO:0008152
427	GO:0032502
441	GO:0051641;GO:0006810
444	GO:0050789;GO:0006281;GO:0032502
450	GO:0016070;GO:0000375
452	GO:0022900;GO:0045333
460	GO:0051234;GO:0051641
466	GO:0022607
477	GO:0006281
479	GO:0050789
480	GO:0050789
492	GO:0022607;GO:0061024
498	GO:0050789;GO:0022607;GO:0007029
502	GO:0050789
507	GO:0050789
513	GO:0050896
520	GO:0006793;GO:0006139
525	GO:0050789
539	GO:0050789
553	GO:0050789;GO:0002376
557	GO:0051604
578	GO:0050789;GO:0002376
596	GO:0032502
605	GO:0051641;GO:0006810
607	GO:0050789
608	GO:0051234;GO:0006996;GO:0051640
625	GO:0050789;GO:0002376;GO:0051606
632	GO:0050789;GO:0050896
