func_module_number	lst
1	GO:0060261;GO:2000144;GO:0060260;GO:2000142
2	GO:0006096;GO:0046032;GO:0046031;GO:0009137;GO:0009181;GO:0009179;GO:0019364;GO:0009191;GO:0009135;GO:0072526;GO:0009134;GO:0009185;GO:0009154;GO:0009261;GO:0009132;GO:0006090;GO:0006195
3	GO:0045050;GO:0071816;GO:0045048
4	GO:0016180;GO:0016073;GO:0034243;GO:0032784
5	GO:0006474;GO:0006473
6	GO:0032543
7	GO:0006816;GO:0030001;GO:0006812;GO:0070588;GO:0098662;GO:0098655;GO:0098660;GO:0034762;GO:0034220;GO:0032412;GO:0022898;GO:0032409;GO:0098703;GO:0070509;GO:0097553;GO:1902656;GO:0061577;GO:1903169;GO:0051924;GO:1904062;GO:0034765;GO:0010959;GO:0098943;GO:1901387;GO:0098953;GO:0099628;GO:0098970
8	GO:0031124;GO:0031123;GO:0180012
9	GO:0032402;GO:0051904;GO:0061512;GO:0051905;GO:0032401;GO:0051875;GO:0032400;GO:0060271;GO:0044782;GO:0120031
10	GO:0000301;GO:0006891
11	GO:0090174;GO:0061025;GO:0006906;GO:0048284;GO:0140056;GO:0016050;GO:0048278;GO:0022406;GO:0061024;GO:0140029;GO:0006887;GO:0099643;GO:0007269;GO:0032940;GO:0045055;GO:0016079;GO:0140352;GO:0046903;GO:0006836;GO:0023061;GO:0048193
12	GO:0009952;GO:0003002
13	GO:0010968;GO:0007020;GO:0031113;GO:0046785;GO:0031110;GO:0051225
14	GO:0099022;GO:0006901;GO:0006903;GO:0006900;GO:0006888
15	GO:0007271;GO:0035094;GO:0007268;GO:0098916;GO:0099537
16	GO:0015986;GO:0006754;GO:0009206;GO:0009145;GO:0009201;GO:0009142;GO:0009152;GO:0009260;GO:0046034
17	GO:0042775;GO:0042773;GO:0019646;GO:0006119;GO:0022904;GO:0022900;GO:0009060;GO:0045333;GO:0006120;GO:0042776;GO:0015980;GO:0015986
18	GO:0007062;GO:0007064;GO:0051276;GO:0034085;GO:0051177;GO:0034087
19	GO:0007035;GO:0051452;GO:1902600;GO:0051453;GO:0030641;GO:0006885;GO:0016241;GO:0016236;GO:0010506;GO:0048388;GO:0061795
20	GO:0006897;GO:0098657;GO:1903232;GO:0072583;GO:0060155;GO:0032438;GO:0048753;GO:0006898;GO:0140238;GO:0048488;GO:0033363;GO:0033059
21	GO:0006397;GO:0000398;GO:0000377;GO:0000375;GO:0008380;GO:0016071;GO:0006406;GO:0051028;GO:0006405
22	GO:0048753;GO:0032438;GO:0033059;GO:0072384;GO:0043473;GO:0062196;GO:0099514;GO:0048490;GO:0099517;GO:0051036;GO:0010970;GO:0099111;GO:0060155;GO:0030705
23	GO:0000289;GO:0043488;GO:0000288;GO:0043487;GO:0061013;GO:0061157;GO:0050779;GO:0061014
24	GO:0036376;GO:0030007;GO:0006883;GO:0055075;GO:0055078;GO:0140115;GO:1990573;GO:0098662;GO:0098655;GO:0035725;GO:0019725;GO:0098660;GO:0034220;GO:0030001;GO:0055082;GO:0006812;GO:0006814;GO:0048878;GO:0098771;GO:0030003
25	GO:0052695;GO:0019585;GO:0006063;GO:0008210;GO:0006805;GO:0042445;GO:0032787;GO:0071466;GO:0019752;GO:0043436
26	GO:0048193;GO:0006888;GO:0006890;GO:0048205;GO:0035964;GO:0048200
27	GO:0006086;GO:0006085;GO:0019752;GO:0043436;GO:0006082;GO:0006637;GO:0035383;GO:0006084;GO:0071616;GO:0035384
28	GO:0006401;GO:0141188;GO:0071025;GO:0034655;GO:0034475;GO:0071027;GO:0016072;GO:0000460;GO:0031123;GO:0016073;GO:0006364;GO:0071028;GO:0034472
29	GO:0060271;GO:0044782
30	GO:0008380;GO:0000375;GO:0006397;GO:0000398;GO:0000377;GO:0016071
31	GO:0006893;GO:0016197
32	GO:0006626;GO:0072655;GO:0006839;GO:0070585;GO:0006605;GO:0072594
33	GO:0007059
34	GO:0035249;GO:0007215;GO:0050804;GO:0099177;GO:1990806;GO:0035235;GO:0007210
35	GO:0006506;GO:0006505;GO:0180046;GO:0009247;GO:0006664
36	GO:0042073;GO:0035720;GO:0031503;GO:0010970
37	GO:0007178;GO:0141091;GO:0030509;GO:0071773;GO:0071772;GO:0007167;GO:0090092;GO:0071363;GO:0060391;GO:0070848;GO:0060390;GO:0060395;GO:0090100;GO:0032924;GO:0030510;GO:0001501;GO:0001503;GO:0030282;GO:0030501;GO:0030500;GO:0045667;GO:0045778;GO:0070169;GO:0030278;GO:0031214;GO:0070167;GO:0001649;GO:0032925;GO:0003002;GO:0003197;GO:0007389;GO:0090287;GO:0045669;GO:0008285;GO:0090101;GO:0009953;GO:0030514;GO:0045597;GO:0003206
38	GO:0006814;GO:0098662;GO:0098655;GO:0098659;GO:0035725;GO:0099587;GO:0098660;GO:0034220;GO:0030001;GO:0006812;GO:0098739;GO:0086010;GO:0001508;GO:0051899;GO:0008015;GO:0098703;GO:1902656;GO:0042391;GO:0003013;GO:0098657;GO:0086001;GO:0050877
39	GO:0071827;GO:0034369;GO:0034368;GO:0071825;GO:0034367;GO:0030301;GO:0097006;GO:0015918;GO:0010876;GO:0033344;GO:0006869;GO:0034375;GO:0043691;GO:0015850;GO:1905952;GO:0034370;GO:0034372;GO:0033700;GO:0015914;GO:0032374;GO:0032371;GO:0032368;GO:0034377;GO:0065005;GO:0042632;GO:0055092;GO:0046486;GO:0015748;GO:0055088;GO:0046470
40	GO:0019882;GO:0019884;GO:0001912;GO:0001910;GO:0050776;GO:0048002;GO:0031343;GO:0001909;GO:0050778;GO:0031341;GO:0002708;GO:0002396;GO:0002501;GO:0002705;GO:0002478;GO:0002503;GO:0002399;GO:0001906;GO:0002706;GO:0002699;GO:0001914;GO:0001913;GO:0002703;GO:0019883;GO:0002449;GO:0002697;GO:0001916;GO:0019886;GO:0002709;GO:0002443;GO:0002495;GO:0046649;GO:0002504;GO:0051249;GO:0002456;GO:0002711;GO:0002694;GO:0045321;GO:0050870
41	GO:0042274;GO:0042254;GO:0006364;GO:0022613;GO:0016072;GO:0030490
42	GO:0061640;GO:0000910
43	GO:0042273;GO:0042254;GO:0022613
44	GO:0016567;GO:0032446;GO:0070647;GO:0043687
45	GO:0051123;GO:0070897;GO:0006352;GO:0042789;GO:0060261
46	GO:0036258;GO:0036257;GO:0045324;GO:0032509;GO:0043162;GO:0071985;GO:0090148;GO:0046755;GO:0007032;GO:0039702;GO:0019068;GO:0032511;GO:0007034;GO:0016050;GO:0016197;GO:0035891;GO:0019076;GO:0061952;GO:0032510;GO:0016236;GO:0010256;GO:0046761;GO:0046753;GO:0019058;GO:0043328;GO:0031468;GO:1902410;GO:0006511;GO:0019941;GO:0043632;GO:0061024;GO:1902774;GO:1904903;GO:1904896
47	GO:0007020;GO:0046785;GO:0031109;GO:0000226
48	GO:0007031;GO:0072663;GO:0072662;GO:0019395;GO:0009062;GO:0034440;GO:0072329;GO:0016558;GO:0006635;GO:0043574;GO:0015919
49	GO:0007006;GO:0007007;GO:0007005;GO:0042407;GO:0061024;GO:0007008;GO:0045040
