func_module_number	go_slim_pir
1	GO:0022607;GO:0007155;GO:0032502
2	GO:0065003;GO:0051276;GO:0051641
3	GO:0006412
4	GO:0006629;GO:0006082;GO:0051179;GO:0006793
5	GO:0007059;GO:0051276;GO:0050789;GO:0000280;GO:0065003
6	GO:0006810;GO:0006082;GO:0051641;GO:0007031;GO:0006629
7	GO:0009117;GO:0022900;GO:0007005;GO:0045333;GO:0065003
8	GO:0006914;GO:0044419;GO:0016192;GO:0016032;GO:0009057;GO:0061024;GO:0007032;GO:0006508;GO:0015031;GO:0022607
9	GO:0006790;GO:0009057;GO:0036211;GO:0006508
10	GO:0032502;GO:0009057;GO:0036211;GO:0006508
11	GO:0006354;GO:0050789
12	GO:0044085;GO:0006412
13	GO:0046903;GO:0016192;GO:0022406;GO:0051640;GO:0016043;GO:0051641
14	GO:0032502;GO:0050789
15	GO:0006805;GO:0006082;GO:0050896;GO:0042445;GO:0006629
16	GO:0065008;GO:0006996;GO:0050789;GO:0051258;GO:0032502
17	GO:0005975;GO:0006082;GO:0009117;GO:0006091
18	GO:0006082;GO:0006139;GO:0043603;GO:0006790;GO:0045333;GO:0006520;GO:0006793
19	GO:0006811
20	GO:0051640;GO:0006810;GO:0065008;GO:0043473;GO:0048753;GO:0051641;GO:0051258;GO:0031023
21	GO:0006914;GO:0050896;GO:0050789;GO:0007033;GO:0022607
22	GO:0009057;GO:0050896;GO:0006508;GO:0015031;GO:0050789
23	GO:0006629;GO:0006793;GO:0050789
24	GO:0006082;GO:0006629;GO:0006793;GO:0006662
25	GO:0044419;GO:0016192;GO:0050896;GO:0002376;GO:0050789;GO:0008037
26	GO:0009057;GO:0036211;GO:0006508
27	GO:0016070;GO:0042254;GO:0006396
28	GO:0009117
29	GO:0009057;GO:0065008;GO:0050789;GO:0006412;GO:0016070
30	GO:0009057;GO:0006508
31	GO:0016070;GO:0000375
32	GO:0016043;GO:0032502;GO:0016049;GO:0050789
33	GO:0007154;GO:0050789;GO:0006811;GO:0051606
34	GO:0050789
35	GO:0051234;GO:0031647;GO:0051641;GO:0050789;GO:0006457
36	GO:0032502;GO:0050896;GO:0050789
37	GO:0048753;GO:0016192;GO:0022607
38	GO:0044085;GO:0065003;GO:0006412
39	GO:0016070;GO:0006396;GO:0051641;GO:0015931
40	GO:0009117;GO:0065008;GO:1902600
41	GO:0065008;GO:0006811;GO:0050789
42	GO:0006996;GO:0050789
43	GO:0006082;GO:0006629;GO:0006457;GO:0051604
44	GO:0036211;GO:0032502
45	GO:0015031
46	GO:0050789
47	GO:0016192;GO:0051641;GO:0061024;GO:0016050
48	GO:0006805;GO:0006082;GO:0050896;GO:0006790;GO:0043603;GO:0006629
49	GO:0050896;GO:0016043;GO:0032501;GO:0050789;GO:0032502
50	GO:0016070;GO:0009057;GO:0065008;GO:0050789
51	GO:0016192;GO:0051641
52	GO:0032501;GO:0032502;GO:0050896;GO:0050789
53	GO:0006520;GO:0016070
54	GO:0007030;GO:0015031;GO:0016192
55	GO:0009057;GO:0050789;GO:0065003;GO:0006396;GO:0016070
56	GO:0032502;GO:0002376;GO:0001775;GO:0050789
57	GO:1902600
58	GO:0006996
59	GO:0050789
60	GO:0022900;GO:0006119
61	GO:0007155;GO:0022607
62	GO:0007029;GO:0022607;GO:0050789
63	GO:0050896;GO:0050789
64	GO:0048284;GO:0046903;GO:0051640;GO:0016192;GO:0022406;GO:0061024;GO:0006836;GO:0016050
65	GO:0050896;GO:0065008;GO:0061024;GO:0007005;GO:0050789
66	GO:0061024
67	GO:0050896;GO:0065003;GO:0002376;GO:0050789;GO:0001816
68	GO:0050789
69	GO:0050789
70	GO:0016043;GO:0032502;GO:0050789;GO:0032501
71	GO:0006457;GO:0050896;GO:0051604
72	GO:0009117;GO:0009116
73	GO:0065009;GO:0002376;GO:0036211;GO:0050789
74	GO:0006996;GO:0007049;GO:0006457;GO:0050789
75	GO:0006869;GO:0006082;GO:0006629
76	GO:0065003;GO:0006351;GO:0050789
77	GO:0006281;GO:0050789;GO:0006260
78	GO:0016192;GO:0065008;GO:0006811;GO:0065009;GO:0007154;GO:0015031;GO:0050789
79	GO:0044419;GO:0050896;GO:0002376;GO:0050789;GO:0001816
80	GO:0006914;GO:0051234;GO:0050896;GO:0031647;GO:0051641;GO:0051604;GO:0050789;GO:0006457
81	GO:0050789
82	GO:0016043
83	GO:0016070;GO:0000375
84	GO:0051234;GO:0051640;GO:0007059;GO:0051276;GO:0050789;GO:0000280
85	GO:0007059;GO:0051276;GO:0006281;GO:0050789
86	GO:0050896;GO:0036211;GO:0006793;GO:0050789;GO:0032502
87	GO:0051641;GO:0015931
88	GO:0045229;GO:0043062
90	GO:0051276;GO:0006281;GO:0036211;GO:0050789
92	GO:0032501;GO:0032502
93	GO:0043412;GO:0051604;GO:0006396;GO:0016070;GO:0022607
94	GO:0007030;GO:0016192
95	GO:0044419;GO:0050896;GO:0065009;GO:0002376;GO:0050789
96	GO:0008152
97	GO:0009057;GO:0036211;GO:0006508;GO:0050789;GO:0007049
98	GO:0042254
99	GO:0050789
100	GO:0006793;GO:0050896;GO:0050789
101	GO:0032501;GO:0006996;GO:0051604;GO:0050789;GO:0050878;GO:0032502
102	GO:0008152;GO:0050896
103	GO:0000280;GO:0007049;GO:0051276;GO:0007059
104	GO:0006810;GO:0051641
105	GO:0015031
106	GO:0050896;GO:0050789
107	GO:0006112;GO:0036211;GO:0009059;GO:0006793;GO:0050789;GO:0005976
108	GO:0006996;GO:0051258;GO:0050789
109	GO:0051234;GO:0051641;GO:0036211
110	GO:0006811
111	GO:0022607;GO:0032502;GO:0050877;GO:0051606
112	GO:0050896;GO:0065009;GO:0002376;GO:0001775;GO:0050789;GO:0008283
113	GO:0006869;GO:0065009;GO:0016043;GO:0032501;GO:0050789;GO:0006629
114	GO:0008152;GO:0045229;GO:0022411;GO:0043062
115	GO:0050896;GO:0007155;GO:0040011;GO:0002376;GO:0050789
116	GO:0006082;GO:0006520
117	GO:0032502;GO:0008283;GO:0050789
118	GO:0006996;GO:0022607
119	GO:0050789
120	GO:0009057;GO:0036211;GO:0006508
121	GO:0009059;GO:0006281;GO:0006260
122	GO:0045229;GO:0043062;GO:0050789
123	GO:0007049
124	GO:0036211;GO:0016043;GO:0006793;GO:0050789;GO:0032502
125	GO:0050877;GO:0006936;GO:0032502;GO:0006996;GO:0032989;GO:0050879;GO:0022607
126	GO:0051234;GO:0051641
127	GO:0009057;GO:0006508
128	GO:0050789
129	GO:0006936;GO:0032502
130	GO:0006351;GO:0032502;GO:0050896;GO:0050789
131	GO:0006281;GO:0050789;GO:0032392;GO:0006260
132	GO:0050896;GO:0002376;GO:0001775;GO:0050789;GO:0032502
133	GO:0050877;GO:0065008;GO:0061024;GO:0007154;GO:0051641;GO:0007155;GO:0050789;GO:0051703;GO:0022607
134	GO:0032502;GO:0050789
135	GO:0006629;GO:0006066
136	GO:0016043;GO:0006396;GO:0050789
137	GO:0006351
138	GO:0009059;GO:0002376;GO:0006281;GO:0032502
139	GO:0032502;GO:0007155;GO:0050789
140	GO:0006996;GO:0006810;GO:0051641
141	GO:0065009;GO:0016043;GO:0032502;GO:0050789
142	GO:0044419;GO:0050896;GO:0007155;GO:0001906;GO:0002376;GO:0050789
143	GO:0051604
144	GO:0050896;GO:0050789
145	GO:0006790
146	GO:0044419;GO:0036211;GO:0050896;GO:0002376;GO:0001775;GO:0006793;GO:0050789;GO:0008283;GO:0032502
147	GO:0050896;GO:0050789
148	GO:0036211;GO:0006811;GO:0065009;GO:0006793;GO:0050789;GO:0006936
149	GO:0007005;GO:0015031;GO:0061024
150	GO:0032502;GO:0050896;GO:0050789
151	GO:0009117
152	GO:0050817;GO:0050878;GO:0050789
153	GO:0016043;GO:0032502
154	GO:0050896;GO:0050789
155	GO:0007154;GO:0050789
156	GO:0006412;GO:0006520;GO:0016070
157	GO:0015791;GO:0008643;GO:0042044
158	GO:0044085;GO:0050789
159	GO:0036211
160	GO:0051640;GO:0006810;GO:0051641
161	GO:0046903;GO:0016192;GO:0007154;GO:0016043;GO:0006836;GO:0050789
162	GO:0015833;GO:0046903;GO:0009914;GO:0032501;GO:0050789
163	GO:0043603;GO:0009225;GO:0006082
165	GO:0006396;GO:0016070;GO:0050789
166	GO:0006936
168	GO:0008152;GO:0006811
169	GO:0006865;GO:0015849
170	GO:0048511;GO:0050896;GO:0050789
171	GO:0043603;GO:0006629
172	GO:0022414;GO:0032196;GO:0016043;GO:0050789;GO:0006396;GO:0032502
173	GO:0002376;GO:0050896;GO:0050789
174	GO:0006351;GO:0050896;GO:0050789
175	GO:0016070;GO:0006396;GO:0009057;GO:0050789
176	GO:0050896;GO:0050789
177	GO:0016070;GO:0000375
179	GO:0016043
180	GO:0036211
181	GO:0006811;GO:0065009;GO:0051641;GO:0050789;GO:0007029
182	GO:0006629;GO:0006793;GO:0051604
183	GO:0050789
184	GO:0050789
185	GO:0008150
186	GO:0050789
187	GO:0006869;GO:0065008;GO:0061024
188	GO:0051276;GO:0050789
189	GO:0006281
190	GO:0050789
191	GO:0006996;GO:0015031;GO:0016192
192	GO:0009117
193	GO:0050789
194	GO:0016192;GO:0051641;GO:0007033
195	GO:0032502;GO:0050789
196	GO:0051640;GO:0006810;GO:0051641
197	GO:0032501;GO:0007154;GO:0050896;GO:0050789
198	GO:0008037;GO:0032502;GO:0022414;GO:0050789
199	GO:0065003;GO:0002376;GO:0001775;GO:0050789
200	GO:0050896;GO:0050789
201	GO:0006869;GO:0051641
203	GO:0009059;GO:0016070;GO:0050789
204	GO:0065008;GO:0016043;GO:0050896;GO:0006811
205	GO:0032501
206	GO:0046903;GO:0016192;GO:0050789
207	GO:0006629;GO:0006793
208	GO:0050789
209	GO:0065008;GO:0006811;GO:0008015;GO:0050789;GO:0006936
210	GO:0032501;GO:0065003;GO:0006869;GO:0050789
211	GO:0006508
212	GO:0022607
213	GO:0007059;GO:0006996;GO:0050789;GO:0051258;GO:0031023
214	GO:0007031;GO:0007005;GO:0048285;GO:0050789
215	GO:0006281;GO:0050789
216	GO:0001775;GO:0002376;GO:0050896;GO:0050789
217	GO:0048284;GO:0061024;GO:0016050;GO:0050789;GO:0065003
218	GO:0050896;GO:0065008;GO:0050789
219	GO:0006082;GO:0006520;GO:0006790
220	GO:0006351
221	GO:0065003;GO:0016192
222	GO:0006996;GO:0065003
223	GO:0051261;GO:0065008;GO:0051258;GO:0050789
224	GO:0051180
227	GO:0036211;GO:0051604
228	GO:0050789
230	GO:0006810;GO:0006730
232	GO:0016070;GO:0042254;GO:0006396
233	GO:0065009;GO:0050789
234	GO:0065008;GO:0006811;GO:0050789
235	GO:0006520;GO:0016070
