go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.002815     344 annotations READ: go_slim_results_K1_humanbase_0.9.txt 
68 IDs in all associations
func_module_number	
1	GO:0009057;GO:0006508
2	GO:0044085
3	GO:0050896;GO:0050789
4	GO:0006412
6	GO:0065008
7	GO:0007049;GO:0006281;GO:0050789;GO:0006260;GO:0051276
8	GO:0007049;GO:0007059;GO:0050789;GO:0000280;GO:0051276
10	GO:0044419;GO:0050896;GO:0050789;GO:0016032;GO:0002376
11	GO:0006119;GO:0009117
12	GO:0009057;GO:0006508;GO:0036211
13	GO:0042254;GO:0006396;GO:0016070;GO:0006412
14	GO:0006066;GO:0006629
16	GO:0050789;GO:0002376
19	GO:0050896
20	GO:0005975;GO:0006082;GO:0006091;GO:0009117
21	GO:0008152
23	GO:0000375;GO:0016070
24	GO:0050896;GO:0050789;GO:0002376;GO:0044419
27	GO:0016070;GO:0006520
29	GO:0006996
31	GO:0051276;GO:0007059
32	GO:0050789;GO:0002376
33	GO:0006412
34	GO:0000375;GO:0016070
35	GO:0065003
36	GO:0050896;GO:0050789
38	GO:0050789
41	GO:0044085
42	GO:0006457
45	GO:0006996;GO:0050789;GO:0022607
47	GO:0065003;GO:0044085
48	GO:0006396;GO:0016070
51	GO:0006119;GO:0022900;GO:0009117
53	GO:0050789;GO:0007049;GO:0006260;GO:0006281
54	GO:0050789;GO:0032502;GO:0002376;GO:0001775
55	GO:0050789
57	GO:0050789
58	GO:0050789;GO:0001816
62	GO:0050789;GO:0051641
65	GO:0050789
66	GO:0065003
67	GO:0050789;GO:0065009
68	GO:0006790;GO:0043603;GO:0006082;GO:0006139;GO:0006793
69	GO:0006281
71	GO:0036211;GO:0006793
72	GO:0006396;GO:0050789;GO:0016070
73	GO:0006412
74	GO:0009057;GO:0006508
75	GO:0050896;GO:0050789
78	GO:0036211
79	GO:0009057;GO:0006508;GO:0050789;GO:0036211
82	GO:0036211
83	GO:0006629
84	GO:0050896;GO:0006914
85	GO:0050896;GO:0006457;GO:0051604
86	GO:0006119;GO:0022900;GO:0009117
87	GO:0050896;GO:0001906;GO:0050789;GO:0002376
89	GO:0065003;GO:0050789;GO:0002376;GO:0001775
91	GO:0009057;GO:0006508
92	GO:0050896
93	GO:0000375;GO:0016070
94	GO:0050896;GO:0002376;GO:0044419
95	GO:0007005;GO:0050789
96	GO:0050896;GO:0051234;GO:0050789
97	GO:0050789
98	GO:0045333;GO:0022900
100	GO:0065003
