func_module_number	lst
2	GO:1990573;GO:0098659;GO:0099587
4	GO:0051123;GO:0070897;GO:0060261;GO:2000144;GO:0006352
6	GO:0009790;GO:0016055;GO:0061184;GO:0060070;GO:0001501;GO:0061183;GO:0061054
7	GO:1990806;GO:0035235;GO:0035249;GO:2000463;GO:0051968;GO:0007268;GO:0098916;GO:0099537;GO:0099536;GO:0098815;GO:0007215;GO:0098976;GO:0060079;GO:0099565
8	GO:0007264;GO:0007265;GO:0060397
9	GO:0046854;GO:0006661;GO:0043491;GO:0046488;GO:0046474;GO:0036092;GO:0008654;GO:0045017;GO:0042110;GO:0006650
10	GO:0034446;GO:0031589;GO:0007160
11	GO:0110011;GO:2001046
12	GO:0007186
13	GO:0018343
14	GO:0006281;GO:0006974;GO:0006310;GO:0006298;GO:0006302;GO:0000724;GO:0000725;GO:0006260;GO:0044818;GO:0051276;GO:0000075;GO:0010972;GO:0000018;GO:1902750;GO:0000077;GO:0051053;GO:0007095;GO:0031570;GO:1901988;GO:0006261;GO:0010389
15	GO:0045739;GO:0033044;GO:0051054;GO:2000819;GO:0006282;GO:0070316;GO:0045023;GO:0051052;GO:0051276;GO:0006338;GO:0000819;GO:0006325;GO:0045663;GO:0098813;GO:0006289;GO:2000781;GO:0045661;GO:0030071;GO:0080135;GO:1902099;GO:0007059;GO:0007091;GO:0044784;GO:0033045;GO:2000045;GO:0006281
16	GO:0016925;GO:0018205;GO:0033233;GO:0032446
17	GO:0070534;GO:0000209;GO:0070647;GO:1902523;GO:0043687
18	GO:0010212;GO:0044818;GO:0010972;GO:1902750;GO:0007095;GO:0007093;GO:0010389;GO:1901991;GO:0042770;GO:0000075;GO:1902749;GO:0070646;GO:0000077;GO:0000086
19	GO:0006506;GO:0006505;GO:0180046;GO:0009247;GO:0006664;GO:1903509;GO:0006661
20	GO:0016925
21	GO:0000122;GO:0042659
22	GO:0006974;GO:0008608;GO:0045814
23	GO:0006281;GO:0006974;GO:0006261;GO:0051052;GO:0006302;GO:0006260;GO:1900262;GO:1900264;GO:0051054;GO:0006310;GO:0000723;GO:2000573;GO:0006275;GO:0032200
24	GO:0042744;GO:0042743;GO:0015671
25	GO:0016055;GO:0060070
26	GO:0031124;GO:0031123;GO:0006397
28	GO:0045109;GO:0045104;GO:0045103;GO:0030855;GO:0031424
29	GO:0000338;GO:2000434;GO:0045116
30	GO:0060395;GO:0032924;GO:0007179;GO:0071560;GO:0071559;GO:0141091;GO:0007178;GO:0030509;GO:0071773;GO:0071772;GO:0071363
31	GO:0044092
32	GO:0001836;GO:0008637;GO:0090199;GO:0097193;GO:0007005;GO:0090200;GO:0070059;GO:0097190;GO:0008630;GO:0097192;GO:0038034
34	GO:0007059;GO:0098813;GO:0000819;GO:0000278;GO:0000070;GO:1903047;GO:0032467;GO:0032465;GO:0051256;GO:0051781;GO:0008608;GO:1902850;GO:0000022;GO:0051255;GO:0051231;GO:0140014;GO:0051276;GO:0007052;GO:0051302;GO:0090068;GO:0000226;GO:0010564;GO:0051310;GO:0000280;GO:0051303;GO:0045787
35	GO:0000122;GO:0006325;GO:0006338;GO:1902459;GO:2000036;GO:0006974;GO:0019827;GO:0098727;GO:2000736;GO:1902455;GO:0040029
36	GO:0000226;GO:0032886;GO:0007051;GO:0070507;GO:0007052;GO:0031109;GO:1902850
37	GO:0045321
39	GO:0030162;GO:1902020;GO:0003354;GO:1901318
40	GO:0061640;GO:0000910;GO:0051301
41	GO:0006281;GO:0006974;GO:0006284;GO:0006261;GO:0006302;GO:0006287;GO:0006260
42	GO:0006338
44	GO:0006325;GO:0018022
45	GO:0000278;GO:0044770;GO:1903047
48	GO:1904851;GO:0070203;GO:1904871;GO:1904869;GO:1904867;GO:1903405;GO:0070202;GO:1904816;GO:1990173;GO:1904874;GO:1904814;GO:0070200;GO:1904872;GO:0090670;GO:0090685;GO:0090672;GO:0090671
49	GO:2001235
50	GO:0032870;GO:0009725;GO:0141193;GO:0009755;GO:0071396
51	GO:0007249
52	GO:0010564;GO:1903047;GO:0000278
53	GO:1902895;GO:2000630
54	GO:0006574
55	GO:0006984;GO:0032933;GO:0071501;GO:0006991;GO:0006695;GO:1902653;GO:0016126;GO:0008203;GO:1902652
56	GO:0006368;GO:0006354;GO:0034243;GO:0032784;GO:0001711;GO:0032786
57	GO:0006511;GO:0019941;GO:0043632;GO:0051603
58	GO:0006283;GO:0006367
59	GO:0006412;GO:0006413;GO:0006446
60	GO:0019885;GO:0002483;GO:0019883;GO:0002474;GO:0002711;GO:0048002;GO:0002486;GO:0002484
61	GO:0006391;GO:0006390;GO:0000959;GO:0046395;GO:0016054
62	GO:0098916;GO:0007268;GO:0099537;GO:0099536;GO:1902476;GO:0007214;GO:0098656;GO:0098661
64	GO:0097191;GO:0070266;GO:0097300
66	GO:0006888;GO:0034142;GO:0140895;GO:0002752
67	GO:0051276;GO:0006325;GO:0045910;GO:0000018;GO:0007094;GO:0071174;GO:0071173;GO:0033048;GO:0031577;GO:2000816;GO:0045841;GO:0033046
68	GO:0030029
69	GO:0036297;GO:0006281;GO:0006974;GO:0000712
70	GO:0019221;GO:0071345;GO:0034097;GO:1901652
71	GO:0009081;GO:0006520;GO:0009083
72	GO:0019752;GO:0043436;GO:0006082;GO:0006102;GO:0006091;GO:0006099;GO:0072350
74	GO:0050878;GO:0007596;GO:0050817;GO:0007599;GO:0042060;GO:0010595;GO:0030195;GO:1900047;GO:0050819;GO:0009611;GO:0030193;GO:1900046;GO:0050818;GO:0061045;GO:0010594
75	GO:0007005
76	GO:0007040;GO:0080171
78	GO:0033121;GO:0030811;GO:0006110;GO:0031669;GO:0043470;GO:1903578;GO:1900542;GO:0006140;GO:0031667;GO:0046032;GO:0006096;GO:0046031;GO:0009137;GO:0009181
79	GO:0006913;GO:0051169;GO:0006999;GO:0051170;GO:0050657;GO:0050658;GO:0006606
80	GO:0006906;GO:0090174;GO:0048284;GO:0061025;GO:0016050;GO:0048499;GO:0061024;GO:0140029;GO:0006887;GO:0140056;GO:0045055
81	GO:0001732;GO:0006413;GO:0002183;GO:0002181;GO:0022618
82	GO:0043408
83	GO:0002755;GO:0140895;GO:0002752;GO:0070498;GO:0002220
84	GO:0061718;GO:0006735;GO:0061621
85	GO:0007006;GO:0006839;GO:0007007;GO:0090151;GO:0007005
86	GO:0015919;GO:0043574;GO:0042760;GO:0007031;GO:0015910;GO:0000038;GO:0015909;GO:0006635
87	GO:0016197;GO:0110053;GO:0032956;GO:0032970;GO:1902903;GO:0034315;GO:0051125;GO:0007015;GO:0051493;GO:0034314;GO:0042147
88	GO:0050853;GO:0002429;GO:0050851;GO:0002768;GO:0002757;GO:0002764;GO:0002253
89	GO:0008154;GO:0030041
90	GO:0050852;GO:0050851;GO:0002429;GO:0042110;GO:0002768;GO:0002253;GO:0046649;GO:0002757
91	GO:0007160;GO:0031589
92	GO:0007169;GO:0046777;GO:0010755
93	GO:0007169;GO:0007167;GO:0048013
94	GO:0030198
95	GO:0097485;GO:0007411;GO:0048812;GO:0120039;GO:0007409;GO:0048858
96	GO:0048013;GO:0007169;GO:0007411;GO:0097485;GO:0000902;GO:0007167
98	GO:0042554;GO:0006801;GO:0045730;GO:0007229
99	GO:0007596;GO:0050817;GO:0007599;GO:0042730;GO:0050878;GO:1900047;GO:0030195;GO:0050819;GO:0042060;GO:0030193;GO:1900046
100	GO:0090170;GO:0048313;GO:0048308;GO:1903358;GO:2000641;GO:0032872
101	GO:0097006;GO:0055088;GO:0042632;GO:0055092;GO:0010876;GO:0006869;GO:0006641;GO:0034381;GO:0030301;GO:0015918;GO:0071827;GO:0006639;GO:0006638;GO:0071825;GO:0048878;GO:0070328;GO:0055090;GO:0034369;GO:0034368;GO:0034367;GO:0015850
102	GO:0050804;GO:0099177;GO:0007215;GO:0035249;GO:0098916;GO:0007268
103	GO:0007062;GO:0034085;GO:0051276;GO:0000280;GO:0048285;GO:0007064;GO:0007059
105	GO:0010498;GO:0043161;GO:0051603;GO:0006511
106	GO:0006897;GO:0098657;GO:0006898;GO:0016197
107	GO:0006418;GO:0043038;GO:0043039
108	GO:0000226;GO:0140014;GO:0007051;GO:1903047;GO:0007059
109	GO:0007186;GO:0007200;GO:0007189
110	GO:0045103;GO:0045104
113	GO:0070296;GO:0090075;GO:0090257;GO:0044057;GO:0055117;GO:1901019;GO:1990036;GO:0008016;GO:0006942;GO:0086004;GO:0003012;GO:0051924;GO:1903115;GO:1901894
114	GO:0044208;GO:0006167;GO:0009168;GO:0009127;GO:0046033;GO:0009156;GO:0097292;GO:0097294;GO:0006189;GO:0097293
116	GO:0030198
117	GO:0000902
118	GO:0120031;GO:0030031
119	GO:0043153;GO:0032922;GO:0009648
120	GO:0016567;GO:0032446;GO:0070647;GO:0043687
121	GO:0019433;GO:0046461;GO:0046464;GO:0046503
122	GO:0006956;GO:0006959
125	GO:0006906;GO:0090174;GO:0007041;GO:0048284;GO:0007034;GO:0061025;GO:0035493;GO:0016050;GO:0008333
126	GO:0000280;GO:0048285
127	GO:0007193
128	GO:0007249
129	GO:0051592;GO:0005513;GO:0006813
130	GO:0018279;GO:0006487
131	GO:0038165;GO:0050729;GO:0002675;GO:0002526;GO:0070120;GO:0002673;GO:0019221;GO:0042531
132	GO:0006897;GO:0072583;GO:0098657;GO:0006898;GO:0048268;GO:0099003
133	GO:0016255;GO:0180046
