func_module_number	lst
3	GO:0045109;GO:0045104;GO:0045103;GO:0030855;GO:0031424
7	GO:0033141;GO:0033139;GO:0042501;GO:0002323;GO:0043330;GO:0043331;GO:0098586;GO:0060337;GO:0071357;GO:0030101;GO:0042100;GO:0034340;GO:0033138;GO:0046425
10	GO:0007271;GO:0035094;GO:0060084
11	GO:0030574;GO:0032963;GO:0030198;GO:0043062;GO:0045229;GO:0022617;GO:0071492;GO:0070141;GO:0010466
12	GO:0001912;GO:0042267;GO:0002486;GO:0002484;GO:0002228;GO:0002476;GO:0002428;GO:0031343
14	GO:0051461
15	GO:0007601
16	GO:0099558
17	GO:0070098;GO:1990869;GO:1990868;GO:0042330;GO:0006935;GO:0060326;GO:0030593;GO:1990266;GO:0097529;GO:0071621;GO:0030595;GO:0097530;GO:0050900;GO:0007186
18	GO:0007178;GO:0090092;GO:0141091;GO:0030509;GO:0071772;GO:0071773;GO:0007167
19	GO:0045332;GO:0034204;GO:0097035
20	GO:0035720;GO:0042073;GO:0031503
21	GO:0016339;GO:0034332;GO:0044331
24	GO:0052695;GO:0006063;GO:0019585;GO:0052696;GO:0051552;GO:0052697;GO:0042440
27	GO:0071805;GO:0006813
29	GO:0030198
34	GO:0010498;GO:0043161;GO:0051603;GO:0006511
35	GO:0008543;GO:0044344;GO:0071774;GO:0071363;GO:0007169;GO:0070848;GO:0008284;GO:0007167;GO:0009887;GO:0001934;GO:0042327;GO:0010562;GO:0045937
36	GO:0006956;GO:0006959;GO:0002253;GO:0002252;GO:0050778;GO:0001867
39	GO:0007264
40	GO:0006968;GO:1990858;GO:0002223;GO:1990840
41	GO:0006282;GO:0080135;GO:0051052;GO:0006281;GO:0006974;GO:0051123;GO:0070897;GO:0043484;GO:0042789;GO:0006367
42	GO:0032543
43	GO:0007186;GO:0007217;GO:0007188;GO:0007610;GO:0007631;GO:0030072;GO:0002790;GO:0060124;GO:0015833
45	GO:0007186;GO:0007200
47	GO:0141091;GO:0007178;GO:0090092;GO:0007167;GO:0071363;GO:0030509;GO:0070848;GO:0071773;GO:0071772;GO:0060391;GO:0060390;GO:0090100;GO:0032924;GO:0060395;GO:0032925;GO:0045667;GO:0030501;GO:0007179;GO:0003197;GO:0045778;GO:0090101;GO:0070169;GO:0060411;GO:0071560;GO:0045669;GO:0045597;GO:0071559;GO:0001649;GO:0060485;GO:0003279;GO:0030500;GO:0003203
48	GO:0099537;GO:0099536;GO:0098916;GO:0007268;GO:0035249;GO:0050804;GO:0099177;GO:0007215;GO:0060079;GO:0042391;GO:0099565;GO:0098815;GO:0060078;GO:2000463;GO:0034762;GO:0034220;GO:0098660;GO:0030001;GO:0051968;GO:0098662;GO:0098655;GO:0050806;GO:0051966;GO:0006812;GO:0034765
49	GO:0140053;GO:0032543;GO:0006412;GO:0062125;GO:0070129
51	GO:0006935;GO:0042330;GO:0060326;GO:0071621;GO:0070098;GO:0097530;GO:1990869;GO:1990868;GO:0030593;GO:0048247;GO:1990266;GO:0097529;GO:0002548;GO:0050900;GO:0030595;GO:0072676;GO:0071674;GO:0006954;GO:0071346;GO:0071347;GO:0019221
52	GO:0007565
54	GO:0060261;GO:2000144;GO:0060260;GO:0032968
55	GO:0002181;GO:0006412;GO:0042254;GO:0022613;GO:0042274;GO:0006364
56	GO:0016055;GO:0060070;GO:0045165;GO:0035567;GO:0032526;GO:0071300;GO:0061183;GO:0061054;GO:1904948;GO:0009790;GO:0043010;GO:0062009;GO:0002088;GO:0030111;GO:0001501;GO:0001654;GO:0150063;GO:0048880;GO:0060429;GO:0033993
57	GO:0009060;GO:0006119;GO:0045333;GO:0019646;GO:0042775;GO:0042773;GO:0022904;GO:0022900;GO:0015980;GO:0006091;GO:0042776;GO:0015986;GO:0006120
58	GO:0043654;GO:0008543
59	GO:0090174;GO:0006906;GO:0061025;GO:0048284;GO:0016050;GO:0016079;GO:0006836;GO:0006887;GO:0045055;GO:0007269;GO:0099643;GO:0140056;GO:0061024;GO:0099504;GO:0022406;GO:0099003;GO:0048278;GO:0023061;GO:0032940;GO:0140352;GO:0140029;GO:0046903;GO:0098916;GO:0007268
60	GO:0099022;GO:0006901;GO:0006903;GO:0006900;GO:0006888
62	GO:0007005;GO:0097250;GO:0043038;GO:0043039;GO:0033108
63	GO:0002224;GO:0002221;GO:0002758;GO:0002218;GO:0140895;GO:0002752;GO:0045089;GO:0002833;GO:0002831;GO:0002220;GO:0045088;GO:0002757;GO:0031349;GO:0031347;GO:0002237;GO:0002764;GO:0071219;GO:0002253;GO:0071216;GO:0050778;GO:0032103;GO:0050776;GO:0032637;GO:0032677;GO:0034142;GO:0009617;GO:0032757;GO:0045087;GO:0140894;GO:0006954;GO:0032755;GO:0071220;GO:0071221;GO:0070339;GO:0002429
64	GO:0010608;GO:0006402;GO:0006401;GO:0141188;GO:0061013;GO:1903311;GO:0016071;GO:0034655;GO:0043488;GO:0043487;GO:0061014;GO:0006417;GO:1903313;GO:0061157;GO:0050779;GO:0006412;GO:0034063;GO:0031047
65	GO:0000956;GO:0000288;GO:0006402;GO:0061157;GO:0000289;GO:0050779;GO:0061014;GO:0006401;GO:0141188;GO:0043488
80	GO:0002088;GO:0007601
82	GO:0140053;GO:0032543;GO:0006412;GO:0000959;GO:0070129;GO:0062125
