func_module_number	lst
1	GO:0048193;GO:0006890;GO:0006888;GO:0007030;GO:0048200;GO:0048205;GO:0035964
2	GO:0006892;GO:0016482;GO:0016197
3	GO:0006457;GO:0051604;GO:0061077;GO:0006278;GO:0007004
4	GO:0042445;GO:0008202;GO:0010817;GO:0052695;GO:0006063;GO:0019585;GO:0006721;GO:0006720;GO:0001523;GO:0016101;GO:0032787;GO:0006805;GO:0071466;GO:0019752;GO:0043436;GO:0006082;GO:0008210;GO:0009410;GO:0120254;GO:1901615;GO:0008209;GO:0042573
5	GO:0006888;GO:0048193;GO:0090110;GO:0035459;GO:0090114
6	GO:0071526;GO:0050770;GO:0007411;GO:0097485;GO:0048846;GO:1902284;GO:0048841;GO:0010975;GO:0048843;GO:0022603;GO:0050767;GO:0030334;GO:0001755;GO:0090497;GO:0007409;GO:0051960;GO:0048667;GO:0048666;GO:0030517;GO:0061564;GO:0120035;GO:0031344;GO:0014032;GO:0048864;GO:0048675;GO:0014033;GO:0031345;GO:0030516;GO:0050771;GO:0000902;GO:0048812;GO:0061387;GO:0031175;GO:0010977;GO:0050920
7	GO:0007186;GO:0007188;GO:0007189;GO:0051458;GO:0070098;GO:1990868;GO:1990869;GO:1901701;GO:0071396;GO:0034762;GO:0015698;GO:0060326;GO:0033993
8	GO:0016126;GO:1902653;GO:0006695;GO:0008203;GO:1902652
9	GO:0070647;GO:0043687;GO:0016579;GO:0070646;GO:0016567
10	GO:0006086;GO:0006085;GO:0006084;GO:0019752;GO:0035383;GO:0006637;GO:0043436;GO:0006082;GO:0009083;GO:0071616;GO:0035384
11	GO:1904970;GO:0071205;GO:0099612;GO:0032532;GO:0032536
12	GO:0090522;GO:0006887;GO:0006904;GO:0140352;GO:0032940;GO:0099022;GO:0046903;GO:0048278
13	GO:0060113;GO:0042490;GO:0060122;GO:0060119;GO:0007605;GO:0050954
14	GO:0006816;GO:0070588;GO:0030001;GO:0006812;GO:0098662;GO:0098655;GO:0098660;GO:0097553;GO:0034220;GO:0034762;GO:0032412;GO:0022898;GO:1903169;GO:0032409;GO:0051924;GO:1901019;GO:1904062;GO:0006936;GO:0034765;GO:0010959;GO:0003012;GO:0043269;GO:2001257;GO:0006941;GO:0098703;GO:1902656;GO:0014808;GO:1903514;GO:0051209;GO:0051283;GO:0051282;GO:1901021;GO:0070509;GO:0051208;GO:0070296;GO:0061577;GO:0086065;GO:0051928;GO:0051651
15	GO:0035567;GO:0060071;GO:0016055;GO:1990748;GO:0097237;GO:0098869;GO:0060070
16	GO:0006457;GO:0061077;GO:0050821;GO:0051604;GO:1904851;GO:1904869;GO:1904871;GO:0070203;GO:1903405;GO:1904867;GO:0070202;GO:0031647;GO:1904816;GO:1990173
17	GO:0035337;GO:0046949;GO:1901568;GO:0035384;GO:0071616;GO:0006631;GO:0035336;GO:0010876;GO:1901570;GO:0006637;GO:0035383;GO:0008610;GO:0035338;GO:0006641;GO:0015909
18	GO:0032007;GO:0009267;GO:0032006;GO:1904262
19	GO:0007186;GO:0030593;GO:1990266;GO:0071621;GO:0097529;GO:0097530;GO:0030595;GO:0060326;GO:0070098;GO:1990868;GO:1990869
20	GO:0048193;GO:0099022;GO:0006891;GO:0006901;GO:0006888;GO:0006903
21	GO:0016236;GO:0006914;GO:0061919;GO:0005977;GO:0044042;GO:0005978;GO:0009250;GO:0006112
22	GO:0008610;GO:0007029;GO:0071786;GO:0072330
23	GO:0110154;GO:0110156;GO:0000956;GO:0016071;GO:0006402;GO:0006401;GO:0141188
24	GO:0007229;GO:0098609;GO:0033627;GO:0007160;GO:0031589;GO:0031295;GO:0031294;GO:0007159;GO:0045109;GO:0042102;GO:0045104;GO:0045103;GO:0031424;GO:0050671;GO:0032946
25	GO:0006388;GO:0000394
26	GO:0007623;GO:0048511;GO:0042752;GO:0032922;GO:2000323;GO:2000322;GO:0009648;GO:0042754
27	GO:0030316;GO:0030097
29	GO:0017004;GO:0008535;GO:0097067
31	GO:0043161;GO:0010498
33	GO:0014905
34	GO:0006406;GO:0051028;GO:0006405;GO:0050658;GO:0050657;GO:0051236;GO:0006403
35	GO:0006281;GO:0006974;GO:0006302;GO:0006303;GO:0006310;GO:0006284;GO:0016445;GO:0006266;GO:0002200;GO:0002377;GO:0006298;GO:0002520;GO:0006289;GO:0009314;GO:0002440;GO:0051053
36	GO:0006413;GO:0002183;GO:0006412;GO:0002181;GO:0001732;GO:0006446
