go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.004437   1,495 annotations READ: go_slim_results_K1_cpdb_0.4.txt 
211 IDs in all associations
func_module_number	
4	GO:0032501;GO:0007154;GO:0050789;GO:0050896
6	GO:0036211;GO:0006793;GO:0008283;GO:0050896;GO:0002376;GO:0001775;GO:0044419;GO:0050789
7	GO:0022411;GO:0008152;GO:0050896;GO:0045229;GO:0043062
8	GO:0050789
9	GO:0009914;GO:0046903;GO:0015833;GO:0032501;GO:0050789
10	GO:0002376;GO:0040011;GO:0050789;GO:0050896
12	GO:0002376;GO:0050789;GO:0050896
13	GO:0007155;GO:0016043
14	GO:0032501;GO:0032502;GO:0050789;GO:0050896
15	GO:0045229;GO:0043062
17	GO:0050789;GO:0050896
18	GO:0006811
19	GO:0002376;GO:0044419;GO:0050789;GO:0051606
22	GO:0050789
24	GO:0051641;GO:0006810
25	GO:0007154;GO:0065008;GO:0061024;GO:0050789;GO:0050877;GO:0006811
26	GO:0051641;GO:0006996;GO:0043473;GO:0006810;GO:0022607;GO:0051640;GO:0032501
27	GO:0050789
28	GO:0006629;GO:0006793
29	GO:0045333;GO:0006412;GO:0016070;GO:0050789
30	GO:0016050;GO:0007154;GO:0046903;GO:0061024;GO:0022406;GO:0016192;GO:0006836;GO:0051640;GO:0050789;GO:0048284
31	GO:0006520;GO:0016070;GO:0065003;GO:0007005
32	GO:0006412;GO:0050789
33	GO:0002376;GO:0050789
34	GO:0006082;GO:0042440;GO:0006805
35	GO:0032501;GO:0022414
36	GO:0009914;GO:0046903;GO:0006869;GO:0050789
37	GO:0050789;GO:0050896
38	GO:0002376;GO:0050789;GO:0050896
39	GO:0006811;GO:0050789
41	GO:0032502
44	GO:0006996;GO:0032501;GO:0032502
45	GO:0043062;GO:0050789;GO:0022607;GO:0045229
47	GO:0050877
48	GO:0006351;GO:0006281;GO:0065003;GO:0050789
49	GO:0016050;GO:0016192;GO:0051641;GO:0061024
50	GO:0032501;GO:0032502;GO:0050789;GO:0050896
51	GO:0006396;GO:0006412;GO:0016070;GO:0042254
54	GO:0006508;GO:0009057
55	GO:0007155;GO:0006629;GO:0006793
56	GO:0050789
57	GO:0065008;GO:0006936;GO:0050886
58	GO:0006412
59	GO:0050877
61	GO:0032501;GO:0016043
62	GO:0006119;GO:0022900;GO:0009117
64	GO:0002376;GO:0001775;GO:0008283;GO:0050789
66	GO:0006629;GO:0019538
68	GO:0065008;GO:0016070;GO:0050789;GO:0009057
69	GO:0006412;GO:0065003
70	GO:0065008;GO:0016070;GO:0050789;GO:0009057
71	GO:0006396;GO:0016070;GO:0009057
120	GO:0050789
133	GO:0050877;GO:0032502
138	GO:0022414;GO:0006281
144	GO:0050789
146	GO:0050896;GO:0050789;GO:0002376;GO:0065009;GO:0001816
148	GO:0036211;GO:0032502;GO:0006793;GO:0008283;GO:0050896;GO:0002376;GO:0001775;GO:0050789
149	GO:0050789;GO:0050896
151	GO:0006259;GO:0051276;GO:0050789;GO:0050896
153	GO:0008152;GO:0032502;GO:0050896
154	GO:0051641;GO:0015931
172	GO:0006629;GO:0006805;GO:0050896
176	GO:0006811
185	GO:0050789
186	GO:0065008;GO:0050789
194	GO:0050789
201	GO:0065009;GO:0050789;GO:0050896
202	GO:0050789
226	GO:0007154;GO:0065008;GO:0050789;GO:0006811
227	GO:0007154;GO:0050789;GO:0006811
231	GO:0000375;GO:0016070
236	GO:0007059;GO:0051276;GO:0050789
238	GO:0006520;GO:0016070
260	GO:0006810;GO:0051641;GO:0061024;GO:0007005
261	GO:0007031;GO:0051641;GO:0006810;GO:0007005
265	GO:0007155;GO:0022607
273	GO:0001816;GO:0050789
274	GO:0044085
290	GO:0016049;GO:0032502;GO:0016043;GO:0040011;GO:0050789
291	GO:0032502;GO:0032501;GO:0016043;GO:0006811
302	GO:0019538;GO:0009059
316	GO:0006811
317	GO:0065003
318	GO:0006412;GO:0016070;GO:0050789;GO:0009057
319	GO:0065008;GO:0006996;GO:0016070;GO:0009057;GO:0006412;GO:0022607;GO:0050789
320	GO:0051641;GO:0006810
321	GO:0006457
326	GO:0006351;GO:0001816;GO:0050789
330	GO:0006996
339	GO:0050789
348	GO:0050789
350	GO:0050896
351	GO:0016192
372	GO:0050878;GO:0050817;GO:0050789;GO:0050896
373	GO:0036211;GO:0006790;GO:0009059
385	GO:0002376;GO:0050789;GO:0050896
388	GO:0006354;GO:0032502;GO:0050789
389	GO:0006412
397	GO:0006396;GO:0016070
416	GO:1902600
417	GO:0016192;GO:0051641;GO:0065003
424	GO:0036211;GO:0006508;GO:0009057
434	GO:0007155
437	GO:0050789;GO:0006281
442	GO:0050789
443	GO:0008150
453	GO:0051641;GO:0006810
457	GO:0050789
458	GO:0045229;GO:0043062
468	GO:0002376;GO:0044419;GO:0050789;GO:0050896
471	GO:0016050;GO:0061024;GO:0065003;GO:0048284
472	GO:0022411;GO:0016032;GO:0007032;GO:0051641;GO:0006508;GO:0009057;GO:0061024;GO:0016192;GO:0022607;GO:0044419;GO:0050789
474	GO:0032502;GO:0016043;GO:0050789;GO:0006281
476	GO:0006996;GO:0050789;GO:0051258;GO:0031023
477	GO:0006996;GO:0031023;GO:0022607;GO:0007059;GO:0050789
483	GO:0006996;GO:0032502;GO:0050789
490	GO:0006260;GO:0051276;GO:0022414;GO:0050789;GO:0006281
491	GO:0006260;GO:0032392;GO:0009059;GO:0007049;GO:0050789;GO:0006281
500	GO:0006351
505	GO:0006997;GO:0051641;GO:0006810
506	GO:0051640;GO:0051234
516	GO:0006811;GO:0050789
519	GO:0006396;GO:0016070;GO:0042254
520	GO:0006396;GO:0016070;GO:0042254
521	GO:0006793;GO:0051641;GO:0043603;GO:0016192;GO:0006629;GO:0006790;GO:0006139
522	GO:0065008;GO:1902600
523	GO:0046903;GO:0016043;GO:0051641;GO:0022406;GO:0016192;GO:0051640
524	GO:0016192
525	GO:0051641;GO:0051234
526	GO:0006508;GO:0009057;GO:0015031;GO:0050896
527	GO:0016043
528	GO:0016043;GO:0050789
529	GO:0032501;GO:0032502;GO:0050789
530	GO:0032502
535	GO:0050877
544	GO:0016070;GO:0000375;GO:0051641;GO:0015931
545	GO:0000375;GO:0016070;GO:0065003
546	GO:0065009;GO:0050789
549	GO:0016043;GO:0050789
550	GO:0016043
551	GO:0051276;GO:0006281;GO:0015031
567	GO:0032501;GO:0050789;GO:0050896
570	GO:0006793;GO:0043603;GO:0006629;GO:0006790;GO:0006139;GO:0006082
571	GO:0008152
573	GO:0007155
575	GO:0016192;GO:0046903;GO:0051641;GO:0050789
576	GO:0016192;GO:0051641
577	GO:0016050;GO:0016192;GO:0051641;GO:0061024
578	GO:0050789
579	GO:0032501;GO:0032502
584	GO:0006508;GO:0009057;GO:0050789
585	GO:0006996;GO:0050789;GO:0051258
586	GO:0007155;GO:0016043
587	GO:0032502
594	GO:0022607;GO:0007033
603	GO:0051641;GO:0050789;GO:0051234
604	GO:0016070;GO:0051276;GO:0000375;GO:0050789;GO:0006281
605	GO:0036211;GO:0016070;GO:0051234;GO:0006412;GO:0007049;GO:0051640;GO:0050789
614	GO:0006351;GO:0048511;GO:0050789;GO:0050896
615	GO:0006629;GO:0006810
617	GO:0006082
618	GO:0006082;GO:0006520;GO:0022607
619	GO:0050896
621	GO:0006629;GO:0006066
626	GO:0006629;GO:0006066
627	GO:0036211;GO:0006508;GO:0009057;GO:0007049;GO:0022414;GO:0050789
628	GO:0036211;GO:0050789
638	GO:0050896;GO:0050789;GO:0002376;GO:0044419;GO:0001816
639	GO:0050896;GO:0050789;GO:0002376;GO:0065009;GO:0044419;GO:0001816
642	GO:0036211;GO:0032502;GO:0006793;GO:0002376;GO:0001775;GO:0050789
643	GO:0036211;GO:0006793;GO:0050896;GO:0002376;GO:0001775;GO:0050789
644	GO:0050789;GO:0050896
645	GO:0036211;GO:0051641;GO:0050896;GO:0006996;GO:0031647;GO:0006810;GO:0007049;GO:0048511;GO:0050789
649	GO:0006112;GO:0009057;GO:0005976
654	GO:0050789
656	GO:0007154;GO:0050789
662	GO:0006996;GO:0065008;GO:0032502;GO:0050789
663	GO:0006996
666	GO:0042445;GO:0050896;GO:0006629;GO:0006066;GO:0042180;GO:0019748
668	GO:0022607;GO:0006914;GO:0007033
669	GO:0007005;GO:0050789;GO:0050896
670	GO:0006139;GO:0006793
671	GO:0006082;GO:0015949
674	GO:0006996;GO:0022607
680	GO:0032501;GO:0032502;GO:0050789
681	GO:0036211;GO:0050896;GO:0006351;GO:0065009;GO:0050789
682	GO:0032502;GO:0006351;GO:0002376;GO:0001775;GO:0050789
684	GO:0016050;GO:0016192;GO:0051641
686	GO:0050789
687	GO:0006508;GO:0009057
688	GO:0006259;GO:0002376
696	GO:0008152;GO:0065009;GO:0050789;GO:0050896
698	GO:0005975;GO:0006082;GO:0009117;GO:0006091
706	GO:0065008;GO:0051641;GO:0006996;GO:0006810;GO:0051640;GO:0051261;GO:0050789
707	GO:0016043
710	GO:0036211
718	GO:0036211;GO:0006793;GO:0065009;GO:0050789
720	GO:0006811;GO:0006936;GO:0050789
729	GO:0036211;GO:0006508;GO:0009057
730	GO:0036211;GO:0006508;GO:0009057
732	GO:0050789
735	GO:0009117
736	GO:0006082;GO:0009117
738	GO:0006936;GO:0032502;GO:0006996;GO:0022607;GO:0050789
