func_module_number	lst
1	GO:0006457;GO:0051604;GO:0061077;GO:1905323
2	GO:0048008;GO:0051896;GO:0043491;GO:0070372;GO:0070371;GO:1900238;GO:2000591;GO:0035793;GO:2000589;GO:0035789;GO:0035788;GO:0051897;GO:0031954;GO:0035787;GO:0070374
3	GO:0050957;GO:0007605;GO:0050954;GO:0050885
4	GO:0090522;GO:0006904;GO:0048278;GO:0140029;GO:0099022;GO:0140056;GO:0022406;GO:0090148
5	GO:0035567;GO:0060071;GO:0016055
6	GO:1904507;GO:0060382;GO:1904505;GO:0043247;GO:0022616;GO:0045995;GO:0032206
7	GO:0099022;GO:0006901;GO:0006903;GO:0048208;GO:0048207
8	GO:0007229;GO:0033627;GO:0007160;GO:0031589;GO:0048333;GO:0001704
9	GO:0032922;GO:0007623;GO:0048511;GO:2000323;GO:2000322;GO:0042752;GO:0009648;GO:0042921;GO:0031958
10	GO:0002503;GO:0002399;GO:0002501;GO:0002396;GO:0019886;GO:0002495;GO:0002504;GO:0002478;GO:0019884;GO:0019882;GO:0048002;GO:0051249;GO:0051251;GO:0002694;GO:0002696;GO:0050867
11	GO:1903553
12	GO:0006281;GO:1904431;GO:0006974;GO:0000712;GO:0006310;GO:0006302;GO:1904429;GO:0032205;GO:0140527;GO:0007131;GO:0001325;GO:0090656;GO:0090737;GO:0035825;GO:0006289
13	GO:0010506;GO:0034727;GO:0000045;GO:1905037;GO:1903059;GO:0009896
14	GO:0060070;GO:0016055
15	GO:0006914;GO:0061919
16	GO:0061387;GO:0050770;GO:0008361
17	GO:0010498;GO:0051603;GO:0043161
18	GO:0002429;GO:0002768;GO:0050851;GO:0002757
19	GO:0071356;GO:0034612;GO:0043122;GO:0033209;GO:0007249;GO:0071345;GO:0051092;GO:0034097;GO:1901652;GO:0019221;GO:0070534
20	GO:0032543
21	GO:0016197;GO:0042147;GO:0016482;GO:0032456;GO:0098876
22	GO:0006260;GO:1900264;GO:1900262;GO:0006275;GO:0090329;GO:0031570;GO:0000076;GO:0006261;GO:0000075;GO:0000077;GO:0006974;GO:0051052;GO:1901988
23	GO:0002934;GO:0045216;GO:0098609;GO:0007043;GO:0002159;GO:0086073
24	GO:0007186;GO:0007212
25	GO:0000122;GO:1902532;GO:0009755;GO:0032870
26	GO:0002027;GO:0086091;GO:0061337;GO:0001508;GO:0060048;GO:1904062;GO:0034765;GO:0086003;GO:0010959;GO:0006941;GO:0086001;GO:0060306;GO:0008016;GO:0043269;GO:0070252;GO:0034762;GO:0032412;GO:0060047;GO:1903522;GO:0022898;GO:0003015;GO:0032409;GO:0086009;GO:0086002;GO:0030048;GO:0006936;GO:0099623;GO:0042391
27	GO:0000377;GO:0000398;GO:0000375;GO:0008380
28	GO:0036503;GO:1903513;GO:0030970;GO:0032527;GO:0034976;GO:0010498;GO:1904153
29	GO:0042554;GO:0006801
30	GO:0098609;GO:0045123;GO:0098742;GO:0033627;GO:2000361;GO:2000363;GO:0045914;GO:0045963
