func_module_number	lst
1	GO:0006914;GO:0061919;GO:0016236;GO:0000045;GO:1905037;GO:0007033;GO:0010506;GO:0010508;GO:0044804;GO:0097352;GO:0016241;GO:0032984
2	GO:0002181;GO:0006412;GO:0042273;GO:0042254;GO:0022613
3	GO:0007259;GO:0097696;GO:0019221;GO:0071345;GO:0034097;GO:1901652;GO:0046425;GO:1904892;GO:0098586;GO:0140888;GO:0002286;GO:0042509;GO:0007260;GO:0002285;GO:0033141;GO:0042327;GO:0002366;GO:0009615;GO:0002250;GO:0033139;GO:0002263;GO:0001934;GO:0018193;GO:0042501;GO:0010562;GO:0045937;GO:0042531;GO:0042325;GO:0001932;GO:0030098;GO:0060337;GO:0071357;GO:0034340;GO:1903131;GO:0031401;GO:0030101;GO:0050730;GO:0042110;GO:0046651;GO:0032943;GO:0045321;GO:0018108;GO:0018212;GO:0046649;GO:0002521;GO:0002252;GO:0070661;GO:0033138;GO:0002323;GO:0050731;GO:0030097;GO:0033135;GO:0030183;GO:0043330;GO:0043331;GO:0038196;GO:0071358;GO:0045087;GO:0042100;GO:0046427;GO:0034342
4	GO:0032543
5	GO:0030301;GO:0097006;GO:0015918;GO:0006869;GO:0010876;GO:0071825;GO:0033344;GO:0071827;GO:0034368;GO:0034369;GO:0015850;GO:0034367;GO:1905952;GO:0042632;GO:0055092;GO:0043691;GO:0034381;GO:0034375;GO:0055088;GO:0033700;GO:0015914;GO:0032371;GO:0032374;GO:0032368;GO:0065005;GO:0034370;GO:0034372;GO:0006641;GO:0015748;GO:0034377;GO:1905954;GO:0006639;GO:0006638;GO:0055090;GO:0070328;GO:0008203;GO:0046486;GO:1902652
6	GO:0034728;GO:0006334;GO:0071824;GO:0006325;GO:0065004;GO:0006338;GO:0061644;GO:0032200
7	GO:0006821;GO:0006820;GO:0015698;GO:1902476;GO:0098656;GO:0098661;GO:0007214;GO:0034220;GO:0099536
8	GO:0009952;GO:0007389;GO:0003002;GO:0009790;GO:0048704
9	GO:0044331;GO:0016339;GO:0034332;GO:0007043;GO:0045216;GO:0098609;GO:0098742;GO:0034329;GO:0034330
10	GO:0018149;GO:0008544
11	GO:0002237;GO:0071216;GO:0071219;GO:0009617;GO:0032496;GO:0006954;GO:0071222;GO:0032103;GO:0002833;GO:0002758;GO:0031349;GO:0002218;GO:0002831;GO:0002221;GO:0001817;GO:0001816;GO:0031347;GO:0002224;GO:0045089;GO:0050776;GO:0002764;GO:0071345;GO:0032635;GO:0032675;GO:0034097;GO:1901652;GO:0050778;GO:0002757;GO:0002253;GO:0019221;GO:0045088;GO:0001819;GO:0033993;GO:0032755;GO:0140895;GO:0032637;GO:0032677;GO:0032757;GO:0002220;GO:0002752;GO:0032602;GO:0032642
12	GO:0006325;GO:0007059;GO:0006338;GO:0065004;GO:0071824;GO:0006334;GO:0034728;GO:0051276
13	GO:0006956;GO:0006959;GO:0002253;GO:0050778;GO:0002252;GO:0050776;GO:0008228;GO:0006910;GO:0001867;GO:1903027;GO:0006909;GO:0050766;GO:0050764;GO:1903028;GO:0045807;GO:0030449;GO:0002697
14	GO:0030198;GO:0043062;GO:0045229;GO:0030199;GO:0018126;GO:0097435
15	GO:0002181;GO:0006412;GO:0022613;GO:0006413;GO:0002183;GO:0042274;GO:0042254;GO:0001732;GO:0022618
16	GO:0042254;GO:0016072;GO:0006364;GO:0022613;GO:0042274;GO:0030490;GO:0000462;GO:0034475;GO:0071027;GO:0000460;GO:0071025;GO:0031126;GO:0043144
17	GO:0036258;GO:0036257;GO:0043162;GO:0045324;GO:0032509;GO:0071985;GO:0007032;GO:0090148;GO:0032511;GO:0046755;GO:0039702;GO:0019068;GO:0007034;GO:0043328;GO:0016050;GO:0016197;GO:0010256;GO:0061952;GO:0016236;GO:0006511;GO:0019941;GO:0043632;GO:1902410;GO:0051603;GO:0019076;GO:0035891;GO:0061024;GO:0032510;GO:0046761;GO:0061919;GO:0006914;GO:0072666;GO:0046753;GO:0019058;GO:0032506
18	GO:0060070;GO:0009887;GO:0016055;GO:0007389;GO:0009790;GO:0001708;GO:0045165;GO:0030111;GO:0003002;GO:0060828;GO:0030178
19	GO:0048663;GO:0045165;GO:0007423;GO:0048666
20	GO:0006282;GO:0045739;GO:0045995;GO:0080135;GO:0051052;GO:0051054;GO:0006281;GO:0006338;GO:1904507;GO:1905168;GO:0006325;GO:0060382;GO:1904505
21	GO:0010498;GO:0051603;GO:0006511;GO:0043161;GO:0019941
22	GO:0000165;GO:0016311;GO:0043408;GO:0043409;GO:0006470;GO:0007254;GO:1902532;GO:0038066;GO:0046328;GO:0043506
23	GO:0001836;GO:0008637;GO:0010821;GO:0007005;GO:0097190;GO:0097193;GO:0090199;GO:0090200;GO:2001242;GO:0097192;GO:0038034;GO:2001233;GO:0008630;GO:0043065;GO:0043068;GO:0097191;GO:2001244
24	GO:0071786;GO:0007029;GO:0010256;GO:1903371;GO:0006699;GO:0008206;GO:0090158
25	GO:0000377;GO:0000398;GO:0000375;GO:0006397;GO:0008380;GO:0016071
26	GO:0042445;GO:0008202;GO:0032787;GO:0010817;GO:0043436;GO:0006082;GO:0019752;GO:0052695;GO:0006063;GO:0019585;GO:0006805;GO:0008210;GO:0071466;GO:0009410;GO:0006720;GO:0006721;GO:0001523;GO:0016101;GO:0042573;GO:0006631;GO:0120254;GO:1901615
27	GO:0035329;GO:0035330;GO:0046620
28	GO:0006457;GO:0051604;GO:0061077;GO:0006458;GO:0051084;GO:0051085;GO:0035966;GO:0006986;GO:0042026;GO:0034605;GO:0031647;GO:0009408;GO:0050821;GO:0009266;GO:1904851;GO:0070203;GO:1904871;GO:1904869;GO:0070202;GO:1903405;GO:1904867
