func_module_number	go_slim_pir
2	GO:0006811
4	GO:0050789;GO:0065003;GO:0009059;GO:0016070
6	GO:0050789;GO:0032502;GO:0032501
7	GO:0050877;GO:0050789;GO:0007154;GO:0065008
8	GO:0050789
9	GO:0002376;GO:0050789;GO:0006793;GO:0006629;GO:0001775
10	GO:0007155
11	GO:0050789
12	GO:0050789
13	GO:0036211
14	GO:0006260;GO:0050789;GO:0006281;GO:0051276
15	GO:0050789;GO:0006281;GO:0007059;GO:0051276
16	GO:0050789;GO:0036211
17	GO:0050789;GO:0036211
18	GO:0050789;GO:0036211;GO:0050896
19	GO:0006793;GO:0051604;GO:0006629
20	GO:0036211
21	GO:0050789
22	GO:0050789;GO:0050896;GO:0016043
23	GO:0050789;GO:0065009;GO:0006281;GO:0006260;GO:0051276
24	GO:0008152;GO:0015669
25	GO:0050789
26	GO:0006396;GO:0016070
28	GO:0006996;GO:0032502;GO:0032501
29	GO:0050789;GO:0036211
30	GO:0050789;GO:0050896
31	GO:0065009
32	GO:0007005;GO:0050789;GO:0050896
34	GO:0050789;GO:0051640;GO:0051234;GO:0007059;GO:0007049;GO:0022607;GO:0000280;GO:0051276
35	GO:0050789;GO:0032502;GO:0050896;GO:0016043;GO:0032501
36	GO:0050789;GO:0006996
37	GO:0002376;GO:0001775
39	GO:0050789
40	GO:0051301
41	GO:0006260;GO:0006281
42	GO:0016043
44	GO:0036211;GO:0016043
45	GO:0007049
48	GO:0050789;GO:0051641;GO:0051234
49	GO:0050789
50	GO:0050789;GO:0050896
51	GO:0050789
52	GO:0050789;GO:0007049
53	GO:0050789
54	GO:0006082;GO:0006520
55	GO:0050789;GO:0006629;GO:0006066;GO:0050896
56	GO:0050789;GO:0032502;GO:0006354
57	GO:0009057;GO:0006508
58	GO:0009059;GO:0006281;GO:0016070
59	GO:0050789;GO:0006412
60	GO:0002376;GO:0050789
61	GO:0006082;GO:0006351
62	GO:0050789;GO:0007154;GO:0006811
64	GO:0050789
66	GO:0002376;GO:0051641;GO:0050789;GO:0016192
67	GO:0050789;GO:0051276
68	GO:0008150
69	GO:0022414;GO:0006281
70	GO:0050789;GO:0050896
71	GO:0006082;GO:0006520
72	GO:0006082;GO:0006091;GO:0006066;GO:0044238
74	GO:0050817;GO:0050789;GO:0050896;GO:0050878
75	GO:0007005
76	GO:0007033
78	GO:0050789;GO:0006082;GO:0009117;GO:0005975;GO:0050896;GO:0006091
79	GO:0015031;GO:0006997;GO:0015931
80	GO:0051640;GO:0061024;GO:0046903;GO:0016050;GO:0016192;GO:0022406;GO:0048284
81	GO:0065003;GO:0006412
82	GO:0050789
83	GO:0002376;GO:0050789
84	GO:0006082;GO:0006091;GO:0009117;GO:0005975
85	GO:0007005;GO:0006810;GO:0051641;GO:0061024
86	GO:0051641;GO:0006082;GO:0006629;GO:0015849;GO:0007031;GO:0006869
87	GO:0050789;GO:0051641;GO:0016192;GO:0016043
88	GO:0002376;GO:0050789
89	GO:0051258
90	GO:0002376;GO:0050789;GO:0001775
91	GO:0007155
92	GO:0006793;GO:0050789;GO:0036211
93	GO:0050789
94	GO:0045229;GO:0043062
95	GO:0032502;GO:0016043
96	GO:0050789;GO:0032502;GO:0016043
98	GO:0050789;GO:0008152
99	GO:0050817;GO:0050789;GO:0050896;GO:0050878
100	GO:0050789;GO:0048308;GO:0007030
101	GO:0050789;GO:0016043;GO:0006629;GO:0006869;GO:0032501
102	GO:0050789;GO:0007154
103	GO:0000280;GO:0007059;GO:0051276
105	GO:0009057;GO:0006508
106	GO:0051641;GO:0016192
107	GO:0006520;GO:0016070
108	GO:0000280;GO:0007059
109	GO:0050789
110	GO:0006996
113	GO:0050789;GO:0051641;GO:0006811;GO:0065009;GO:0032501
114	GO:0009117
116	GO:0045229;GO:0043062
117	GO:0032502
118	GO:0022607
119	GO:0050789;GO:0050896;GO:0048511
120	GO:0036211
121	GO:0006629
122	GO:0002376;GO:0050789;GO:0050896
125	GO:0051641;GO:0061024;GO:0016050;GO:0065003;GO:0016192;GO:0048284
126	GO:0000280
127	GO:0050789
128	GO:0050789
129	GO:0006811;GO:0051606
130	GO:0036211
131	GO:0050789;GO:0050896
132	GO:0065003;GO:0016192
133	GO:0051604
134	GO:0022900
135	GO:0032502;GO:0065008;GO:0006810;GO:0008015;GO:0022607
136	GO:0032501;GO:0022607
137	GO:0008150
138	GO:0006996
139	GO:0002376;GO:0044419;GO:0050789;GO:0050896
140	GO:0008150
141	GO:0007155;GO:0022607
142	GO:0002376;GO:0050789;GO:0001906;GO:0036211;GO:0006793;GO:0001816;GO:0050896;GO:0001775
145	GO:0016043
146	GO:0050789;GO:0032502;GO:0050896
147	GO:0050817;GO:0050878
148	GO:0051641;GO:0051640;GO:0006997;GO:0061024;GO:0006810
149	GO:0002376;GO:0050896
150	GO:0016050;GO:0051641;GO:0061024;GO:0016192
151	GO:0050879;GO:0050877;GO:0032502;GO:0022607;GO:0006936;GO:0006996
155	GO:0065009;GO:0050789;GO:0050896
157	GO:0050789
158	GO:0050789;GO:0036211;GO:0006508;GO:0007049;GO:0022414;GO:0009057
159	GO:0065008
161	GO:0050789;GO:0050896
163	GO:0006793;GO:0002376;GO:0050789;GO:0036211
164	GO:0008150
165	GO:0009057;GO:0006508
166	GO:0050789;GO:0051641;GO:0006508;GO:0044419;GO:0061024;GO:0016032;GO:0022607;GO:0016192;GO:0007032;GO:0007033;GO:0009057;GO:0048284
167	GO:0006520;GO:0016070
168	GO:0006082;GO:0006520
169	GO:0045229;GO:0050789;GO:0008152;GO:0065009;GO:0043062;GO:0032502
170	GO:0050789
172	GO:0050789;GO:0000375;GO:0016070
173	GO:0050789;GO:0032502;GO:0006412
174	GO:0045229;GO:0043062;GO:0036211
175	GO:0007005;GO:0050789;GO:0061024;GO:0065008;GO:0006914;GO:0048285
176	GO:0006914;GO:0022607;GO:0050896;GO:0007033
178	GO:0050789
180	GO:0036211
181	GO:0016050;GO:0061024;GO:0048284
182	GO:0007005;GO:0050789;GO:0051641;GO:0022900;GO:0045333;GO:0051234
184	GO:0007005;GO:0065003
185	GO:0002376;GO:0043603;GO:0016043;GO:0019538;GO:0001775
186	GO:0065008;GO:1902600
187	GO:0050789;GO:0065008;GO:0006139
188	GO:0050877
189	GO:0006260;GO:0050789;GO:0006281
190	GO:0051258;GO:0006996
191	GO:0051641;GO:0015931
192	GO:0009059;GO:0016070
193	GO:0006810;GO:0051641
194	GO:0015031;GO:0007031
195	GO:0006351
