go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.001997     491 annotations READ: go_slim_results_K1_humanbase_0.7.txt 
73 IDs in all associations
func_module_number	
1	GO:0006396;GO:0042254;GO:0016070;GO:0065003
2	GO:0045333;GO:0006629;GO:0006082
3	GO:0051276;GO:0007059;GO:0006281
4	GO:0016070;GO:0000375
6	GO:0022900;GO:0009117;GO:0006119
8	GO:0050789;GO:0002376;GO:0044419;GO:0001816;GO:0040011;GO:0050896
10	GO:0006412;GO:0022607;GO:0016070;GO:0006996;GO:0042254;GO:0006396
11	GO:0006629;GO:0006066
12	GO:0006082
13	GO:0050789;GO:0002376;GO:0016032;GO:0044419;GO:0050896
15	GO:0022900;GO:0009117;GO:0006119
17	GO:0050789;GO:0050896
18	GO:0016192;GO:0065009;GO:0051641;GO:0006996
19	GO:0006260;GO:0006281;GO:0032392
21	GO:0002376;GO:0050896;GO:0044419
25	GO:0050789;GO:0001775;GO:0002376;GO:0044419;GO:0016192;GO:0001816;GO:0050896
26	GO:0050789
28	GO:0002376;GO:0001775;GO:0032502;GO:0050789
31	GO:0050789;GO:0051604;GO:0036211;GO:0050896
34	GO:0006091;GO:0009117;GO:0006082;GO:0005975
37	GO:0050789;GO:0001775;GO:0002376;GO:0032502;GO:0050896;GO:0007155
40	GO:0016043;GO:0032501
41	GO:0006396;GO:0042254;GO:0016070
42	GO:0050789;GO:0032502;GO:0050896
43	GO:0050789;GO:0065009
44	GO:0016070;GO:0006520
45	GO:0051604;GO:0006457
46	GO:0008152;GO:0065003
48	GO:0007031
51	GO:0050789;GO:0009057;GO:0016070
52	GO:0050789;GO:0016070;GO:0022411;GO:0000375
55	GO:0050896
56	GO:0050789
58	GO:0050789;GO:0050896
59	GO:0006396
61	GO:0050789;GO:0007005;GO:0050896
62	GO:0065008;GO:0007033
63	GO:0006412;GO:0007005;GO:0009117;GO:0045333
64	GO:0050789;GO:0050896
65	GO:0050789
68	GO:0044085
69	GO:0042254
70	GO:0009057;GO:0006508;GO:0050896
72	GO:0016050;GO:0065003
73	GO:0043603;GO:0006508
74	GO:0006996
78	GO:0002376;GO:0050789;GO:0016032;GO:0044419;GO:0001816;GO:0050896
79	GO:0050896;GO:0006914
81	GO:0002376;GO:0001775;GO:0050789;GO:0016192;GO:0061024
82	GO:0050789
83	GO:0050896
84	GO:0016192;GO:0016050;GO:0015031;GO:0061024
87	GO:0016043
88	GO:0050896
89	GO:0006412
91	GO:0009057;GO:0006508
92	GO:0050789;GO:0007059;GO:0000280;GO:0051234;GO:0007049;GO:0051640;GO:0051276
93	GO:0050789;GO:0007059;GO:0000280;GO:0007049;GO:0051276
99	GO:0006412
102	GO:0050789;GO:0051234;GO:0051640
103	GO:0050789;GO:0007059;GO:0007049;GO:0006260;GO:0006281
104	GO:0006260;GO:0051276;GO:0006281;GO:0007049
105	GO:0008150
107	GO:0050789;GO:0009057;GO:0006508;GO:0022414;GO:0036211;GO:0007049
108	GO:0050789;GO:0006260;GO:0051276
111	GO:0009057;GO:0006508
112	GO:0048308;GO:0007030
114	GO:0006412
115	GO:0050789;GO:0044085;GO:0009059;GO:0051604;GO:0006259;GO:0051276;GO:0006457
116	GO:0006396;GO:0042254;GO:0016070
117	GO:0042254;GO:0016070;GO:0000375
119	GO:0050789;GO:0016070;GO:0000375
