go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.002091     537 annotations READ: go_slim_results_M1_humanbase_0.4.txt 
109 IDs in all associations
func_module_number	
2	GO:0050896;GO:0002376;GO:0001816;GO:0016032;GO:0050789;GO:0044419
3	GO:0007031
4	GO:0036211;GO:0050896;GO:0008283;GO:0002376;GO:0050789;GO:0006793;GO:0044419;GO:0001775;GO:0016192;GO:0007155
5	GO:0007059;GO:0050789;GO:0051276;GO:0000280;GO:0006260;GO:0007049
7	GO:0044085;GO:0006412;GO:0016070;GO:0043412;GO:0050789;GO:0006396;GO:0065003;GO:0006457
8	GO:0050789;GO:0050896;GO:0065009
9	GO:0006396;GO:0016070;GO:0042254
10	GO:0050896;GO:0007030;GO:0015031;GO:0050789;GO:0016192;GO:0061024;GO:0016050
11	GO:0000375;GO:0016070
12	GO:0006412;GO:0042254
14	GO:0044085;GO:0065003;GO:0000375;GO:0016070
15	GO:0044085;GO:0006412
17	GO:0051641
18	GO:0032392;GO:0007059;GO:0050789;GO:0000280;GO:0007049
19	GO:0006996
21	GO:0006281;GO:0051276
23	GO:0045229;GO:0043062
24	GO:0006119;GO:0009117;GO:0022900
25	GO:0050789
27	GO:0006119;GO:0009117
28	GO:0050789
30	GO:0006396;GO:0016070;GO:0042254
31	GO:0050789;GO:0006996;GO:0022607
32	GO:0009059;GO:0016070;GO:0016043
36	GO:0050789;GO:0000375;GO:0016070;GO:0051276
37	GO:0016192;GO:0009059;GO:0019538;GO:0051641
39	GO:0006281;GO:0016043
42	GO:0006520;GO:0015849;GO:0016070
44	GO:0065008
46	GO:0006996;GO:0022607
47	GO:0019538;GO:0016043
48	GO:0006119;GO:0009117;GO:0022900
49	GO:0016032;GO:0044419
51	GO:0006412
52	GO:0050789;GO:0050896
56	GO:0065003;GO:0016050
57	GO:0050896
58	GO:0006508;GO:0009057
62	GO:0050896;GO:0022414
65	GO:0009059
69	GO:0032502
72	GO:0006412
73	GO:0006082;GO:0009117;GO:0005975;GO:0006091
74	GO:0050789
77	GO:0007005;GO:0050789
79	GO:0006996
80	GO:0050896;GO:0002376;GO:0065003;GO:0044419
81	GO:0050789
82	GO:0050789
83	GO:0006396;GO:0043412;GO:0016070
85	GO:0006811
87	GO:0006805
88	GO:0006082;GO:0009117;GO:0005975;GO:0006091
90	GO:0032502
92	GO:0036211;GO:0006508;GO:0009057
93	GO:0006810;GO:0048753;GO:0051640;GO:0051641
94	GO:0032502
97	GO:0009059
99	GO:0050789
102	GO:0051604;GO:0006457
111	GO:0006066;GO:0006629
114	GO:0036211
117	GO:0050789;GO:0050896
118	GO:0008152
120	GO:0051234;GO:0051641
131	GO:0050896
133	GO:0050789;GO:0002376;GO:0032502;GO:0001775
135	GO:0016192;GO:0051641
138	GO:0006520;GO:0016070
139	GO:0016070;GO:0051641;GO:0050789;GO:0015931;GO:0006396
140	GO:0006281
148	GO:0050896
150	GO:0050896
166	GO:0006281
169	GO:0050789;GO:0002376;GO:0040011
185	GO:0015931;GO:0051641
187	GO:0050896;GO:0007155;GO:0051179
191	GO:0006082;GO:0006629
192	GO:0006082;GO:0006629
194	GO:0006082;GO:0006520
205	GO:0032502
210	GO:0000375;GO:0016070
212	GO:0050789
216	GO:0050896
221	GO:0050789
230	GO:0006082
233	GO:0015669
234	GO:0050789;GO:0032502
236	GO:0050789;GO:0002376
237	GO:0006260
247	GO:0006810;GO:0032501
248	GO:0050789;GO:0006259
261	GO:0001775;GO:0032502;GO:0002376
297	GO:0006281
298	GO:0009059;GO:0016070
299	GO:0050789;GO:0006260
312	GO:0002376
314	GO:0006629
320	GO:0050789;GO:0032501;GO:0016043
342	GO:0050789;GO:0032502;GO:0032501;GO:0040007
343	GO:0006082;GO:0006790;GO:0006629;GO:0043603
344	GO:0050896;GO:0042180;GO:0006629;GO:0042445;GO:0019748;GO:0006066
357	GO:0050896
370	GO:0050789
374	GO:0050789;GO:0006936
409	GO:0007155;GO:0002376
410	GO:0050789
418	GO:0006259
