go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.000947      36 annotations READ: go_slim_results_R1_humanbase_0.5.txt 
20 IDs in all associations
func_module_number	
4	GO:0050789
19	GO:0050789
20	GO:0065008;GO:0050789
31	GO:0050896
44	GO:0065009;GO:0050789
47	GO:0065009;GO:0050789
63	GO:0050789
64	GO:0006066;GO:0042445;GO:0006629
75	GO:0050789
77	GO:0002376
90	GO:0050789
98	GO:0008037;GO:0016043
122	GO:0050896
126	GO:0050789
152	GO:0043603;GO:0006790
184	GO:0050789
208	GO:0050789;GO:0050896
227	GO:0050896
233	GO:0048511;GO:0050789
