go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.011084   1,912 annotations READ: go_slim_results_M1_cpdb_0.7.txt 
292 IDs in all associations
func_module_number	
2	GO:0050789
3	GO:0006412;GO:0006396;GO:0016070;GO:0050789
4	GO:0000375;GO:0065003;GO:0016070
5	GO:0036211
6	GO:0006520;GO:0009117;GO:0016070
7	GO:0006914;GO:0007033;GO:0022607;GO:0050896;GO:0022411;GO:0050789
8	GO:0036211;GO:0002376;GO:0001775;GO:0006793;GO:0050896;GO:0016192;GO:0032502;GO:0050789
9	GO:0022900;GO:0009117;GO:0006119
10	GO:0051641;GO:0016192;GO:0050789;GO:0050896
12	GO:0006412;GO:0042254
13	GO:0043170;GO:0015031;GO:0007031
15	GO:0031640;GO:0006082;GO:0009117;GO:0005975
16	GO:0050789
17	GO:0051276;GO:0007059;GO:0007049;GO:0036211;GO:0000280;GO:0006508;GO:0009057;GO:0050789
18	GO:0051641;GO:0016192;GO:0050789;GO:0065003
19	GO:0051641;GO:0016192
20	GO:0016043;GO:0065008;GO:0006811
21	GO:0006508;GO:0009057;GO:0050789
22	GO:0006914;GO:0051641;GO:0065008;GO:0007033;GO:0061024;GO:0022607;GO:0016032;GO:0044419;GO:0016192;GO:1902600;GO:0050789;GO:0022411;GO:0007032
23	GO:0001816;GO:0050896;GO:0046903;GO:0007005;GO:0016192;GO:0050789
25	GO:0001816;GO:0002376;GO:0044419;GO:0050896;GO:0050789
26	GO:0007059;GO:0016043;GO:0006281;GO:0032501;GO:0032502;GO:0050789
27	GO:0006996
28	GO:0050789
29	GO:0040007;GO:0032502
31	GO:0051641;GO:0048753;GO:0022607;GO:0051640;GO:0006810;GO:0043473
32	GO:0051261;GO:0065008;GO:0006996;GO:0050789
33	GO:0050789
34	GO:0050817;GO:0050896;GO:0050878;GO:0051604;GO:0050789
35	GO:0022607;GO:0007155
36	GO:0006396;GO:0016070;GO:0042254
37	GO:0006351;GO:0007049;GO:0050896;GO:0006508;GO:0065009;GO:0009057;GO:0031647;GO:0050789
38	GO:0050789;GO:0006996;GO:0051258;GO:0031023
39	GO:0009059;GO:0036211
40	GO:0016043;GO:0032502;GO:0050789;GO:0016049
41	GO:0016043;GO:0032501;GO:0006869;GO:0050789
42	GO:0050789;GO:0036211
43	GO:0032502;GO:0007155;GO:0050789;GO:0050896
44	GO:0051641;GO:0061024;GO:0006810;GO:0007005
45	GO:0009059
46	GO:0002376;GO:0044419;GO:0050896;GO:0040011;GO:0050789
47	GO:0051641;GO:0051234
48	GO:0050789;GO:0050896
49	GO:0050877;GO:0065008;GO:0036211;GO:0007154;GO:0006811;GO:0006793;GO:0050789
50	GO:0043603;GO:0006508;GO:0042445;GO:0051604
51	GO:0032501;GO:0032502;GO:0050789;GO:0050896
