go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.002024     445 annotations READ: go_slim_results_M1_humanbase_0.8.txt 
113 IDs in all associations
func_module_number	
1	GO:0000280;GO:0006260;GO:0007049;GO:0006281;GO:0051276;GO:0007059;GO:0050789
2	GO:0006412;GO:0006396;GO:0042254;GO:0016070
3	GO:0016070;GO:0051641;GO:0000375;GO:0051276;GO:0050789;GO:0044085
4	GO:0009117;GO:0006119;GO:0022900
5	GO:0002376;GO:0016032;GO:0044419;GO:0050789;GO:0050896
6	GO:0050789;GO:0044085;GO:0065003
7	GO:0050789;GO:0008283;GO:0065009
8	GO:0006457
9	GO:0006793;GO:0002376;GO:0007155;GO:0016192;GO:0036211;GO:0046903;GO:0050789;GO:0050896;GO:0001775
10	GO:0050789;GO:0050896;GO:0001906;GO:0002376
11	GO:0009057;GO:0006508
12	GO:0006412
13	GO:0009057;GO:0006508
14	GO:0006520;GO:0016070
15	GO:0000375;GO:0016070;GO:0043412
16	GO:0016070;GO:0006396
17	GO:0006091;GO:0009117;GO:0005975;GO:0006082
18	GO:0006066;GO:0006629
19	GO:0050896;GO:0051604;GO:0006457
20	GO:0044419;GO:0050896;GO:0050789;GO:0002376
21	GO:0044419;GO:0050896;GO:0002376
22	GO:0050789
25	GO:0050789;GO:0036211
26	GO:0008150
29	GO:0050896
30	GO:0050789
33	GO:0051276
36	GO:0022607;GO:0006996
37	GO:0000375
38	GO:0050789;GO:0050896
42	GO:0050789
46	GO:0050789
51	GO:0050789
53	GO:0006281
54	GO:0050789;GO:0050896
59	GO:0009057;GO:0036211;GO:0006508
60	GO:0006793;GO:0006790;GO:0043603;GO:0006082;GO:0006139
74	GO:0006396;GO:0016070
80	GO:0009057;GO:0050896;GO:0019538
87	GO:0050789
89	GO:0006996
91	GO:0050789
95	GO:0000375;GO:0016070
97	GO:0022607
100	GO:0050789;GO:0032502;GO:0032501
111	GO:0050789
115	GO:0050789;GO:0007029;GO:0022607
116	GO:0051261;GO:0051641;GO:0006810
118	GO:0006629;GO:0006082
119	GO:0050789;GO:0050896;GO:0022607;GO:0006457
132	GO:0050789;GO:0050896
133	GO:0050789;GO:0006259
134	GO:0051234;GO:0051640
136	GO:0044419;GO:0050896
146	GO:0006520;GO:0006082
149	GO:0050789
150	GO:0065003
152	GO:0006914
156	GO:0006259
160	GO:0036211;GO:0006793
163	GO:0006281
164	GO:0001775;GO:0002376
166	GO:0050896
171	GO:0009057;GO:0006396;GO:0016070
178	GO:0048285
187	GO:0006396;GO:0016070
190	GO:0009057;GO:0007049;GO:0022414;GO:0036211;GO:0050789;GO:0006508
196	GO:0050789
199	GO:0006281
201	GO:0050789;GO:0065009
203	GO:0009057;GO:0036211;GO:0006508
207	GO:0050789;GO:0001906
214	GO:0065003
218	GO:0006260
221	GO:0008152
228	GO:0050789
231	GO:0050789
238	GO:0006066;GO:0042445;GO:0042180;GO:0019748;GO:0050896;GO:0006629
240	GO:0006790;GO:0006805;GO:0043603;GO:0006629;GO:0006082
243	GO:0050789
247	GO:0050789
250	GO:0050789;GO:0008152;GO:0051641;GO:0015931
260	GO:0065008
262	GO:0050789;GO:0006259
263	GO:0051606
266	GO:0045333;GO:0022900
268	GO:0006629
286	GO:0050789;GO:0001775;GO:0002376
287	GO:0050789
292	GO:0050789;GO:0002376
294	GO:0022414;GO:0007049
305	GO:0015031;GO:0061024;GO:0007005
314	GO:0006396
320	GO:0008150
322	GO:0006091;GO:0005975;GO:0009117;GO:0006082
331	GO:0050789;GO:0016043
339	GO:0051234;GO:0006996;GO:0051640
342	GO:0050789;GO:0050896
350	GO:0006091;GO:0009117
360	GO:0006865;GO:0015849
361	GO:0006281
366	GO:0050896
379	GO:0050896
383	GO:0022411
384	GO:0065003
389	GO:0050789
391	GO:0050789;GO:0002376
394	GO:0036211
399	GO:0050789;GO:0050896;GO:0007005
403	GO:0050789
427	GO:0050789
430	GO:0008152
