go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.005483   1,955 annotations READ: go_slim_results_M1_cpdb_0.6.txt 
312 IDs in all associations
func_module_number	
1	GO:0009059;GO:0050789;GO:0065003;GO:0016070
2	GO:0000375;GO:0065003;GO:0016070
3	GO:0050789;GO:0016070;GO:0006412
4	GO:0022411;GO:0022607;GO:0050789;GO:0006914;GO:0007033;GO:0050896
5	GO:0005975;GO:0006082;GO:0009117
6	GO:0032502;GO:0050789
7	GO:0006629
8	GO:0050789;GO:0044419;GO:0001816;GO:0002376;GO:0050896
9	GO:0022900;GO:0006119;GO:0009117
10	GO:0051276;GO:0065003;GO:0000280;GO:0051234;GO:0051640;GO:0007059;GO:0006281
11	GO:0050789;GO:0050896
12	GO:0050878;GO:0050896;GO:0050789;GO:0050817
13	GO:0065009;GO:0050789
14	GO:0009059;GO:0036211;GO:0006629
15	GO:0050789;GO:0050896
16	GO:0005976;GO:0006112;GO:0001775;GO:0006793;GO:0050789;GO:0036211;GO:0044419;GO:0002376;GO:0050896
17	GO:0016043;GO:0032502;GO:0050789
18	GO:0006412;GO:0042254
19	GO:0009057;GO:0006508;GO:0050789
21	GO:0050789;GO:0050896
22	GO:0001906;GO:0050789;GO:0044419;GO:0002376;GO:0050896
23	GO:0001906;GO:0008152;GO:0050789
24	GO:0051640;GO:0022406;GO:0016192;GO:0061024
25	GO:0006629;GO:0001775;GO:0006793;GO:0050789;GO:0036211;GO:0002376;GO:0050896
26	GO:0006996;GO:0051258;GO:0050789;GO:0031023
27	GO:0050789
29	GO:0022411;GO:0050886;GO:0051604;GO:0043603;GO:0006508;GO:0042445;GO:0045229;GO:0050789;GO:0043062
30	GO:0006351;GO:0032502;GO:0050789;GO:0036211;GO:0048511;GO:0050896
31	GO:0006520;GO:0006793;GO:0006139
32	GO:0042254;GO:0006396;GO:0016070
33	GO:0006996;GO:0051261;GO:0065008;GO:0050789
34	GO:0006629;GO:0015031;GO:0006082;GO:0007031
35	GO:0016043
36	GO:0050877;GO:0022607
37	GO:0022607
38	GO:0051641;GO:0006810
39	GO:0009059
41	GO:0006811
42	GO:0022607;GO:0000280;GO:0051234;GO:0050789;GO:0051640;GO:0007059;GO:0048511;GO:0050896
43	GO:0006396;GO:0016070;GO:0050789;GO:0006412;GO:0042254
44	GO:0050789;GO:0015031;GO:0016192
45	GO:0050789;GO:0007005;GO:0050896
46	GO:0051641;GO:0006914;GO:0016192
47	GO:0006457;GO:0065009;GO:0006793;GO:0006508;GO:0050789;GO:0036211;GO:0009057;GO:0050896
48	GO:0032502;GO:0050789
49	GO:0006811
50	GO:0050789;GO:0000375;GO:0016070
51	GO:0051276;GO:0032502;GO:0032501;GO:0050789;GO:0007059;GO:0006281
52	GO:0032502;GO:0050789
53	GO:0032502;GO:0032501;GO:0050789;GO:0050896
54	GO:0065008;GO:0050789
55	GO:0036211
56	GO:0006396;GO:0016070
57	GO:0016043
58	GO:0051641;GO:0006810;GO:0007005;GO:0061024
59	GO:0050896
62	GO:0009057
63	GO:0032502;GO:0032501;GO:0050789
65	GO:0051641;GO:0051234
66	GO:0043062;GO:0032502;GO:0045229;GO:0050789
67	GO:0006811
69	GO:0016043;GO:0006811;GO:0050789
70	GO:0040011;GO:0050789;GO:0044419;GO:0002376;GO:0050896
72	GO:0007154;GO:0050789
73	GO:0032501;GO:0050789
74	GO:0050789;GO:0009057;GO:0065008;GO:0016070
75	GO:0022414;GO:0032502;GO:0001775;GO:0006793;GO:0050789;GO:0036211;GO:0002376;GO:0050896
76	GO:0009059;GO:0051276;GO:0050789;GO:0006260;GO:0006281
77	GO:0048284;GO:0022406;GO:0016192;GO:0061024;GO:0007154;GO:0016050;GO:0050789;GO:0051640;GO:0006836;GO:0046903
78	GO:0051641;GO:0016192
79	GO:0050789;GO:0050896
80	GO:0016043;GO:0050789
81	GO:0044419;GO:0050896;GO:0050789;GO:0002376
82	GO:0043062;GO:0045229;GO:0050789
84	GO:0007032;GO:0015031;GO:0016192;GO:0046903
85	GO:0065003;GO:0016192
86	GO:0045229;GO:0043062
87	GO:0022411;GO:0045229;GO:0043062;GO:0008152;GO:0050896
88	GO:0007154;GO:0006811;GO:0050789
89	GO:0016043;GO:0006281;GO:0036211
90	GO:0006996;GO:0032502
91	GO:0006351;GO:0050789
93	GO:0008152;GO:0015669
94	GO:0006082;GO:0065009;GO:0006139;GO:0006793;GO:0050789;GO:0050896
96	GO:0006811;GO:0065008;GO:0050789
97	GO:0006281;GO:0050789
98	GO:0042908
99	GO:0002376;GO:0001816;GO:0050789;GO:0050896
100	GO:0032501
101	GO:0051641;GO:0051234;GO:0050789
102	GO:0051641;GO:0016050;GO:0016192;GO:0061024
103	GO:0050789;GO:0050896
104	GO:0022414;GO:0007049;GO:0000280;GO:0050789;GO:0006281
105	GO:0032502;GO:0050789;GO:0050896
106	GO:0015031;GO:0015931
107	GO:0007154;GO:0065008;GO:0050789
108	GO:0036211
109	GO:0036211
110	GO:0016192
111	GO:0022607;GO:0044085;GO:0061024;GO:0007155;GO:0050789;GO:0065008
112	GO:0050789
113	GO:0050789
114	GO:0007049;GO:0006260;GO:0050789
115	GO:0016050;GO:0048284;GO:0016192;GO:0061024
116	GO:0006811
