func_module_number	go_slim_pir
2	GO:0006811
4	GO:0006811
6	GO:0050789;GO:0006281
7	GO:0016070;GO:0009059;GO:0065003
8	GO:0022607
10	GO:0050789;GO:0032501;GO:0050896;GO:0032502
11	GO:0016192;GO:0046903;GO:0050789;GO:0006836;GO:0007154
12	GO:0050789;GO:0006508;GO:0009057;GO:0007049;GO:0022414;GO:0036211
13	GO:0050789;GO:0006629;GO:0006793
14	GO:0050789;GO:0032502
15	GO:0050789
17	GO:0050877
19	GO:0051276;GO:0050789;GO:0002376;GO:0065009;GO:0006281;GO:0009059;GO:0006260
20	GO:0006996
21	GO:0051276;GO:0050789;GO:0007059;GO:0032502;GO:0006281
22	GO:0050789
23	GO:0050789;GO:0050896;GO:0002376;GO:0044419
24	GO:0050789
25	GO:0050789;GO:0006281
28	GO:0050789;GO:0006281;GO:0006260
29	GO:0050789;GO:0051641;GO:0051234
30	GO:0006281;GO:0022414;GO:0000280
31	GO:0006354;GO:0015669
32	GO:0050789;GO:0002376
33	GO:0050789;GO:0065009;GO:0007049
34	GO:0006396;GO:0016070
35	GO:0050789
36	GO:0050789
37	GO:0050789;GO:0050896
39	GO:0006810
40	GO:0050789
41	GO:0022411;GO:0008152;GO:0045229;GO:0043062;GO:0050896
42	GO:0050789;GO:0007005;GO:0050896
43	GO:0007005;GO:0006810;GO:0065008;GO:0061024
45	GO:0050789;GO:0006457
46	GO:0050789;GO:0009059;GO:0006259;GO:0016043
47	GO:0006996;GO:0022607
48	GO:0006996
49	GO:0022607;GO:0050789;GO:0006996;GO:0032989;GO:0032502;GO:0006936
50	GO:0050789
51	GO:0016192
52	GO:0065003;GO:0044085
53	GO:0050789;GO:0051258;GO:0006996
54	GO:0050789;GO:0051179;GO:0006351;GO:0050896
55	GO:0050896
56	GO:0050789;GO:0006811;GO:0065008
57	GO:0050789
58	GO:0050789;GO:0006259;GO:0009059;GO:0051276
59	GO:0048753;GO:0051641;GO:0006810;GO:0051640
60	GO:0044419;GO:0050896
61	GO:0050789;GO:0006396
62	GO:0016043
63	GO:0050789;GO:0016043
64	GO:0050789;GO:0016043
65	GO:0032501;GO:0032502
66	GO:0050789;GO:0045229;GO:0043062;GO:0032501;GO:0032502
67	GO:0050789;GO:0016043
70	GO:0050789;GO:0036211
71	GO:0006629;GO:0051604;GO:0006793
72	GO:0050789
73	GO:0050789
74	GO:0002376;GO:0001775;GO:0032502
75	GO:0050789;GO:0016070;GO:0065008;GO:0009057
76	GO:0050789
77	GO:0000375;GO:0016070
78	GO:0006996;GO:0032502
80	GO:0051641;GO:0006810
81	GO:0016070;GO:0006520
82	GO:0006811
83	GO:0050789;GO:0065008
84	GO:0050789;GO:0006066;GO:0006629;GO:0050896
85	GO:0050789;GO:0006412
87	GO:0050789;GO:0006412;GO:0065003
88	GO:0006082
89	GO:0050789;GO:0007154;GO:0006811
90	GO:0006396;GO:0042254;GO:0016070
91	GO:0065003
93	GO:0050789
94	GO:0050789;GO:0050896
95	GO:0051276;GO:0006259;GO:0050896;GO:0050789
96	GO:0016070;GO:0016050;GO:0006810;GO:0051640;GO:0006281;GO:0009059;GO:0006260;GO:0051641
98	GO:0016192
99	GO:0006508;GO:0009057
101	GO:0050789
102	GO:0050789;GO:0050896
103	GO:0006082;GO:0006790;GO:0009117
104	GO:0050789;GO:0008283
105	GO:0050789;GO:0040011;GO:0002376;GO:0050896
107	GO:0006082;GO:0006520
108	GO:0050789;GO:0015031;GO:0007005;GO:0061024
109	GO:0006793;GO:0050789;GO:0002376;GO:0001775;GO:0001816;GO:0050896;GO:0036211
110	GO:0006457
111	GO:0002376
112	GO:0009117
113	GO:0006810
