func_module_number	lst
2	GO:0022613;GO:0016072;GO:0016071;GO:0000398;GO:0000377;GO:0000375;GO:0042254;GO:0022618;GO:0006403;GO:0071826;GO:0006364;GO:0008380;GO:0006397;GO:0046112;GO:0097294;GO:0006189;GO:0097292;GO:0097293
3	GO:0007015;GO:0030036;GO:0097435;GO:0030029
5	GO:0030198;GO:0043062;GO:0045229;GO:0030199;GO:0097435;GO:0007167;GO:0035987;GO:0072359;GO:0048646;GO:0001501
6	GO:0032483
7	GO:0006413
8	GO:0044087
9	GO:0022613;GO:0006412
10	GO:0000278;GO:0006260;GO:0006261;GO:1903047;GO:0044786;GO:0051276;GO:0033260;GO:0010564;GO:0007059;GO:0090329;GO:0006281;GO:0090068;GO:0045787;GO:0006974;GO:0044770;GO:0000070;GO:0006275;GO:0140014;GO:1901987;GO:0000819;GO:0051052;GO:0044772;GO:0000280
11	GO:0000398;GO:0000377;GO:0000375;GO:0008380;GO:0006397;GO:0016071;GO:0043484;GO:1903311;GO:0050684;GO:0000380;GO:0048024;GO:0006403;GO:0050658;GO:0050657
12	GO:0022613;GO:0042254;GO:0006364;GO:0016072;GO:0042274
13	GO:1903047;GO:0000278;GO:0051276;GO:0010564;GO:0044770;GO:0006260;GO:0044772;GO:0000280;GO:0140014;GO:0048285;GO:0007059;GO:1901987;GO:0000819;GO:0006261;GO:0098813;GO:0010948;GO:0000070;GO:1901990;GO:0000075;GO:1901988;GO:0000086;GO:0045786;GO:0051983;GO:0044839;GO:0006974;GO:0006270;GO:0090068;GO:0007346;GO:0006268;GO:0006281;GO:0010389;GO:0045787;GO:1905820;GO:1902749
15	GO:0006119;GO:0009060;GO:0045333;GO:0022904;GO:0042775;GO:0042773;GO:0022900;GO:0015980;GO:0019646;GO:0006091;GO:0015986;GO:0006754
16	GO:0050776;GO:0050778;GO:0045087;GO:0019882;GO:0050865;GO:0002478;GO:0070663;GO:0002764;GO:0051249;GO:0045321;GO:0019884;GO:0019886;GO:0050670;GO:0032944;GO:0046649;GO:0002694;GO:0002495;GO:0070661;GO:0002504;GO:0046651;GO:0032943;GO:0002757;GO:0048002;GO:0050867;GO:0002253;GO:0002696;GO:0070665;GO:0002768;GO:0009617;GO:0032103;GO:0002831
17	GO:0000122;GO:0140467;GO:0038066
20	GO:0002181;GO:0006412;GO:0002183;GO:0022613
21	GO:0032543;GO:0140053
