func_module_number	lst
1	GO:0045087;GO:0034097;GO:1901652;GO:0009615;GO:0071345;GO:0019221;GO:0051607;GO:0050776;GO:0031347;GO:0050778;GO:0002831;GO:0034341;GO:0048525;GO:0032103;GO:0045071;GO:0050792;GO:0045088;GO:0001817;GO:0001816;GO:0035456;GO:0006954;GO:1903900;GO:0045069;GO:0031349;GO:0045321;GO:0048002;GO:0019883;GO:0002833;GO:0031348;GO:0140888;GO:0019882;GO:0002474;GO:0019885;GO:0032102;GO:0045089;GO:0002764;GO:0045824;GO:0002683;GO:0002697;GO:0002483;GO:0050777
2	GO:0006119;GO:0009060;GO:0045333;GO:0015980;GO:0019646;GO:0042775;GO:0042773;GO:0022904;GO:0006091;GO:0022900;GO:0015986;GO:0006754
3	GO:0022613;GO:0042254;GO:0000377;GO:0000398;GO:0000375;GO:0016071;GO:0051276;GO:0000723;GO:0016072;GO:0006397;GO:0032200
4	GO:0000278;GO:0007059;GO:1903047;GO:0098813;GO:0140014;GO:0000070;GO:0000819;GO:0000280;GO:0010564;GO:0048285;GO:0051276;GO:0051983;GO:0007088;GO:1905818;GO:0051304;GO:0051783;GO:1902850;GO:0044770;GO:0010965;GO:0044772;GO:0051306;GO:0090068;GO:0007051;GO:0030071;GO:1902099;GO:0007091;GO:0007346;GO:0044784;GO:0033045;GO:0007052;GO:0045787;GO:0000226
5	GO:0006260;GO:0006261;GO:0006281;GO:0006974;GO:0090329;GO:0051276;GO:0006275;GO:0044786;GO:0000727;GO:0006268;GO:0006270;GO:0033260;GO:1903047;GO:0000278;GO:0032392;GO:0000724;GO:0051052;GO:0000725;GO:0006310;GO:0071103;GO:0032508;GO:0006302;GO:0010564;GO:0030174;GO:1901987;GO:0006271;GO:0044770;GO:0000731
6	GO:0002181;GO:0006412;GO:0042274;GO:0042254
7	GO:0022613;GO:0022618;GO:0042254;GO:0071826;GO:0006364
8	GO:0022613;GO:0000245;GO:0036261;GO:1903241;GO:0061077;GO:0000966
9	GO:0002181;GO:0006412;GO:0022613;GO:0042254;GO:0006364
10	GO:0038066;GO:0044092;GO:1900744;GO:0000165;GO:0051348;GO:1900745
11	GO:0006457;GO:0034975
12	GO:0010498;GO:0043161
