go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.004928   1,732 annotations READ: go_slim_results_R1_cpdb_0.4.txt 
288 IDs in all associations
func_module_number	
2	GO:0019538;GO:0009057
3	GO:0065008
4	GO:0006811;GO:0006936
5	GO:0009117;GO:0006119
6	GO:0006281;GO:0016070;GO:0009059
7	GO:0065003;GO:0016070;GO:0050789;GO:0009059
9	GO:0015669;GO:0008152
10	GO:0032501;GO:0050896;GO:0050789;GO:0032502
11	GO:0046903;GO:0050789;GO:0016192;GO:0007154;GO:0006836
12	GO:0050789;GO:0007049;GO:0022414;GO:0036211;GO:0009057;GO:0006508
13	GO:0001775;GO:0006629;GO:0006793;GO:0050789;GO:0002376;GO:0050896
14	GO:0050789
15	GO:0043062;GO:0045229
16	GO:0050789
17	GO:0050877
19	GO:0000375;GO:0016070;GO:0065003
20	GO:0006281;GO:0050789
21	GO:0065003
22	GO:0050789
23	GO:0036211;GO:0050789
24	GO:0006281;GO:0022414;GO:0007049;GO:0000280
25	GO:0036211;GO:0050789
26	GO:0006790
27	GO:0036211
28	GO:0006281;GO:0006260;GO:0009059
29	GO:0065009;GO:0050789;GO:0006260;GO:0009059
30	GO:0006281;GO:0050789;GO:0007049;GO:0006260
31	GO:0051641;GO:0050789;GO:0051258;GO:0006996
32	GO:0065009;GO:0050789;GO:0007049
33	GO:0009059;GO:0006259;GO:0050789;GO:0051276;GO:0051641
34	GO:0050896;GO:0065009;GO:0050789;GO:0002376
35	GO:0050789;GO:0050896;GO:0007005
36	GO:0016070;GO:0006396
37	GO:0006091;GO:0009117;GO:0005975;GO:0006082
38	GO:0050789;GO:0032502
39	GO:0000375;GO:0016070
42	GO:0050789
43	GO:0043062;GO:0065008;GO:0008152;GO:0050789;GO:0045229;GO:0022411;GO:0050896
44	GO:0051261;GO:0050789;GO:0006996;GO:0022607
45	GO:0006629;GO:0051604;GO:0006793
46	GO:0009117
48	GO:0050896;GO:0050789
49	GO:0016032;GO:0044419
50	GO:0006936;GO:0032502;GO:0006996;GO:0022607;GO:0032989
52	GO:0007059;GO:0051276;GO:0007049;GO:0000280
54	GO:0050896;GO:0050789
55	GO:0001816;GO:0050896;GO:0050789
56	GO:0036211;GO:0050789
57	GO:0050789;GO:0032502;GO:0006354
58	GO:0016043
59	GO:0016043;GO:0050789
60	GO:0016043;GO:0050789
61	GO:0022607
62	GO:0050789
63	GO:0001775;GO:0050789;GO:0032502;GO:0002376
64	GO:0036211;GO:0050789
65	GO:0050896;GO:0006259;GO:0051276;GO:0050789
66	GO:0050896;GO:0050789
68	GO:0016070;GO:0065008;GO:0050789;GO:0009057
70	GO:0008150
72	GO:0009057;GO:0006508
73	GO:0006629;GO:0006082
74	GO:0050789
75	GO:0061024;GO:0016050;GO:0050789;GO:0016192;GO:0050896;GO:0051641
77	GO:0065003;GO:0050789;GO:0006412
78	GO:0002376
79	GO:0006091;GO:0006082;GO:0044238
80	GO:0006811;GO:0065008;GO:0050789;GO:0032501;GO:0007154;GO:0050896
81	GO:0042254;GO:0016070;GO:0043412;GO:0006396
82	GO:0065003;GO:0051276
83	GO:0050789
84	GO:0050789;GO:0032501
85	GO:0002376
88	GO:0007155;GO:0065008;GO:0050789;GO:0016043;GO:0007154
89	GO:0006629;GO:0006082
90	GO:0050896;GO:0050789
91	GO:0001775;GO:0009059;GO:0008283;GO:0050789;GO:0002376
92	GO:0050789;GO:0032502
93	GO:0006520;GO:0006082
95	GO:0050789;GO:0044419;GO:0002376;GO:0050896;GO:0040011
96	GO:0050896;GO:0015031;GO:0009057;GO:0006508
99	GO:0006811;GO:0050789;GO:0051641;GO:0051640
100	GO:0065009;GO:0050789
101	GO:0001775;GO:0032502;GO:0002376
103	GO:0006351
104	GO:0051641;GO:0015931
105	GO:0007155;GO:0022607
106	GO:0009117
109	GO:0050896;GO:0050789;GO:0002376;GO:0044419
110	GO:0015031;GO:0061024;GO:0007005
111	GO:0006793;GO:0050789;GO:0006412;GO:0043603;GO:0006790;GO:0006082;GO:0006139
112	GO:0015031;GO:0007031
113	GO:0006629;GO:0036211;GO:0006082
114	GO:0050789
115	GO:0007155
116	GO:0050789
117	GO:0065008;GO:0050789;GO:0016043
119	GO:0050789
120	GO:0050878;GO:0007155;GO:0050789;GO:0050817;GO:0050896
121	GO:0008150
122	GO:0006996
123	GO:0001775;GO:0050789;GO:0002376
124	GO:0016043;GO:0007155;GO:0050789;GO:0032502
125	GO:0065008;GO:0008015;GO:0050789
126	GO:0016043;GO:0050789;GO:0032502
127	GO:0050789
128	GO:0007155;GO:0050789;GO:0032502
129	GO:0051179;GO:0006629;GO:0050789
130	GO:0050896;GO:0050877
131	GO:0008150
132	GO:0006810;GO:0051641;GO:0051640
133	GO:0006869;GO:0016043;GO:0050789;GO:0032501
134	GO:0050878;GO:0050789
135	GO:0007154;GO:0065008;GO:0050789
136	GO:0061024;GO:0051640;GO:0022406
137	GO:0007154;GO:0050789
138	GO:0050896;GO:0050789
139	GO:0051641;GO:0016192
140	GO:0007059;GO:0051640;GO:0051234;GO:0050789;GO:0051276;GO:0000280
141	GO:0050789;GO:0006996;GO:0022607
142	GO:0009057;GO:0006508
143	GO:0016192
144	GO:0042180
145	GO:0036211
146	GO:0050789
147	GO:0050877;GO:0032502;GO:0006996;GO:0022607
148	GO:0050789;GO:0002376
149	GO:0006629;GO:0043603
152	GO:0050896;GO:0007033;GO:0006914;GO:0022607
153	GO:0050896;GO:0050789;GO:0002376
155	GO:0050896;GO:0050789
156	GO:0050789
157	GO:0051640;GO:0022406;GO:0016050;GO:0061024;GO:0046903;GO:0048284;GO:0016192;GO:0002376
159	GO:0006810;GO:0051641
160	GO:0036211
161	GO:0036211
162	GO:0006629;GO:0006066
164	GO:0016043
166	GO:0007154;GO:0065008;GO:0050789;GO:0032501
167	GO:0061024;GO:0016050;GO:0050789;GO:0048284;GO:0065003
168	GO:0050789;GO:0006508
169	GO:0050789
170	GO:0050789;GO:0008152
171	GO:0006810;GO:0006629;GO:0065008;GO:0007031;GO:0006082;GO:0048285;GO:0051641
172	GO:0015031
173	GO:0050896;GO:0050789
175	GO:0036211;GO:0006793
177	GO:0050896;GO:0050789
178	GO:0016070;GO:0043412;GO:0016192;GO:0006396;GO:0065003
179	GO:0046903;GO:0006836;GO:0016192
181	GO:0032501;GO:0022607
182	GO:0046903;GO:0006836;GO:0015837
183	GO:0016043;GO:0051641;GO:0050789;GO:0016192
186	GO:0007155;GO:0050789
187	GO:0001775;GO:0032502;GO:0050789;GO:0002376;GO:0001816
188	GO:0050789;GO:0002376
190	GO:0050789
191	GO:0001775;GO:0050789;GO:0002376
192	GO:0019538;GO:0009059
193	GO:0050789;GO:0044419;GO:0002376;GO:0001816;GO:0050896
194	GO:0016070;GO:0006396;GO:0032502;GO:0006412
195	GO:0006869;GO:0016043;GO:0032501
197	GO:0022607
198	GO:0001775;GO:0050789
199	GO:0051604
200	GO:0050878;GO:0050789;GO:0050886;GO:0050896;GO:0051604;GO:0050817;GO:0006508
202	GO:0050896;GO:0050789;GO:0002376;GO:0044419
203	GO:0050896;GO:0050789;GO:0032502
204	GO:0050896;GO:0036211;GO:0006793
206	GO:0050896;GO:0036211;GO:0044419
207	GO:0007155;GO:0032502
211	GO:0050896
212	GO:0050896;GO:0050789;GO:0048511
214	GO:0001816;GO:0050896;GO:0050789
215	GO:0007005
218	GO:0008150
219	GO:0065008
220	GO:0006811;GO:0016043;GO:0065009;GO:0050789
221	GO:0050896;GO:0050789
222	GO:0006091;GO:0009117
223	GO:0006281;GO:0007059;GO:0032502;GO:0050789;GO:0051276
224	GO:0050789;GO:0002376
225	GO:0015849;GO:0006865
226	GO:0007032;GO:0007033;GO:0061024;GO:0050789;GO:0048284;GO:0016192;GO:0022607;GO:0022411;GO:0044419;GO:0009057;GO:0051641;GO:0016032;GO:0006508
227	GO:0008150
228	GO:0051641;GO:0015931
230	GO:0051258
231	GO:0050878;GO:0050817
232	GO:0016070;GO:0006520
233	GO:0019538;GO:0009059
234	GO:0022900;GO:0045333
235	GO:0016192
237	GO:0061024;GO:0051640;GO:0006810;GO:0006997;GO:0051641
238	GO:0043062;GO:0032502;GO:0045229
239	GO:0050789;GO:0032502
240	GO:0050789
241	GO:0009117
242	GO:0007059;GO:0051276;GO:0050789;GO:0000280
244	GO:0050789;GO:0051640;GO:0007005;GO:0048285
245	GO:0007033;GO:0006914;GO:0050789;GO:0022607;GO:0050896
246	GO:0008150
247	GO:0006629;GO:0006793
248	GO:0016070;GO:0065008;GO:0050789;GO:0009057
249	GO:0050789;GO:0046903
252	GO:0000375;GO:0016070
254	GO:0016070;GO:0006396
256	GO:0006811;GO:0051604;GO:0050789;GO:0032502
257	GO:1902600;GO:0050789;GO:0065008;GO:0006914
259	GO:0006811
260	GO:0006996;GO:0022607
262	GO:0006810;GO:0048753;GO:0051641;GO:0051640
263	GO:0032501;GO:0032502;GO:0006996
264	GO:0006805;GO:0050896;GO:0006082;GO:0042440
266	GO:0006811;GO:0006936;GO:0065009;GO:0050789;GO:0008015
267	GO:0042254;GO:0016070;GO:0006396
268	GO:0036211;GO:0006082
269	GO:0006810
270	GO:0006810;GO:0051641
