func_module_number	lst
15	GO:0002029
35	GO:2000583
46	GO:0071677;GO:0002690;GO:0002688;GO:0071675
48	GO:0086066;GO:0086026;GO:0086014;GO:0010881;GO:0086012
88	GO:0030198
110	GO:0030007
120	GO:0050680;GO:0010594
124	GO:0045624
133	GO:0006821;GO:0006820
137	GO:0016339;GO:0034332
147	GO:1903416;GO:0030007;GO:0036376;GO:0055119
155	GO:0060003;GO:0035434
156	GO:1901386
160	GO:0006956
161	GO:0035094;GO:0007274
165	GO:0001894;GO:0060249
180	GO:0051382
181	GO:0008284;GO:0003323
246	GO:0051459;GO:0051458;GO:0001963
268	GO:0033628
