func_module_number	go_slim_pir
1	GO:0022411;GO:0006629;GO:0006914;GO:0050896;GO:0050789;GO:0015031;GO:0006793
2	GO:0051604;GO:0006457
3	GO:0032502;GO:0040011;GO:0050896;GO:0050789;GO:0008283
4	GO:0002376;GO:0065003
5	GO:0036211
6	GO:0050877;GO:0050789
7	GO:0022406;GO:0051640;GO:0061024
8	GO:0006996;GO:0051258;GO:0050789
9	GO:0015031;GO:0016192;GO:0065009;GO:0050789;GO:0007154;GO:0006811
10	GO:0032502;GO:0016043;GO:0050896;GO:0050789;GO:0032501;GO:0008283
11	GO:0006281;GO:0050789
12	GO:0036211;GO:0050789
13	GO:0016050;GO:0051641;GO:0016192;GO:0061024
14	GO:0032502;GO:0007155;GO:0002376;GO:0050789
15	GO:0050896;GO:0048511;GO:0050789
16	GO:0051604;GO:0006457;GO:0050896
17	GO:0002376;GO:0065003;GO:0050789
18	GO:0050896;GO:0050789
19	GO:0050789;GO:0002376;GO:0001775
20	GO:0051276;GO:0006259;GO:0022607;GO:0050789
21	GO:0042440;GO:0065003
22	GO:0006914;GO:0050896;GO:0050789
23	GO:0051604;GO:0006793;GO:0006629
24	GO:0007155;GO:0022607;GO:0050789
25	GO:0007033;GO:0022411;GO:0006914;GO:0050896;GO:0022607
26	GO:0050789
27	GO:0006508;GO:0009057
28	GO:0002376;GO:0050789
29	GO:0050789
30	GO:0051234;GO:0051641
31	GO:0006412
32	GO:0050896;GO:0050789
33	GO:0046903;GO:0016192;GO:0006836;GO:0050789;GO:0048284;GO:0007154;GO:0016050;GO:0022406;GO:0051640;GO:0061024
34	GO:0065009;GO:0006281;GO:0006260;GO:0050789
35	GO:0007155;GO:0065008;GO:0022607;GO:0050789;GO:0007154
36	GO:0050896;GO:0050789
37	GO:0050896
38	GO:0050789;GO:0050896;GO:0002376;GO:0001775
39	GO:0006112;GO:0009059;GO:0065009;GO:0065008;GO:0005976;GO:0050789;GO:0006811
40	GO:0006281
41	GO:0065009;GO:0050789;GO:0007154;GO:0006811;GO:0032501
42	GO:0006266;GO:0006281
43	GO:0006508;GO:0050896;GO:0050789;GO:0015031;GO:0009057
44	GO:0008152
45	GO:0050896;GO:0050789
46	GO:0032502;GO:0007059;GO:0006281;GO:0050789;GO:0051276
47	GO:0007155;GO:0002376;GO:0050789
48	GO:0050789;GO:0009057;GO:0016070
49	GO:0050896;GO:0050789
50	GO:0006793;GO:0036211;GO:0050789
