go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.004153   1,616 annotations READ: go_slim_results_K1_cpdb_0.8.txt 
200 IDs in all associations
func_module_number	
2	GO:0009059
3	GO:0016043;GO:0065008
5	GO:0050789;GO:0040011;GO:0002376;GO:0050896
6	GO:0044419;GO:0008283;GO:0050789;GO:0002376;GO:0050896;GO:0036211;GO:0001775;GO:0006793
7	GO:0050789
8	GO:0050789;GO:0050896;GO:0007154
9	GO:0050789;GO:0050896
11	GO:0043062;GO:0045229
12	GO:0050789;GO:0002376;GO:0050896;GO:0001775
13	GO:0006811
15	GO:0050789
17	GO:0050789
20	GO:0022414
21	GO:0043603;GO:0006790;GO:0006805
22	GO:0050789;GO:0032502;GO:0050896;GO:0032501
23	GO:0050896;GO:0022411;GO:0008152;GO:0045229;GO:0043062
24	GO:0050789;GO:0050896
25	GO:0006810;GO:0051641
26	GO:0006412;GO:0042254;GO:0006396;GO:0016070
27	GO:0016192;GO:0016050;GO:0061024;GO:0051641
28	GO:0050789;GO:0050878;GO:0050817;GO:0050896
29	GO:0050789;GO:0016043
30	GO:0032502;GO:0006996;GO:0032501
31	GO:0050789
34	GO:0044419;GO:0050789;GO:0002376;GO:0050896;GO:0008037
36	GO:0042440;GO:0006082;GO:0050896;GO:0006805
37	GO:0016043;GO:0007155
38	GO:0043062;GO:0045229
39	GO:0007154;GO:0050877;GO:0050789;GO:0022607;GO:0065008;GO:0061024
40	GO:0032502;GO:0050789
41	GO:0050789;GO:0036211;GO:0006793;GO:0050896
42	GO:0022414;GO:0007059;GO:0006281
43	GO:0050789;GO:0002376;GO:0050896;GO:0050886;GO:0065008;GO:0006936
44	GO:0050789;GO:0009059;GO:0065003;GO:0016070
45	GO:0009057;GO:0019538
46	GO:0050789;GO:0006811;GO:0007154
47	GO:0036211;GO:0009059
48	GO:0032502
49	GO:0050789;GO:0050896
51	GO:0016192;GO:0050789;GO:0002376;GO:0050896;GO:0001775;GO:0007155
52	GO:0022607;GO:0007155
53	GO:0043062;GO:0045229
54	GO:0009057;GO:0006508
56	GO:0016192;GO:0022406;GO:0050789;GO:0006836;GO:0016050;GO:0046903;GO:0048284;GO:0007154;GO:0051640;GO:0061024
58	GO:0050789
