go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.005713   2,350 annotations READ: go_slim_results_R1_string_0.0.txt 
239 IDs in all associations
func_module_number	
1	GO:0016192;GO:0015031;GO:0007030
2	GO:0009914;GO:0032501;GO:0046903;GO:0050789;GO:0015833
3	GO:0006457;GO:0065003
4	GO:0006805;GO:0050896;GO:0042445;GO:0006629;GO:0006082
5	GO:0022607;GO:0032502;GO:0007155
6	GO:0050817;GO:0050878
7	GO:0040011;GO:0050789;GO:0016043;GO:0016049;GO:0032502
8	GO:0006810
9	GO:0006629
10	GO:0036211
11	GO:0022607;GO:0006996;GO:0006730
12	GO:0006793;GO:0006790;GO:0043603;GO:0045333;GO:0006082;GO:0006139
13	GO:0022607;GO:0050877
14	GO:0022406;GO:0051640;GO:0016192;GO:0046903;GO:0016043
15	GO:0006936;GO:0065009;GO:0050789;GO:0006811
16	GO:0050896;GO:0051604;GO:0006457
17	GO:0050896;GO:0032501;GO:0050789;GO:0016043;GO:0032502
18	GO:0006139;GO:0006793;GO:0006790;GO:0043603
19	GO:0006066;GO:0006629;GO:0043603
20	GO:0050896;GO:0050789
21	GO:0050896;GO:0065008;GO:0050789;GO:0040011;GO:0002376
22	GO:0065003;GO:0051641;GO:0016192;GO:0016050;GO:0061024
23	GO:0005976;GO:0006112;GO:0009059
24	GO:0002376;GO:0051604;GO:0050789
25	GO:0015031;GO:0050896;GO:0006508;GO:0009057;GO:0050789
26	GO:0006629;GO:0006869;GO:0006082
27	GO:0032502;GO:0032501;GO:0006996
28	GO:0022607;GO:0043062;GO:0045229;GO:0050789;GO:0007155;GO:0032502
29	GO:0050896;GO:0050789
30	GO:0048511;GO:0050896;GO:0050789
31	GO:0050896;GO:0050789;GO:0044419;GO:0002376;GO:0001906
32	GO:0050896;GO:0006793;GO:0036211;GO:0050789;GO:0006811
33	GO:0050896;GO:0065003;GO:0050789;GO:0002376;GO:0001775;GO:0001906
34	GO:0050789;GO:0006259;GO:0009059
35	GO:0006836;GO:0007154;GO:0016192;GO:0046903;GO:0050789
36	GO:0050789
38	GO:0006949
39	GO:0036211
40	GO:0015931;GO:0051641
41	GO:0002376;GO:0050789
42	GO:0009059;GO:0006266;GO:0006281;GO:0002376;GO:0032502;GO:0006304
43	GO:0050789;GO:0006412;GO:0065003
44	GO:0040011;GO:0050896;GO:0002376;GO:0050789
45	GO:0006629;GO:0007005;GO:0006082;GO:0065003
46	GO:0022607;GO:0006936;GO:0032989;GO:0006996;GO:0032502
47	GO:0009914;GO:0050896;GO:0050886;GO:0046903;GO:0050789;GO:0044419;GO:0015833
48	GO:0006865;GO:0015849
49	GO:0050896;GO:0006520;GO:0050789;GO:0016070;GO:0006412;GO:0044419;GO:0002376
50	GO:0065009;GO:0050789
51	GO:0006793;GO:0006629;GO:0051604;GO:0050789;GO:0002376
52	GO:0016050;GO:0016192;GO:0051641
53	GO:0009059;GO:0006790;GO:0007154;GO:0065008;GO:0050789
54	GO:0032502;GO:0007154;GO:0016043;GO:0050789
55	GO:0050896;GO:0022607;GO:0006914;GO:0007033
56	GO:0050896;GO:0050789;GO:0007154
57	GO:0015031
58	GO:0065008;GO:0009057;GO:0050789;GO:0016070
59	GO:0050896;GO:0050789
60	GO:0050896;GO:0001816;GO:0050789;GO:0044419;GO:0002376
61	GO:0051234;GO:0000280;GO:0007059;GO:0051276;GO:0051640;GO:0050789
62	GO:0050896;GO:0050789
63	GO:0009057;GO:0006508
64	GO:0006629;GO:0022414;GO:0008037
65	GO:0032501;GO:0050896;GO:0007154;GO:0050789
66	GO:0050896;GO:0050789;GO:0065009
67	GO:0032502;GO:0050789
68	GO:0050789;GO:0016043
69	GO:0006836;GO:0022406;GO:0051640;GO:0016192;GO:0046903;GO:0016050;GO:0061024;GO:0048284
70	GO:0008015
71	GO:0009057;GO:0006508
72	GO:0009059;GO:0006260;GO:0065009;GO:0006396;GO:0050789;GO:0016070;GO:0006281
73	GO:0036211;GO:0006793;GO:0050789
74	GO:0006810;GO:0051640;GO:0051641
75	GO:0032502;GO:0050896;GO:0050789
76	GO:0022607;GO:0007155
77	GO:0031023;GO:0022607;GO:0006996;GO:0050789
78	GO:0050896;GO:0001816;GO:0065008;GO:0050789;GO:0016043;GO:0006811
79	GO:0006629;GO:0006793
80	GO:0050896;GO:0002376;GO:0050789
81	GO:0006351;GO:0048511;GO:0050896;GO:0050789
82	GO:0050789
83	GO:0007029;GO:0065009;GO:0051641;GO:0050789;GO:0006811
84	GO:0065008;GO:0050789;GO:0006811
85	GO:0036211;GO:0009057;GO:0006508
86	GO:0036211
87	GO:0032502;GO:0050789
88	GO:0043603;GO:0051604;GO:0006508
89	GO:0008152
90	GO:0050896;GO:0050789
91	GO:0036211;GO:0006793
92	GO:0007059;GO:0051276;GO:0050789;GO:0006281;GO:0032502
93	GO:0000280;GO:0007059;GO:0051276;GO:0065008;GO:0050789;GO:0051258;GO:0051261
94	GO:0016192;GO:0051641
95	GO:0006091;GO:0005975;GO:0006082;GO:0009117
96	GO:0065009;GO:0002376;GO:0050789
97	GO:0050789
98	GO:0032502;GO:0032501;GO:0050896;GO:0050789
99	GO:0032502;GO:0050789;GO:0016043
100	GO:0006508;GO:0036211;GO:0009057;GO:0050789;GO:0022414;GO:0007049
101	GO:0051641;GO:0051604;GO:0050789;GO:0006996;GO:0006457
102	GO:0006996
103	GO:0006396;GO:0050789;GO:0016070;GO:0065003
104	GO:0032502;GO:0050896;GO:0050789
105	GO:0022607;GO:0065008;GO:0009057;GO:0006996;GO:0006412;GO:0016070;GO:0050789
106	GO:0036211;GO:0009057;GO:0006508
107	GO:0002376;GO:0050789;GO:0007155;GO:0001775
108	GO:0032502;GO:0016043
109	GO:0036211
110	GO:0006508;GO:0051604;GO:0050789;GO:0050878
111	GO:0006066;GO:0006790;GO:0006082;GO:0009117
112	GO:0050789
113	GO:0032502;GO:0050789
114	GO:0050896;GO:0006793;GO:0065009;GO:0036211;GO:0050789
115	GO:0065009;GO:0050789;GO:0007049
116	GO:0006811
117	GO:0050789;GO:0016043
118	GO:0006811;GO:0015849
119	GO:0006810;GO:0051641
120	GO:0043062;GO:0045229
121	GO:0050789;GO:0050878
122	GO:0050896;GO:0050789;GO:0065009
123	GO:0032196;GO:0022607;GO:0007028;GO:0032501;GO:0006396;GO:0050789;GO:0006996;GO:0022414;GO:0032502
124	GO:0006351;GO:0008643;GO:0042044;GO:0015791
125	GO:0006629;GO:0006793
126	GO:0065008;GO:0006811
127	GO:0006996;GO:0065003
128	GO:0006810;GO:0050896;GO:0050789
129	GO:0008152;GO:0015669
130	GO:0043062;GO:0050789;GO:0045229
131	GO:0050789
132	GO:0006869;GO:0065003;GO:0032501;GO:0006629;GO:0050789
133	GO:0022607;GO:0006996
134	GO:0050789
135	GO:0036211;GO:0050789;GO:0016043
136	GO:0022607;GO:0006996;GO:0050789
137	GO:0036211;GO:0051604
138	GO:0065008;GO:0061024;GO:0006869
139	GO:0040011;GO:0002376;GO:0050789;GO:0007155
140	GO:0050789
141	GO:0061024;GO:0015031;GO:0007005
142	GO:0048753;GO:0051641;GO:0065008;GO:0051640;GO:0006810;GO:0043473
143	GO:0036211;GO:0032502
144	GO:0016192;GO:0046903;GO:0050789
145	GO:0006091;GO:0005975;GO:0006082;GO:0009117
146	GO:0006805;GO:0050896;GO:0006790;GO:0043603;GO:0006629;GO:0006082
147	GO:0006260;GO:0032392;GO:0050789;GO:0006281
149	GO:0006520;GO:0006082
150	GO:0050896;GO:0032502
152	GO:0065008;GO:0009117;GO:1902600;GO:0050789
153	GO:0009057;GO:0006508
154	GO:0006996;GO:0050789
155	GO:0050896;GO:0008152
156	GO:0022411;GO:0050896;GO:0043062;GO:0045229;GO:0008152
157	GO:0006629;GO:0006793;GO:0050789
158	GO:0036211;GO:0006793;GO:0050789
159	GO:0050896;GO:0006793;GO:0036211;GO:0050789;GO:0044419;GO:0002376;GO:0001775
160	GO:0050896;GO:0051604;GO:0006457
161	GO:0050789
162	GO:0006629;GO:0018904;GO:0006793;GO:0006082
163	GO:0006996
164	GO:0065003
165	GO:0006260;GO:0050789;GO:0006281;GO:0022414;GO:0007049
