func_module_number	lst
1	GO:0016482;GO:0042147;GO:0016197;GO:0098876;GO:0006886;GO:0032456
2	GO:0006406;GO:0051028;GO:0006405;GO:0000184
3	GO:0001936;GO:0001525;GO:0001935;GO:0048514;GO:0001568;GO:0001938;GO:0001944;GO:0022603;GO:0050678;GO:0045766;GO:1904018;GO:0035239;GO:0050679;GO:0050673;GO:0035295;GO:0045765;GO:1901342;GO:0072359;GO:0048646;GO:0050918;GO:0030334;GO:0030335
4	GO:0051453;GO:0030641;GO:0006885;GO:0071320;GO:0051454
5	GO:1905907;GO:1905906;GO:1990000
6	GO:0007605;GO:0050954;GO:0007600;GO:0001895;GO:0050957;GO:0050877;GO:0042490;GO:0045494;GO:0050953
7	GO:0090522;GO:0006904;GO:0099022;GO:0048278;GO:0140029;GO:0006887;GO:0140056;GO:0090148
8	GO:0034314;GO:0007015;GO:0045010;GO:0030036;GO:0030029;GO:0097435
9	GO:0034762;GO:0006816;GO:0032412;GO:0022898;GO:0032409;GO:0007268;GO:0098916;GO:0099537;GO:0099536;GO:0070588;GO:0035249;GO:0030001;GO:0061577;GO:0006812;GO:2000311;GO:0051924;GO:1903169;GO:0050804;GO:0099177;GO:1904062;GO:0098662;GO:0098655;GO:1901387;GO:0098943
10	GO:0035567;GO:0016055;GO:0060071;GO:0060070;GO:0030178;GO:0030111;GO:0090090;GO:0060828;GO:0150012
11	GO:1904507;GO:0060382;GO:1904505;GO:0043247;GO:0022616;GO:0045995;GO:0032206;GO:2001252;GO:0032204
12	GO:0002768;GO:0050851;GO:0002429;GO:0002757;GO:0050853;GO:0002764
13	GO:0042659;GO:0001708;GO:0010453;GO:0006325
14	GO:0099022;GO:0006901;GO:0006903;GO:0006900
15	GO:0007229;GO:0007160;GO:0031589;GO:0033627
16	GO:0042752;GO:0032922;GO:0007623;GO:0048511;GO:0009648;GO:0009649;GO:2000323;GO:2000322
17	GO:0006457;GO:0009266;GO:0009408
18	GO:0002399;GO:0002503;GO:0019882;GO:0002501;GO:0002396;GO:0048002;GO:0002478;GO:0019886;GO:0019884;GO:0002495;GO:0002504;GO:0051251;GO:0002696;GO:0050867;GO:0050870;GO:0051249;GO:1903039;GO:0050776;GO:0050778;GO:0002694;GO:0022409;GO:0046649;GO:0050865;GO:0050863;GO:1903037;GO:0042110;GO:0007159
19	GO:0007169
20	GO:0050852;GO:0050851;GO:0002429;GO:0002768;GO:0002253;GO:0002757;GO:0002764
