go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.002052     482 annotations READ: go_slim_results_M1_humanbase_0.6.txt 
99 IDs in all associations
func_module_number	
2	GO:0006396;GO:0042254;GO:0051641;GO:0006412;GO:0050789;GO:0016070
3	GO:0044419;GO:0002376;GO:0050789;GO:0001816;GO:0016032;GO:0050896
4	GO:0006412;GO:0042254
5	GO:0016043;GO:0006914
6	GO:0000375;GO:0016070
7	GO:0006119;GO:0009117;GO:0022900
8	GO:0007155;GO:0001775;GO:0044419;GO:0002376;GO:0050789;GO:0008283;GO:0016192;GO:0050896
9	GO:0015031;GO:0050789;GO:0009057;GO:0006508;GO:0016192;GO:0050896
10	GO:0050896;GO:0065009;GO:0016070;GO:0050789
11	GO:0006412;GO:0044085
12	GO:0006396;GO:0042254;GO:0065003;GO:0016070;GO:0009059
15	GO:0007059;GO:0051234;GO:0051640;GO:0051276;GO:0000280;GO:0050789;GO:0007049
16	GO:0007059;GO:0006281;GO:0050789;GO:0006260;GO:0007049;GO:0032392
17	GO:0016192;GO:0006457;GO:0051641
20	GO:0016043
21	GO:0051276;GO:0006281
23	GO:0007033;GO:0006914
24	GO:0061024
27	GO:0006412
28	GO:0006508;GO:0009057
29	GO:0016070
30	GO:0000375;GO:0016070
31	GO:0050789
32	GO:0006810;GO:0051276;GO:0051641;GO:0006259;GO:0050789;GO:0016070;GO:0000375
35	GO:0050789
41	GO:0006119;GO:0009117
42	GO:0036211;GO:0006508;GO:0009057
43	GO:0006066;GO:0006629
45	GO:0022411
46	GO:0016070;GO:0006520
49	GO:0050789
50	GO:0050789
51	GO:0006412
52	GO:0006810;GO:0048753;GO:0051640;GO:0051641
53	GO:0050789
55	GO:0050896
57	GO:0006508;GO:0009057
58	GO:0065008;GO:0006629
59	GO:0050789
65	GO:0015031;GO:0006914;GO:0022607;GO:0007032;GO:0016192
66	GO:0007005;GO:0050789;GO:0065008;GO:0050896
69	GO:0006412
70	GO:0006082
71	GO:0045229;GO:0022607;GO:0043062
72	GO:0044419;GO:0002376;GO:0050896
74	GO:0006091;GO:0005975;GO:0009117;GO:0006082
76	GO:0050789
81	GO:0002376;GO:0032502;GO:0001775
83	GO:0050789
85	GO:0051179;GO:0044419;GO:0007155;GO:0050896
86	GO:0006281
91	GO:0044085
92	GO:0006412
94	GO:0043603;GO:0006790;GO:0006139;GO:0006793;GO:0006082
104	GO:0022607;GO:0061024
109	GO:0000280
114	GO:0050896
117	GO:0032502
124	GO:0016043;GO:0050789;GO:0032501
125	GO:0050789
127	GO:0008150
128	GO:0006259;GO:0050789;GO:0051276
131	GO:0032502;GO:0050789
139	GO:0051641;GO:0051234;GO:0007031
142	GO:0050789
143	GO:0050789
155	GO:0016070;GO:0006520
156	GO:0006396;GO:0016070
163	GO:0006082;GO:0006520
167	GO:0050789;GO:0022607;GO:0050896
171	GO:0050789
183	GO:0001775
184	GO:0050789
186	GO:0051276;GO:0050789;GO:0009057;GO:0036211;GO:0006508
197	GO:0006082;GO:0006520
199	GO:0022607
200	GO:0006996
201	GO:0002376;GO:0050789
214	GO:0043603;GO:0006508
220	GO:0006082
222	GO:0050789;GO:0050896
223	GO:0065003
232	GO:0065003
236	GO:0006396;GO:0016070
242	GO:0016043
247	GO:0015031
260	GO:0006066;GO:0006629
265	GO:0006629;GO:0042445;GO:0042180;GO:0019748;GO:0006066;GO:0050896
267	GO:0043603;GO:0006790;GO:0006629;GO:0006805;GO:0006082
269	GO:0050789;GO:0050896
279	GO:0050789
286	GO:0002376;GO:0040011
297	GO:0006351;GO:0050789
306	GO:0032502
308	GO:0006629
318	GO:0050789
321	GO:0050896
329	GO:0006396;GO:0016070
