func_module_number	go_slim_pir
1	GO:0000280;GO:0006260;GO:0006281;GO:0007059;GO:0050789;GO:0051276;GO:0007049
2	GO:0044085;GO:0006412
3	GO:0000375;GO:0044085;GO:0016070;GO:0050789;GO:0051276;GO:0051641
4	GO:0006119;GO:0022900;GO:0009117
5	GO:0050896;GO:0016032;GO:0002376;GO:0050789;GO:0044419
6	GO:0044085;GO:0065003;GO:0050789
7	GO:0065009;GO:0008283;GO:0050789
9	GO:0050896;GO:0016192;GO:0001775;GO:0002376;GO:0036211;GO:0046903;GO:0050789;GO:0006793;GO:0007155
10	GO:0050896;GO:0002376;GO:0001906;GO:0050789
11	GO:0006508;GO:0009057
16	GO:0006396;GO:0016070
18	GO:0006066;GO:0006629
19	GO:0065003
20	GO:0044419;GO:0050896;GO:0002376;GO:0050789
22	GO:0050789
26	GO:0008150
30	GO:0050789
33	GO:0051276
36	GO:0051641
53	GO:0006281
54	GO:0050896;GO:0050789
89	GO:0016043
95	GO:0000375;GO:0016070
100	GO:0032502;GO:0032501;GO:0050789
133	GO:0006259;GO:0050789
134	GO:0051640;GO:0051234
136	GO:0044419;GO:0050896
166	GO:0050896
199	GO:0006281
231	GO:0050789
