func_module_number	lst
2	GO:0051480;GO:0006816
4	GO:1990573;GO:0098659;GO:0099587
6	GO:0006289;GO:0006281;GO:0006974;GO:0006283;GO:0006310;GO:0006284;GO:0006312;GO:1901987
7	GO:0006352;GO:0051123;GO:0070897;GO:0006367
8	GO:0034329
10	GO:0060070;GO:0016055;GO:0035567;GO:0045165;GO:0071300;GO:1904948;GO:0032526;GO:0009790;GO:0030111;GO:0060429;GO:0071542;GO:0061183;GO:0061054;GO:0001501;GO:0009887;GO:0060828;GO:0048729;GO:0043010;GO:0002088;GO:0051216;GO:0002009
11	GO:0006836;GO:0099643;GO:0007269;GO:0098916;GO:0007268;GO:0099537;GO:0099536;GO:0023061;GO:0032940;GO:0045055;GO:0016079
12	GO:0031145;GO:0070979;GO:0051445;GO:0043161;GO:2000241;GO:0010498;GO:0000209;GO:0051321;GO:0006511;GO:0019941;GO:0043632;GO:0016567;GO:0007346;GO:0032446;GO:0051603;GO:0070647
13	GO:0046854;GO:0007169;GO:0046488;GO:0006661;GO:0008286;GO:0007167;GO:0043491;GO:0006650;GO:0046474
14	GO:0031114;GO:0000902;GO:0043244
15	GO:0045785;GO:0110011;GO:2001046
17	GO:0007601
19	GO:0006281;GO:0006974;GO:0006260;GO:0006261;GO:0006310;GO:0006302;GO:0071897;GO:1900262;GO:1900264;GO:0010212;GO:0090329;GO:0051052;GO:2000573;GO:0009314;GO:0000723;GO:0006284;GO:0006275;GO:0000077;GO:0016445;GO:0031570;GO:0000075;GO:0000725
20	GO:0000226
21	GO:2000819;GO:0070316;GO:0045023;GO:0006338;GO:0006325;GO:0045663;GO:0006289;GO:2000781;GO:0030071;GO:1902099;GO:0007091;GO:0044784;GO:0033045;GO:0000819;GO:0045661;GO:0051983;GO:0045739;GO:2000779;GO:0098813;GO:0033044;GO:2000045;GO:0045445;GO:0051054;GO:1902806;GO:0007059
22	GO:0016055;GO:0060070
23	GO:0140895;GO:0002752;GO:0002220;GO:0002224;GO:0002221;GO:0002758;GO:0034142;GO:0002218;GO:0002237;GO:0007249;GO:0071219;GO:0045089;GO:0071216;GO:0009617;GO:0002833;GO:0002831;GO:0002429;GO:0002768;GO:0045088;GO:0002757;GO:0031349;GO:0002764;GO:0140894;GO:0002253;GO:0043123;GO:0032103
24	GO:0000122
25	GO:0006302;GO:0010212;GO:0006281;GO:0000075;GO:0000077;GO:0044770;GO:0031570;GO:1901976;GO:2000001;GO:0010389;GO:0044818
28	GO:0006260;GO:0006261;GO:0006270;GO:0006275;GO:0090329;GO:0033260;GO:0044786;GO:0051052;GO:0000727;GO:0030174;GO:0000724;GO:0000725;GO:0006310
29	GO:1904851;GO:1904869;GO:1904871;GO:0070203;GO:0070202;GO:1904867;GO:1903405;GO:1904816;GO:1990173;GO:1904874;GO:1904814;GO:0070200
30	GO:0006974;GO:0006281;GO:0036297;GO:0006310;GO:0006302;GO:0140527;GO:0007131;GO:0035825;GO:0000724;GO:0000725;GO:0007127
31	GO:0042744;GO:0006354;GO:0006368;GO:0042743;GO:0015671
32	GO:0050852;GO:0050851
33	GO:0000278;GO:0044772;GO:0044770;GO:1903047;GO:0044843;GO:0000082;GO:0000086;GO:0044839;GO:0007346;GO:1904029;GO:0010389;GO:1901987;GO:1901990;GO:0000079
34	GO:0031124;GO:0031123;GO:0180012;GO:0180010;GO:0006388
35	GO:0035329
36	GO:0045746
37	GO:0019221;GO:0097696;GO:0071345;GO:0034097;GO:1901652
