go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.002732     878 annotations READ: go_slim_results_R1_string_0.3.txt 
115 IDs in all associations
func_module_number	
3	GO:0006457
4	GO:0002376
6	GO:0006629
7	GO:0050789;GO:0048511;GO:0050896
13	GO:0050789;GO:0006260
14	GO:0050789
15	GO:0032502
17	GO:0002376;GO:0001775;GO:0050789;GO:0001816
18	GO:0022607;GO:0050789;GO:0006457
21	GO:0009057;GO:0006508
24	GO:0006281;GO:0002376;GO:0006266
25	GO:0006119;GO:0022900
27	GO:0050789
36	GO:0050789;GO:0050896;GO:0007155
38	GO:0050789;GO:0050896
43	GO:0051179;GO:0050789
44	GO:0051234;GO:0051641
49	GO:0006260;GO:0006281;GO:0065009;GO:0050789;GO:0009059
54	GO:0065008;GO:0050789
57	GO:0009057;GO:0006508
58	GO:0006281;GO:0036211
59	GO:0032501;GO:0032502
64	GO:0050896
67	GO:0006281;GO:0007059;GO:0050789;GO:0051276
70	GO:0050789;GO:0050896
72	GO:0002376;GO:0050789;GO:0050896
73	GO:0032501;GO:0050789;GO:0032502;GO:0050896
74	GO:0016043;GO:0050789;GO:0032502
76	GO:0006996
82	GO:0036211
87	GO:0050789
88	GO:0050789
89	GO:0002376;GO:0001775;GO:0050789
92	GO:0050789;GO:0046903;GO:0009914
95	GO:0065003;GO:0007005
99	GO:0006351
100	GO:0050789
109	GO:0009117;GO:0050896;GO:0050789;GO:0032501;GO:0006112
111	GO:0050789
112	GO:0006281;GO:0032392;GO:0050789;GO:0006260
116	GO:0006082;GO:0045333;GO:0006139;GO:0006793;GO:0006790;GO:0043603
122	GO:0065003;GO:0050789;GO:0051641
126	GO:0016043;GO:0050789
127	GO:0050789;GO:0032502;GO:0050896
130	GO:0036211
131	GO:0050789;GO:0009308
134	GO:0002376;GO:0036211;GO:0032502;GO:0050896;GO:0050789;GO:0044419;GO:0006793;GO:0001775
135	GO:0002376;GO:0036211;GO:0050896;GO:0050789;GO:0044419;GO:0006793;GO:0001775
136	GO:0008283;GO:0050789
139	GO:0050789;GO:0032502
141	GO:0006281;GO:0007059;GO:0051276;GO:0065003
142	GO:0022414;GO:0006281
145	GO:0016070;GO:0006396
146	GO:0032501;GO:0050896
147	GO:0016043
149	GO:0050789;GO:0043500
151	GO:0065009;GO:0044419;GO:0050789;GO:0050896
154	GO:0050789;GO:0050896
155	GO:0006066;GO:0006082;GO:0045333;GO:0044238
156	GO:0006351;GO:0050789;GO:0050896
163	GO:0006260;GO:0006281;GO:0050789;GO:0009059;GO:0016070
164	GO:0051640;GO:0022607;GO:0050789;GO:0051234;GO:0006996
168	GO:0050789
169	GO:0051276;GO:0050789
171	GO:0050789
172	GO:0006996
173	GO:0006082;GO:0032502
174	GO:0002376;GO:0050789;GO:0050896
176	GO:0050789;GO:0032502
180	GO:0002376;GO:0050789;GO:0051606
184	GO:0022414;GO:0007059;GO:0000280;GO:0050789;GO:0007049;GO:0051276
187	GO:0050896
188	GO:0006811;GO:0050789;GO:0050896
192	GO:0002376;GO:0040011;GO:0050789;GO:0050896
196	GO:0002376;GO:0050789;GO:0001816;GO:0050896
202	GO:0032502
208	GO:0009057;GO:0006508
214	GO:0002376;GO:0001775;GO:0050789;GO:0032502
216	GO:0022414;GO:0065009;GO:0050789;GO:0032502
219	GO:0002376;GO:0036211;GO:0001816;GO:0032502;GO:0050896;GO:0008283;GO:0050789;GO:0044419;GO:0006793;GO:0001775
220	GO:0036211;GO:0050789;GO:0006793
221	GO:0065008;GO:0032501
222	GO:0002376;GO:0050789;GO:0006793;GO:0001775;GO:0006629
228	GO:0032501;GO:0032502
231	GO:0045229;GO:0043062
234	GO:0006259;GO:0050789;GO:0009059;GO:0051276
245	GO:0044419;GO:0002376;GO:0050896
247	GO:0002376;GO:0001816;GO:0050896;GO:0050789;GO:0044419
250	GO:0002376;GO:0050789
253	GO:0002376;GO:0050789;GO:0044419;GO:0050896
255	GO:0016043
256	GO:0016043;GO:0050789;GO:0009059;GO:0016070
262	GO:0050789;GO:0032502
266	GO:0006281;GO:0002376;GO:0050789;GO:0006260
268	GO:0032501
276	GO:0050789
284	GO:0050789;GO:0050896
286	GO:0015031
291	GO:0009057;GO:0006508
294	GO:0006281;GO:0050789
297	GO:0006281;GO:0009059
298	GO:0050789;GO:0032502
299	GO:0006810;GO:0051640;GO:0061024;GO:0006997;GO:0051641
302	GO:0036211
305	GO:0036211
306	GO:0022607;GO:0050789;GO:0007155
308	GO:0036211;GO:0032502;GO:0008283;GO:0050789;GO:0006793
311	GO:0036211;GO:0050789
320	GO:0050877;GO:0050896
321	GO:0050789;GO:0050896
322	GO:0050789
330	GO:0050896
334	GO:0036211
345	GO:0006629;GO:0006793
