func_module_number	go_slim_pir
1	GO:0044419;GO:0050896;GO:0001816;GO:0001775;GO:0002376;GO:0050789
2	GO:0022900;GO:0009117;GO:0006119
3	GO:0051276;GO:0000375;GO:0016070;GO:0042254;GO:0006259
4	GO:0051276;GO:0007049;GO:0000280;GO:0007059;GO:0050789
5	GO:0006260;GO:0007049;GO:0009059;GO:0006281;GO:0032392;GO:0050789
6	GO:0006412
7	GO:0065003;GO:0006396;GO:0016070;GO:0042254
8	GO:0050789;GO:0006457
9	GO:0006412
10	GO:0065009;GO:0050789
12	GO:0006508;GO:0009057
13	GO:0006396;GO:0016070
14	GO:0006520
15	GO:0050789;GO:0050896;GO:0002376;GO:0044419
18	GO:0006629;GO:0006066
24	GO:0050896;GO:0050789
27	GO:0065009;GO:0051179
31	GO:0051276;GO:0007059;GO:0000280
34	GO:0002376;GO:0001775;GO:0050789
35	GO:0006996
39	GO:0065003;GO:0002376;GO:0050789
45	GO:0050896;GO:0044419
46	GO:0015931;GO:0051641
51	GO:0050789
72	GO:0044419;GO:0050896;GO:0040011;GO:0002376;GO:0050789
99	GO:0050789
157	GO:0050789;GO:0006259
182	GO:0051276
230	GO:0050789
233	GO:0050789;GO:0006259;GO:0032392
