go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.004881     827 annotations READ: go_slim_results_M1_string_0.5.txt 
97 IDs in all associations
func_module_number	
2	GO:0050789;GO:0051641;GO:0065003
5	GO:0065003;GO:0051276;GO:0007059;GO:0000280;GO:0050789
7	GO:0007005;GO:0065003
8	GO:0050789;GO:0065009
10	GO:0006508;GO:0022607;GO:0009057;GO:0050789;GO:0036211
11	GO:0050789
14	GO:0050789;GO:0032502
18	GO:0006793;GO:0006790;GO:0006139;GO:0045333;GO:0006082;GO:0043603
23	GO:0050789;GO:0006629;GO:0006793
26	GO:0006508;GO:0036211;GO:0009057
28	GO:0050789;GO:0009117
35	GO:0031647
46	GO:0050789
52	GO:0050789;GO:0032501;GO:0050896;GO:0032502
56	GO:0050789;GO:0001775;GO:0002376;GO:0032502
57	GO:1902600
59	GO:0050789
60	GO:0006119;GO:0022900
61	GO:0032501;GO:0065008;GO:0032502
63	GO:0050896;GO:0050789
67	GO:0001816;GO:0050896;GO:0050789;GO:0002376
68	GO:0050789
70	GO:0050789
71	GO:0051604;GO:0006457
73	GO:0001816;GO:0065009;GO:0050789;GO:0036211;GO:0002376
74	GO:0006996
77	GO:0050789;GO:0006281;GO:0006260
79	GO:0050896;GO:0001816;GO:0050789;GO:0044419;GO:0002376
80	GO:0051604;GO:0006457
84	GO:0022607;GO:0006996
85	GO:0050789;GO:0006281;GO:0007059;GO:0051276
86	GO:0006793;GO:0032502;GO:0050789;GO:0036211;GO:0050896
88	GO:0043062;GO:0045229
92	GO:0032501;GO:0032502
93	GO:0006811
95	GO:0044419;GO:0050789;GO:0065009;GO:0050896;GO:0002376
96	GO:0007155;GO:0051179
97	GO:0050789
100	GO:0050789
102	GO:0050896;GO:0008152
103	GO:0022607
112	GO:0002376;GO:0008283;GO:0065009;GO:0050789;GO:0001775;GO:0050896
120	GO:0006508;GO:0036211;GO:0009057
121	GO:0006281;GO:0009059;GO:0006260
124	GO:0050789;GO:0016043;GO:0032502
126	GO:0051234;GO:0051641
127	GO:0006508;GO:0009057
128	GO:0050789
130	GO:0050789;GO:0006351;GO:0050896;GO:0032502
131	GO:0050789;GO:0006281;GO:0032392;GO:0006260
134	GO:0050789;GO:0022414;GO:0032502
136	GO:0050789;GO:0016043
137	GO:0006351
138	GO:0006281;GO:0009059;GO:0002376;GO:0032502
139	GO:0007155;GO:0050789
146	GO:0044419;GO:0006793;GO:0050896;GO:0008283;GO:0032502;GO:0050789;GO:0036211;GO:0001775;GO:0002376
150	GO:0050789;GO:0050896;GO:0032502
152	GO:0002376
153	GO:0050789;GO:0016043;GO:0032502
154	GO:0050789;GO:0050896
161	GO:0016043
164	GO:0050789
170	GO:0048511;GO:0050789;GO:0050896
173	GO:0050789;GO:0050896;GO:0002376
174	GO:0050789;GO:0050896
176	GO:0050789;GO:0050896
186	GO:0050789
188	GO:0050789
189	GO:0006281
200	GO:0050789;GO:0050896
207	GO:0006629;GO:0006793
208	GO:0050789
215	GO:0050789;GO:0006281
216	GO:0050789;GO:0050896;GO:0002376
220	GO:0006351
239	GO:0050789
242	GO:0032502
243	GO:0050789;GO:0036211
245	GO:0050789
266	GO:0050789;GO:0036211;GO:0050896;GO:0006793
267	GO:0050789
269	GO:0016070;GO:0006396
274	GO:0050789
279	GO:0022414;GO:0006281
286	GO:0006281
287	GO:0002376;GO:0001816;GO:0008283;GO:0032502;GO:0050789;GO:0001775;GO:0050896
291	GO:0015031
297	GO:0050789;GO:0050896;GO:0001816
319	GO:0050789;GO:0016043;GO:0032502
321	GO:0050789;GO:0036211;GO:0050896;GO:0006793
331	GO:0044419;GO:0050896
366	GO:0050789
405	GO:0050789
425	GO:0016192;GO:0051641
446	GO:0050789;GO:0051234;GO:0006996;GO:0051640
451	GO:0032502
