func_module_number	lst
3	GO:0006493;GO:0006486;GO:0043413
4	GO:0006821;GO:0006820;GO:0015698;GO:1902476;GO:0098656;GO:0098661
5	GO:0046513;GO:0006672;GO:0030148;GO:0046467;GO:0006665;GO:0043604;GO:0006643;GO:0046520;GO:0046512
6	GO:0042445;GO:0008202;GO:0010817;GO:0052695;GO:0019585;GO:0006063;GO:0032787;GO:0008210;GO:0043436;GO:0006082;GO:0019752;GO:0006805;GO:0071466;GO:0008209;GO:0009410;GO:0001523;GO:0016101;GO:0006720;GO:0006721;GO:0120178;GO:0006694
7	GO:0097006;GO:0034368;GO:0034369;GO:0034367;GO:0071827;GO:0030301;GO:0071825;GO:0015918;GO:0034375;GO:0010876;GO:0034370;GO:0034372;GO:0006869;GO:0033344;GO:0034381;GO:0043691;GO:0042632;GO:0055092;GO:0046486;GO:0006641;GO:0015914;GO:0015850;GO:0033700;GO:1905952;GO:0055088;GO:0006639;GO:0006638;GO:0032371;GO:0032374;GO:0070328;GO:0055090
8	GO:0045332;GO:0034204;GO:0097035
9	GO:0008544;GO:0018149
10	GO:0006644;GO:0006650;GO:0046486;GO:0046470;GO:0046475;GO:0046471;GO:0009395;GO:0006690;GO:0046337;GO:0033559;GO:0046503;GO:0018904;GO:0019369;GO:0008610;GO:0036151;GO:0016042;GO:0001676;GO:0006631;GO:0006662;GO:0046485;GO:0120254;GO:0045017;GO:0046474
11	GO:0030322;GO:0071805;GO:0006813
12	GO:0006506;GO:0006505;GO:0180046;GO:0009247;GO:0006664
13	GO:0060271;GO:0044782
14	GO:0070588;GO:0006816;GO:0030001;GO:0006812;GO:0098662;GO:0098655;GO:0098660;GO:0034220;GO:0098703;GO:1902656;GO:0070509;GO:0097553;GO:1901385;GO:0098659;GO:0099587;GO:0051924;GO:1903169;GO:0061577;GO:1904062;GO:1901387
15	GO:0016338;GO:0070830;GO:0120192;GO:0120193;GO:0043297
16	GO:0010257;GO:0032981;GO:0006120;GO:0042776;GO:0015986;GO:0033108;GO:0097250;GO:0006754;GO:0009206;GO:0009145;GO:0009201;GO:0042773;GO:0042775
17	GO:0006665;GO:0006643;GO:0006672;GO:0030148;GO:0046467;GO:0046513;GO:0043603;GO:0043604
18	GO:0030198;GO:0043062;GO:0045229;GO:0030199;GO:0097435
19	GO:0046486;GO:0006638;GO:0006639;GO:0045017;GO:0046473;GO:0006654;GO:0008610;GO:0046339;GO:0006644;GO:0006650;GO:0008654;GO:0046474
20	GO:0032543
21	GO:0007035;GO:1902600;GO:0051452;GO:0051453;GO:0030641;GO:0006885;GO:0007042;GO:0015986;GO:0006754;GO:0009145;GO:0009206;GO:0035751;GO:0009201;GO:0016241;GO:0009142;GO:0048388;GO:0061795;GO:0009152
22	GO:0016567;GO:0032446;GO:0070647;GO:0043687;GO:0051603
23	GO:0048753;GO:0032438;GO:0033059;GO:0072384;GO:0043473;GO:0062196;GO:0051036;GO:0010970;GO:0060155;GO:0099111;GO:0030705;GO:0097494;GO:0099514;GO:0099517;GO:0048490
24	GO:0006694;GO:0016125;GO:1901617;GO:0008202;GO:0008610;GO:1901615
25	GO:0016073;GO:0016180;GO:0034243;GO:0032784
26	GO:0031145;GO:0070979;GO:0051445;GO:2000241;GO:0051321;GO:0007346;GO:0043161;GO:0007091;GO:0044784;GO:0000209;GO:0033045;GO:0010498;GO:0051983;GO:0019953;GO:0070647
27	GO:1990349
28	GO:0046488;GO:0006650;GO:0046486;GO:0006644;GO:0006661;GO:0046474;GO:0045017;GO:0008654;GO:0046856;GO:0090407;GO:0008610;GO:0046839
29	GO:0032543;GO:0140053;GO:0006412
30	GO:0006888;GO:0048193;GO:0090114;GO:0006900;GO:0006901;GO:0048207;GO:0048208
31	GO:0055086;GO:0006753;GO:0009117;GO:0052652;GO:0009187;GO:0009259;GO:0019693;GO:0006163;GO:0009150;GO:0009190;GO:0072521;GO:0009165;GO:0006164;GO:0009152;GO:1901293;GO:0009260;GO:0046390;GO:0072522;GO:1901137;GO:1901292;GO:0090407;GO:0006171;GO:0046058;GO:0046434;GO:0034655;GO:0046068;GO:0009167
32	GO:0071805;GO:0006813;GO:0098662;GO:0098655;GO:0098660;GO:0034220;GO:0030001;GO:0006812;GO:1901379;GO:0001508;GO:0043266;GO:0042391
33	GO:0006805;GO:0006749;GO:0071466;GO:0009410;GO:0120254;GO:0006690;GO:0019752;GO:0043436;GO:0006082;GO:0032787;GO:0001676;GO:0033559;GO:0006631;GO:0006575;GO:0019373;GO:0042178;GO:0019369;GO:0006721;GO:0006790;GO:0006720
34	GO:0007271;GO:0035094;GO:0099536;GO:0098916;GO:0007268
35	GO:0006123;GO:0006119;GO:0009060;GO:0045333;GO:0019646
36	GO:0042254;GO:0016072;GO:0006364;GO:0022613;GO:0042274;GO:0030490;GO:0000462;GO:0034475;GO:0000460;GO:0071027;GO:0071025;GO:0031126;GO:0000466;GO:0034472
