func_module_number	lst
1	GO:0006119;GO:0042773;GO:0042775;GO:0009060;GO:0019646
2	GO:0032446;GO:0043687;GO:0070647;GO:0045116;GO:0043161;GO:0006511;GO:0019941;GO:0043632;GO:0051603
5	GO:0018205
11	GO:0006334;GO:0034728;GO:0006325;GO:0065004;GO:0071824;GO:0061644;GO:0006338;GO:0071168;GO:0071459
14	GO:0016567;GO:0032446;GO:0043687;GO:0070647;GO:0006511;GO:0019941;GO:0043632;GO:0051603;GO:0043161;GO:0010498;GO:0032465;GO:0051256;GO:0000022;GO:0051255;GO:0051302;GO:0051231;GO:0007088;GO:1901970;GO:1903490;GO:0051783
16	GO:0006325
18	GO:0003012
19	GO:0150105;GO:0090557;GO:1902414
20	GO:0000226
23	GO:0045739;GO:0006282;GO:0051054;GO:0051052;GO:0080135;GO:0006281;GO:0006302;GO:1904507
33	GO:0007178;GO:0141091;GO:0090092;GO:0007167;GO:0060391;GO:0060390;GO:0060395;GO:0090100;GO:0071363;GO:0070848;GO:0032924;GO:0007179;GO:0071560;GO:0071559;GO:0030509;GO:0071773;GO:0071772;GO:0032925;GO:0035295;GO:0001568;GO:0030334;GO:0001944;GO:0072359;GO:0035239;GO:0008285;GO:0048514;GO:0010717;GO:0050678;GO:0032927;GO:0060485;GO:0001837;GO:0090287;GO:0050673;GO:0003231;GO:0060840;GO:0010718;GO:0003206;GO:0003208;GO:0048646;GO:0030336;GO:0055010;GO:0062043;GO:0003205;GO:2000146
39	GO:0010212;GO:0044818;GO:0010972;GO:1902750;GO:2000001;GO:0070536;GO:0010389;GO:0007095;GO:1902749;GO:0000077;GO:0000086
