go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.006394     829 annotations READ: go_slim_results_M1_string_0.1.txt 
108 IDs in all associations
func_module_number	
1	GO:0050789
3	GO:0001775;GO:0050896;GO:0044419;GO:0032502;GO:0036211;GO:0006793;GO:0008283;GO:0002376;GO:0050789
6	GO:0051641;GO:0050789;GO:0065003
8	GO:0032501;GO:0032502
11	GO:0050896;GO:0044419;GO:0001816;GO:0065009;GO:0002376;GO:0050789
12	GO:0065003;GO:0050789;GO:0007059
14	GO:0045229;GO:0043062
18	GO:0050789;GO:0032501;GO:0032502
19	GO:0032502
20	GO:0050789;GO:0006281;GO:0016043
22	GO:0050789
27	GO:0050789
28	GO:0051604;GO:0006457;GO:0031647
30	GO:0050789
31	GO:0050789;GO:0009117
32	GO:0040007;GO:0006949
33	GO:0006793;GO:0006520;GO:0006082
35	GO:0065003;GO:0007005
37	GO:0050896;GO:0044419;GO:0036211;GO:0001816;GO:0065009;GO:0002376;GO:0050789
38	GO:0050789
41	GO:0065008;GO:0032501
42	GO:0001775;GO:0002376;GO:0050789
47	GO:0022607;GO:0050789;GO:0007155
55	GO:0050789;GO:0032501;GO:0032502
57	GO:0006351;GO:0050896;GO:0050789
61	GO:0001775;GO:0050896;GO:0032502;GO:0036211;GO:0006793;GO:0002376;GO:0050789
65	GO:0002376;GO:0050896;GO:0050789;GO:0001816
67	GO:0008283;GO:0050789
69	GO:0006996
72	GO:0008152
74	GO:0006119;GO:0022900
77	GO:0051179;GO:0050789
80	GO:0032501;GO:0050789;GO:0050896;GO:0032502
81	GO:1902600
86	GO:0050789;GO:0006281;GO:0051276;GO:0007059
87	GO:0032502;GO:0050789;GO:0007155
90	GO:0009057;GO:0006508
93	GO:0050789
98	GO:0009057;GO:0006508
99	GO:0050896;GO:0050789
100	GO:0051641;GO:0051234
112	GO:0051641;GO:0051640;GO:0006810;GO:0022411;GO:0006996
114	GO:0040011;GO:0002376;GO:0050896;GO:0050789
115	GO:0045333;GO:0006790;GO:0006793;GO:0006139;GO:0006082;GO:0043603
119	GO:0032502
130	GO:0050789;GO:0006281;GO:0051276;GO:0006260
134	GO:0006351
137	GO:0050789
146	GO:0006793;GO:0043603;GO:0006629
147	GO:0002376;GO:0050896;GO:0050789;GO:0044419
151	GO:0036211
154	GO:0050896;GO:0050877
156	GO:0051179;GO:0022414;GO:0007049;GO:0000280;GO:0006997;GO:0022607;GO:0051276
157	GO:0009057;GO:0006508;GO:0036211
164	GO:0002376;GO:0009059;GO:0006281;GO:0006266
172	GO:0032392;GO:0006281;GO:0006260
174	GO:0050896;GO:0050789;GO:0032502
177	GO:0009059;GO:0006281;GO:0006260
187	GO:0050896;GO:0050789
199	GO:0006351;GO:0050896;GO:0050789
200	GO:0050896;GO:0016043
201	GO:0006281;GO:0022414
202	GO:0032502
206	GO:0006811
208	GO:0009057;GO:0006508;GO:0036211
216	GO:0065009;GO:0050789
218	GO:0050896;GO:0050789
223	GO:0050789;GO:0036211;GO:0006281
225	GO:0050789;GO:0036211
226	GO:0016043;GO:0050789;GO:0032502
234	GO:0050789
248	GO:0016070;GO:0006396
252	GO:0050789
254	GO:0051703;GO:0032501
255	GO:0050896;GO:0050789
257	GO:0050789;GO:0032502
282	GO:0036211
288	GO:0006520;GO:0006082
301	GO:0050896;GO:0050789;GO:0036211
303	GO:0006351
320	GO:0001775;GO:0002376
324	GO:0050789
338	GO:0050789
347	GO:0050789
350	GO:0009308
351	GO:0009117
353	GO:0006281
364	GO:0065003
376	GO:0032501;GO:0050789;GO:0002376;GO:0032502
377	GO:0050789;GO:0032502
399	GO:0050789
407	GO:0002376;GO:0050896;GO:0044419
425	GO:0022607
427	GO:0050789
491	GO:0050789
493	GO:0050896;GO:0050789
520	GO:0032501;GO:0032502
525	GO:0009057;GO:0006508
556	GO:0032502;GO:0016043
558	GO:0022607;GO:0050789
623	GO:0006996
624	GO:0006793;GO:0006629
642	GO:0050896;GO:0050789
648	GO:0006259;GO:0065009;GO:0009059;GO:0050789
671	GO:0016192;GO:0051641
701	GO:0050789
721	GO:0009117;GO:0006281;GO:0006304
