go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.006245     792 annotations READ: go_slim_results_M1_string_0.9.txt 
91 IDs in all associations
func_module_number	
2	GO:0006508;GO:0009057;GO:0022607;GO:0036211;GO:0050789
4	GO:0006119;GO:0022900
5	GO:0006281;GO:0022414;GO:0000280;GO:0007059
10	GO:0051640;GO:0006810;GO:0051641
13	GO:0050877;GO:0006811;GO:0050896
14	GO:0006281;GO:0009059;GO:0036211
15	GO:0006457;GO:0051604;GO:0022607;GO:0050896
19	GO:0009059;GO:0002376;GO:0022607;GO:0050789;GO:0006281;GO:0051276;GO:0006266
22	GO:0050789
25	GO:0050789;GO:0050896
27	GO:0045333;GO:0044238;GO:0022900
35	GO:0050789
37	GO:0002376;GO:0040011;GO:0050789;GO:0008283
42	GO:0050789;GO:0050896
43	GO:0050896;GO:0002376;GO:0036211;GO:0006793;GO:0050789;GO:0001775
44	GO:0050896;GO:0002376;GO:0050789;GO:0001816;GO:0065009;GO:0044419
45	GO:0036211;GO:0050789
46	GO:0016043
47	GO:0032502;GO:0032501;GO:0050789;GO:0050896
49	GO:0050789;GO:0050896
50	GO:0050896;GO:0007155;GO:0002376;GO:0036211;GO:0006793;GO:0001775;GO:0050789;GO:0001816;GO:0032502;GO:0044419
51	GO:0032501;GO:0050789;GO:0022411;GO:0006281;GO:0032502
52	GO:0032502;GO:0050789;GO:0050896
56	GO:0006281;GO:0050789;GO:0006260
59	GO:0006281;GO:0050789;GO:0051276
61	GO:0050896;GO:0002376;GO:0050789;GO:0001816;GO:0065003
63	GO:0006351;GO:0050789;GO:0050896
64	GO:0050789
65	GO:0032502;GO:0016043;GO:0050789
68	GO:0006281;GO:0050789
70	GO:0050789;GO:0000280;GO:0051276;GO:0007059
72	GO:0006281;GO:0032392;GO:0006260
76	GO:0050789;GO:0065003;GO:0051641
77	GO:0006281;GO:0009059;GO:0006260
80	GO:0006351;GO:0050789;GO:0050896
81	GO:0036211
85	GO:0050789
87	GO:0050896;GO:0002376;GO:0050789;GO:0001816;GO:0044419
90	GO:0050896;GO:0002376;GO:0036211;GO:0006793;GO:0001775;GO:0050789;GO:0044419
92	GO:0002376;GO:0050789;GO:0050896
93	GO:0006457
95	GO:0050896
96	GO:0032502;GO:0050789
98	GO:0050789;GO:0050896
101	GO:0050789;GO:0007155
106	GO:0006508;GO:0006629;GO:0006793;GO:0009057
108	GO:0006996
109	GO:0050789;GO:0050896
110	GO:0016070;GO:0009059;GO:0016043
111	GO:0050896;GO:0002376;GO:0050789;GO:0065009;GO:0044419
113	GO:0050789
120	GO:0006139;GO:0006082;GO:0043603;GO:0006793;GO:0006790
121	GO:0051640;GO:0006997;GO:0051641;GO:0006810
123	GO:0002376;GO:0050789;GO:0040011;GO:0050896
126	GO:0006112;GO:0009059;GO:0036211;GO:0006793;GO:0050789;GO:0005976;GO:0008643
127	GO:0036211;GO:0050789
130	GO:0032501;GO:0050896
133	GO:0022607;GO:0050789;GO:0007155
134	GO:0050789
135	GO:0032502
136	GO:0050789
139	GO:0016043
140	GO:0065003
143	GO:0050789
147	GO:0065009;GO:0050789
148	GO:0009059;GO:0016043;GO:0050789;GO:0006259
150	GO:0032502;GO:0032501
151	GO:0007029;GO:0051641;GO:0051234
152	GO:0006508;GO:0009057
153	GO:0016070;GO:0009059
155	GO:0050789
157	GO:0065003
161	GO:0050789;GO:0001816;GO:0050896
162	GO:0050789;GO:0050896
164	GO:0050789;GO:0008283
166	GO:0006351
169	GO:0006396;GO:0016070
183	GO:0050789;GO:0050896
184	GO:0050789
197	GO:0007154;GO:1902600;GO:0050896
201	GO:0050789;GO:0050896
202	GO:0045229;GO:0043062
261	GO:0050878;GO:0050789;GO:0009117;GO:0032501
269	GO:0050789
272	GO:0032502
274	GO:0006351
276	GO:0050789;GO:0050896
277	GO:0050789
285	GO:0050789
286	GO:0016043
