func_module_number	go_slim_pir
4	GO:0006811
5	GO:0016043;GO:0007155
6	GO:0050896;GO:0002376;GO:0040011;GO:0050789
7	GO:0050896;GO:0002376;GO:0050789;GO:0001906
8	GO:0050896;GO:0050789
9	GO:0050896;GO:0032502;GO:0050789
10	GO:0002376;GO:0044419;GO:0001775;GO:0050896;GO:0006793;GO:0008283;GO:0050789;GO:0036211
11	GO:0050877
12	GO:0006805;GO:0042440;GO:0006082
18	GO:0016050;GO:0051641;GO:0016192;GO:0061024
20	GO:0042254;GO:0016070;GO:0006396;GO:0006412
23	GO:0009059;GO:0007005;GO:0006520;GO:0016070;GO:0065003
24	GO:0050896;GO:0050789
25	GO:0043062;GO:0045229
26	GO:0050896;GO:0007154;GO:0050789
28	GO:0009914;GO:0032502;GO:0050789;GO:0046903
29	GO:0006810;GO:0051641;GO:0022607;GO:0006996
30	GO:0016070;GO:0006412;GO:0050789
31	GO:0050877;GO:0050789;GO:0061024;GO:0065008;GO:0006811;GO:0007154
34	GO:0002376;GO:0044419;GO:0050896;GO:0001816;GO:0050789
35	GO:0032502
36	GO:0006629;GO:0006793
38	GO:0006629;GO:0006793;GO:0007155
39	GO:0043062;GO:0045229;GO:0009059;GO:0022607
41	GO:0006412
42	GO:0032502;GO:0006996;GO:0032501
43	GO:0006508;GO:0009057
44	GO:0050896;GO:0002376;GO:0044419;GO:0050789
45	GO:0043062;GO:0045229;GO:0050789
46	GO:0009059;GO:0006281;GO:0016070;GO:0050789;GO:0065003
47	GO:0050789
48	GO:0006836;GO:0016050;GO:0046903;GO:0016192;GO:0048284;GO:0022406;GO:0050789;GO:0061024;GO:0007154;GO:0051640
49	GO:0065008;GO:0061024;GO:0006869
50	GO:0022414;GO:0032501
52	GO:0050886;GO:0006936;GO:0065008
53	GO:0001816;GO:0002376;GO:0050789;GO:0001775
54	GO:0016043;GO:0015931;GO:0065008;GO:0050789;GO:0006811
55	GO:0001816;GO:0006351;GO:0050789
56	GO:0006810;GO:0051641
58	GO:0050896;GO:0043062;GO:0008152;GO:0022411;GO:0045229
59	GO:0016043;GO:0050789;GO:0032501;GO:0006869
60	GO:0043062;GO:0050789;GO:0045229;GO:0032502;GO:0051179;GO:0022607
61	GO:0043062;GO:0045229
62	GO:0050789
64	GO:0050896;GO:0043062;GO:0050789;GO:0045229;GO:0032502;GO:0007155
65	GO:0032502;GO:0006996;GO:0050789;GO:0065008
68	GO:0050896;GO:0002376;GO:0050789;GO:0001775
69	GO:0050896;GO:0051276;GO:0006259;GO:0050789
70	GO:0016070;GO:0006396;GO:0009057
72	GO:0051234;GO:0051641;GO:0050789
73	GO:0065003;GO:0006412
74	GO:0044419
79	GO:0050896;GO:0050878;GO:0050817;GO:0050789
80	GO:0050896;GO:0002376;GO:0044419;GO:0050789
87	GO:0050789
89	GO:0050789
90	GO:0050896;GO:0009914;GO:0032501;GO:0050789;GO:0015833;GO:0046903
93	GO:0050896;GO:0050789
94	GO:0022414;GO:0007059;GO:0006281
103	GO:0050789
106	GO:0002376;GO:0050789
107	GO:0002376;GO:0001775;GO:0050896;GO:0001816;GO:0008283;GO:0050789;GO:0032502
111	GO:0022900;GO:0006119
112	GO:0009117;GO:0022900;GO:0006119
119	GO:0050896
121	GO:0050896;GO:0050789;GO:0044419
129	GO:0006811
134	GO:0032501;GO:0006996;GO:0006810;GO:0051640;GO:0022607
142	GO:0016070;GO:0006396
143	GO:0051604;GO:0006457
144	GO:0006520;GO:0016070
147	GO:0051641;GO:0015931
160	GO:0006412;GO:0009057;GO:0016070;GO:0050789;GO:0065008
161	GO:0016070;GO:0050789;GO:0009057;GO:0065008
162	GO:0007005;GO:0007031;GO:0015031
163	GO:0006810;GO:0051641;GO:0061024;GO:0007005
165	GO:0050896;GO:0050789
166	GO:0019538;GO:0009059
167	GO:0009059;GO:0036211
176	GO:0050789
179	GO:0032502;GO:0016043;GO:0050789
194	GO:0006082;GO:0006520
195	GO:0006811
197	GO:0008150
212	GO:0006351;GO:0006281;GO:0050789;GO:0051276;GO:0006260
215	GO:0006412
226	GO:0050789
245	GO:0051604
247	GO:0016070;GO:0006396
265	GO:0050789
267	GO:0050896;GO:0050789;GO:0007155
270	GO:0065003;GO:0006354
271	GO:0050789
284	GO:0006996;GO:0007059;GO:0050789;GO:0031023;GO:0022607
291	GO:0006629
297	GO:0050896;GO:0007154;GO:0050789;GO:0065008
298	GO:0050896;GO:0050789
299	GO:0050896;GO:0048511;GO:0050789;GO:0006351
300	GO:0050896;GO:0050789
304	GO:0006139;GO:0043603;GO:0006629;GO:0006793;GO:0006790;GO:0006082
305	GO:0006520;GO:0006412;GO:0006082
315	GO:0006082;GO:0006091;GO:0005975;GO:0009117
318	GO:0050896;GO:0050789;GO:0007005
323	GO:0007154;GO:0050789;GO:0006811
327	GO:0016049;GO:0016043;GO:0050789
330	GO:0050896;GO:0051276;GO:0006810;GO:0051641
331	GO:0044085
332	GO:0006396;GO:0050789
342	GO:0036211
344	GO:0006281
365	GO:0065008
367	GO:0006810;GO:0051641;GO:0022607;GO:0006996
370	GO:0002376;GO:0050896;GO:0065009;GO:0006793;GO:0050789;GO:0036211
371	GO:0050896;GO:0016043;GO:0006811
375	GO:0016043
379	GO:0016043;GO:0032501
382	GO:0006281
384	GO:0051234;GO:0051641
385	GO:0016043
386	GO:0065003;GO:0048753;GO:0016192
387	GO:0022607;GO:0007033
388	GO:0016192
394	GO:0051276;GO:0050789;GO:0006281;GO:0006260
395	GO:0000280;GO:0006281;GO:0050789;GO:0051276;GO:0022414
397	GO:0051261;GO:0006996;GO:0051641;GO:0050789;GO:0065008;GO:0006810;GO:0051640
405	GO:0006508;GO:0050896;GO:0031647;GO:0009057;GO:0050789;GO:0036211
406	GO:0006520;GO:0006091;GO:0006082
407	GO:0006082
414	GO:0002376;GO:0001775;GO:0006281;GO:0050789;GO:0032502
415	GO:0050789
416	GO:0050789
417	GO:0006508;GO:0050789;GO:0009057
420	GO:0006082;GO:0006139;GO:0006793
421	GO:0050789
422	GO:0006793;GO:0009116
423	GO:0006082
425	GO:0050789;GO:0043500
432	GO:0050789;GO:0007155
435	GO:0006508;GO:0044419;GO:0007032;GO:0016192;GO:0009057;GO:0051641;GO:0050789;GO:0016032;GO:0061024;GO:0022411;GO:0022607
436	GO:0050896;GO:0050877
444	GO:0042254;GO:0016070;GO:0006396
445	GO:0042254;GO:0016070;GO:0006396
446	GO:0050896;GO:0006508;GO:0009057;GO:0015031
447	GO:0006508;GO:0015031;GO:0050896;GO:0009057;GO:0007029
449	GO:0032502;GO:0032501;GO:0050789
450	GO:0032502;GO:0032501;GO:0050789
451	GO:0006351;GO:0050896;GO:0065009;GO:0050789;GO:0032502;GO:0036211
452	GO:0050896;GO:0050789
456	GO:0050789
469	GO:0032502;GO:0050789;GO:0007155
470	GO:0016043;GO:0032502;GO:0050789;GO:0016049;GO:0040011
471	GO:0051258;GO:0032502;GO:0006996;GO:0050789
472	GO:0036211
473	GO:0016043;GO:0016192;GO:0051641;GO:0050789;GO:0051640
474	GO:0050896
477	GO:0050789
483	GO:0002376;GO:0001775;GO:0016192;GO:0006793;GO:0050789;GO:0032502;GO:0036211
484	GO:0002376;GO:0001775;GO:0050896;GO:0006793;GO:0036211;GO:0050789;GO:0007155
485	GO:0050789
488	GO:0016070;GO:0000375
489	GO:0016070;GO:0000375
491	GO:0016043
492	GO:0007049;GO:0006508;GO:0009057;GO:0050789;GO:0022414;GO:0036211
493	GO:0051258;GO:0006996
494	GO:0007155
498	GO:0065009;GO:0016043;GO:0050789;GO:0006811
503	GO:0006914;GO:1902600;GO:0050789;GO:0065008
504	GO:0043473
510	GO:0022607;GO:0007155
511	GO:0007155
512	GO:0008150
513	GO:0032502;GO:0006996;GO:0006936;GO:0022607
521	GO:0016043;GO:0050789
522	GO:0007049;GO:0065009;GO:0050789
523	GO:0051640;GO:0051234;GO:0007059;GO:0050789
524	GO:0050789;GO:0036211
529	GO:0006082;GO:0006629
530	GO:0006508;GO:0009057
532	GO:0015849
533	GO:0016070;GO:0006396
535	GO:0050789
536	GO:0006996;GO:0050789
538	GO:0016050;GO:0016192;GO:0061024;GO:0015031
539	GO:0016192;GO:0050789;GO:0046903;GO:0015031
540	GO:0006914;GO:0022607;GO:0007033
547	GO:0032502;GO:0016043;GO:0007155
551	GO:0016070;GO:0000375;GO:0050789
552	GO:0016070;GO:0000375
554	GO:0051604;GO:0050789;GO:0051641;GO:0006457
561	GO:0050789
562	GO:0065003;GO:0016050;GO:0048284;GO:0061024
569	GO:0006508;GO:0009057
571	GO:0006629;GO:0042445
572	GO:0006082
575	GO:0050789;GO:0006811
578	GO:0022406;GO:0051640;GO:0061024
581	GO:0051276;GO:0050789;GO:0006281
582	GO:0016070;GO:0000375;GO:0050789;GO:0065008
586	GO:0032501;GO:0065008
587	GO:0006629
589	GO:0006508;GO:0009057;GO:0036211
595	GO:0009117
597	GO:0050789
598	GO:0016192;GO:0016043;GO:0051640;GO:0051641
599	GO:0006508;GO:0016192;GO:0009057;GO:0015031
604	GO:0006996;GO:0036211
606	GO:0032502
608	GO:0050896;GO:0002376;GO:0044419;GO:0050789
609	GO:0002376;GO:0044419;GO:0050896;GO:0065009;GO:0001816;GO:0050789
612	GO:0050789;GO:0006793;GO:0036211
621	GO:0050896;GO:0050789
