func_module_number	go_slim_pir
2	GO:0050789
3	GO:0016070;GO:0006412;GO:0006396;GO:0050789
4	GO:0065003;GO:0000375;GO:0016070
5	GO:0036211
6	GO:0006520;GO:0009117;GO:0016070
7	GO:0006914;GO:0007033;GO:0022607;GO:0050789;GO:0050896;GO:0022411
8	GO:0006793;GO:0001775;GO:0032502;GO:0002376;GO:0016192;GO:0050789;GO:0050896;GO:0036211
9	GO:0022900;GO:0009117;GO:0006119
10	GO:0050896;GO:0051641;GO:0016192;GO:0050789
12	GO:0006412;GO:0042254
13	GO:0015031;GO:0007031;GO:0043170
15	GO:0031640;GO:0009117;GO:0006082;GO:0005975
16	GO:0050789
17	GO:0000280;GO:0051276;GO:0006508;GO:0007049;GO:0009057;GO:0050789;GO:0007059;GO:0036211
18	GO:0065003;GO:0051641;GO:0016192;GO:0050789
19	GO:0051641;GO:0016192
20	GO:0006811;GO:0065008;GO:0016043
21	GO:0050789;GO:0006508;GO:0009057
22	GO:0006914;GO:0051641;GO:0065008;GO:0061024;GO:1902600;GO:0007032;GO:0016192;GO:0007033;GO:0022607;GO:0044419;GO:0050789;GO:0016032;GO:0022411
23	GO:0016192;GO:0007005;GO:0046903;GO:0050789;GO:0001816;GO:0050896
25	GO:0002376;GO:0044419;GO:0050789;GO:0001816;GO:0050896
26	GO:0032502;GO:0016043;GO:0032501;GO:0050789;GO:0006281;GO:0007059
27	GO:0006996
28	GO:0050789
29	GO:0032502;GO:0040007
31	GO:0051640;GO:0051641;GO:0006810;GO:0022607;GO:0043473;GO:0048753
32	GO:0006996;GO:0065008;GO:0051261;GO:0050789
33	GO:0050789
34	GO:0050817;GO:0050878;GO:0051604;GO:0050789;GO:0050896
35	GO:0022607;GO:0007155
36	GO:0016070;GO:0006396;GO:0042254
37	GO:0006351;GO:0031647;GO:0006508;GO:0007049;GO:0009057;GO:0050789;GO:0050896;GO:0065009
38	GO:0006996;GO:0031023;GO:0050789;GO:0051258
39	GO:0009059;GO:0036211
40	GO:0016049;GO:0032502;GO:0016043;GO:0050789
41	GO:0032501;GO:0006869;GO:0016043;GO:0050789
42	GO:0050789;GO:0036211
43	GO:0032502;GO:0007155;GO:0050896;GO:0050789
44	GO:0007005;GO:0051641;GO:0006810;GO:0061024
45	GO:0009059
46	GO:0002376;GO:0044419;GO:0050789;GO:0050896;GO:0040011
47	GO:0051641;GO:0051234
48	GO:0050896;GO:0050789
49	GO:0065008;GO:0006793;GO:0050877;GO:0006811;GO:0007154;GO:0050789;GO:0036211
50	GO:0051604;GO:0042445;GO:0006508;GO:0043603
51	GO:0032501;GO:0032502;GO:0050896;GO:0050789
52	GO:0002376;GO:0001775;GO:0050789;GO:0008283
53	GO:0006793;GO:0050789;GO:0050896;GO:0065009;GO:0036211
54	GO:0032502;GO:0050877
55	GO:0006811
56	GO:0050896;GO:0050789
57	GO:0065008;GO:0042254;GO:0009057;GO:0006412;GO:0050789;GO:0016070
58	GO:0006996;GO:0032502;GO:0050789;GO:0051258
59	GO:0016070;GO:0006396;GO:0009057;GO:0042254
60	GO:0006457;GO:0051604
61	GO:0051640;GO:0016192;GO:0016043;GO:0022406
63	GO:0006811;GO:0065009;GO:0050789
64	GO:0006996;GO:0032502;GO:0032501
65	GO:0045229;GO:0032502;GO:0043062;GO:0050789;GO:0050896
66	GO:0006281;GO:0050789
67	GO:0016070;GO:0000375;GO:0050789
68	GO:0016043
69	GO:0009059;GO:0051276;GO:0006260;GO:0050789;GO:0006281
70	GO:0051640;GO:0016050;GO:0051641;GO:0061024;GO:0016192;GO:0048284;GO:0046903;GO:0006836;GO:0022406
71	GO:0050789
72	GO:0009059;GO:0006281;GO:0006260
73	GO:0032501;GO:0006811;GO:0065008;GO:0050789
74	GO:0007154;GO:0050789
75	GO:0051640;GO:0006266;GO:0051641;GO:0006810
76	GO:0036211
77	GO:0007155
78	GO:0016070;GO:0006396
79	GO:0006354
80	GO:0050789
81	GO:0051641;GO:0051234;GO:0050789
82	GO:0032502;GO:0050878;GO:0050789
83	GO:0065009;GO:0050789
84	GO:0032502;GO:0036211
85	GO:0032502;GO:0050789
86	GO:0006629;GO:0006793;GO:0051604
87	GO:0005976;GO:0006112
88	GO:0050896;GO:0050789;GO:0051604
89	GO:0006793;GO:0050789;GO:0050896;GO:0065009;GO:0036211
90	GO:0045229;GO:0008152;GO:0043062;GO:0050896;GO:0022411
91	GO:0043062;GO:0045229
94	GO:0006259;GO:0051276;GO:0050789
96	GO:0016070;GO:0050789;GO:0065008;GO:0009057
97	GO:0006629;GO:0043603
98	GO:0006996;GO:0032502;GO:0032989;GO:0022607
99	GO:0032501;GO:0032502;GO:0008655
100	GO:0002376;GO:0044419;GO:0050789;GO:0050896;GO:0065009
101	GO:0007154;GO:0065008;GO:0050789
