go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.008620   2,661 annotations READ: go_slim_results_K1_string_0.5.txt 
334 IDs in all associations
func_module_number	
1	GO:0006629;GO:0006082;GO:0006793;GO:0006662
2	GO:0006629;GO:0043603;GO:0006066
4	GO:0051641;GO:0051234
5	GO:0006629;GO:0006793
6	GO:0032501
7	GO:0006805;GO:0006629;GO:0006790;GO:0043603;GO:0050896;GO:0006082
8	GO:0036211
9	GO:0006996;GO:0022607
11	GO:0022414;GO:0008037
12	GO:0007005;GO:0061024;GO:0015031
13	GO:0006412
14	GO:0032502;GO:0036211
15	GO:0000375;GO:0051641;GO:0015931;GO:0016070
16	GO:0006811
17	GO:1902600;GO:0065008;GO:0009117
18	GO:0022414;GO:0006508;GO:0050789;GO:0036211;GO:0009057;GO:0007049
19	GO:0006629;GO:0043603
20	GO:0006412
21	GO:0036211
22	GO:0006996
23	GO:0006810
24	GO:0006936;GO:0065009;GO:0050789;GO:0006811
25	GO:0051641;GO:0065008;GO:0051640;GO:0043473;GO:0048753;GO:0006810
26	GO:0006629;GO:0042445;GO:0006066;GO:0006082
27	GO:0006805;GO:0006629;GO:0050896;GO:0042445;GO:0006082
28	GO:0006869;GO:0065008;GO:0061024
29	GO:0006508;GO:0009057
30	GO:0006811
31	GO:0051641;GO:0065008;GO:0006996;GO:0046903;GO:0007155;GO:0050877;GO:0050789;GO:0061024;GO:0050896;GO:0007154;GO:0022607;GO:0051703
32	GO:0006396;GO:0042254;GO:0016070;GO:0009057
33	GO:0065008;GO:0006811
34	GO:0022406;GO:0016192;GO:0046903;GO:0061024;GO:0051640;GO:0016050;GO:0048284;GO:0006836
35	GO:0051641;GO:0051234;GO:0006629;GO:0007031;GO:0006082
36	GO:0050789;GO:0006869;GO:0006629;GO:0065003;GO:0032501
37	GO:0050896;GO:0050789;GO:0007154
38	GO:0006508;GO:0009057;GO:0036211
40	GO:0006996;GO:0032502;GO:0050877;GO:0050789;GO:0032989;GO:0006936;GO:0050879;GO:0022607
41	GO:0045229;GO:0043062
42	GO:0006914;GO:0044419;GO:0016192;GO:0007032;GO:0006508;GO:0061024;GO:0009057;GO:0016032;GO:0022607;GO:0015031
43	GO:0032502;GO:0050896;GO:0050789;GO:0032501
44	GO:0006629;GO:0006793
45	GO:0006119;GO:0022900
46	GO:0006396;GO:0050789;GO:0006354
47	GO:0016192;GO:0051641;GO:0016050;GO:0061024
48	GO:0016043;GO:0032502;GO:0050789;GO:0050896;GO:0032501
49	GO:0006412;GO:0065003;GO:0044085
50	GO:0044419;GO:0032502;GO:0050789;GO:0036211;GO:0050896;GO:0008283;GO:0001775;GO:0006793;GO:0002376
51	GO:0051641;GO:0015931
52	GO:0065008;GO:0050789;GO:0008015;GO:0006936;GO:0006811
53	GO:0006119;GO:0009117;GO:0065003;GO:0007005;GO:0022900
54	GO:0016192;GO:0007030;GO:0015031
55	GO:0006811
56	GO:0006508;GO:0051604
57	GO:0009057;GO:0065008;GO:0016070;GO:0050789
58	GO:0016043;GO:0007155
59	GO:0015031
60	GO:0050789
61	GO:0065008;GO:0016192;GO:0050789;GO:0007154;GO:0015031
62	GO:0006996;GO:0022607;GO:0050789
63	GO:0006508;GO:0009057
64	GO:0001906;GO:0050789;GO:0065003;GO:0050896;GO:0001775;GO:0002376
65	GO:0006091;GO:0006082;GO:0005975;GO:0009117
66	GO:0006396;GO:0042254;GO:0016070
67	GO:0065009;GO:0050789;GO:0007049
68	GO:0016192;GO:0051641
69	GO:0051641;GO:0006810
70	GO:0051641;GO:0006810;GO:0000280;GO:0051640;GO:0007059;GO:0007049;GO:0051276
71	GO:0050789
72	GO:0006508;GO:0009057
73	GO:0006629;GO:0051604;GO:0006793
74	GO:0000375;GO:0016070
76	GO:0032502;GO:0050789
77	GO:0006281;GO:0007059;GO:0050789;GO:0051276
78	GO:0050896;GO:0050789
79	GO:0032501;GO:0050789;GO:0032502
80	GO:0031647;GO:0051604;GO:0050896;GO:0006457
81	GO:0051604;GO:0006457
82	GO:0022414;GO:0000280;GO:0007059;GO:0022607;GO:0007049;GO:0051276
83	GO:0032502;GO:0050896;GO:0050789
84	GO:0006508;GO:0050789;GO:0009057;GO:0050896;GO:0015031
85	GO:0006629;GO:0051604;GO:0006793
86	GO:0006996;GO:0022607;GO:0031023;GO:0050789
87	GO:0015791;GO:0008643;GO:0042044
89	GO:0008150
90	GO:0051641;GO:0006996;GO:0051640;GO:0022607;GO:0006810
91	GO:0006996;GO:0065003
92	GO:0006790;GO:0006082;GO:0006066;GO:0009117
93	GO:0016043;GO:0022406;GO:0016192;GO:0046903;GO:0051640
94	GO:0009117
95	GO:0009117
96	GO:0006936;GO:0032502
97	GO:0000375;GO:0016070
98	GO:0050896;GO:0050789
99	GO:0051606;GO:0006811;GO:0050789;GO:0007154
100	GO:0051641;GO:0051234
101	GO:0005976;GO:0006112
102	GO:0006112;GO:0050789;GO:0036211;GO:0009059;GO:0005976;GO:0006793
103	GO:0006351
104	GO:0006996;GO:0050789;GO:0051258
105	GO:0008152
106	GO:0016043;GO:0016049;GO:0032502;GO:0050789
107	GO:0007155;GO:0022607
108	GO:0050789
109	GO:0065003
110	GO:0051641;GO:0065003
111	GO:0006281;GO:0016043;GO:0050789
112	GO:0006281;GO:0050789
113	GO:0016043;GO:0032502;GO:0065009;GO:0050789
114	GO:0050789;GO:0002376
115	GO:0016192
116	GO:0016192;GO:0048753;GO:0022607
117	GO:0044419;GO:0050789;GO:0050896;GO:0001816;GO:0002376
118	GO:0016070;GO:0006520
119	GO:0036211
120	GO:0006281;GO:0006260;GO:0032392
121	GO:0044419;GO:0016192;GO:0050789;GO:0050896;GO:0008037;GO:0002376
122	GO:0006865;GO:0015849
123	GO:0032502;GO:0050789;GO:0045229;GO:0043062;GO:0051179;GO:0022607
124	GO:0006996;GO:0050789;GO:0007049
125	GO:0051641;GO:0050789;GO:0051234
126	GO:0065008;GO:0007005;GO:0050789;GO:0061024
127	GO:0016070;GO:0043412
128	GO:0006629;GO:0006082
129	GO:0006629;GO:0006805;GO:0050896;GO:0006082
130	GO:0006790;GO:0043603;GO:0006139;GO:0006793;GO:0006082
131	GO:0006869;GO:0051641;GO:0007031;GO:0015849
132	GO:0065003;GO:0007005
134	GO:0006396;GO:0016070
135	GO:0006811
136	GO:0006396;GO:0016070
137	GO:0051234;GO:0000280;GO:0051640;GO:0007059;GO:0051276
138	GO:0001816;GO:0050896;GO:0050789
139	GO:0006790;GO:0043603;GO:0006139;GO:0006793;GO:0006082
140	GO:0050789;GO:0036211
141	GO:0006996
142	GO:0015031
143	GO:0006936;GO:0065009;GO:0050789;GO:0006811
144	GO:0000375;GO:0016070
145	GO:0000375;GO:0016070
146	GO:0007049
148	GO:0042180;GO:0006351;GO:0050789;GO:0048511;GO:0050896
149	GO:0050896
150	GO:0016043;GO:0050789
151	GO:0016043;GO:0032502;GO:0050789;GO:0032501
152	GO:0065003;GO:0007059;GO:0051276
153	GO:0006508;GO:0009057;GO:0036211
154	GO:0006508;GO:0051604
155	GO:0006281
156	GO:0006629;GO:0043603
158	GO:0050877
159	GO:0006508;GO:0009057
160	GO:0006996;GO:0051258
161	GO:0016192;GO:0046903;GO:0050789;GO:0007154;GO:0006836
162	GO:0007155;GO:0032502;GO:0050789;GO:0002376
163	GO:0045229;GO:0007155;GO:0050789;GO:0043062
164	GO:0065008;GO:0006396;GO:0016070;GO:0050789;GO:0009057
165	GO:0000375;GO:0016070
166	GO:0006412;GO:0051641;GO:0051234
167	GO:0006412;GO:0044085
168	GO:0065008;GO:0040011;GO:0050789;GO:0050896;GO:0002376
169	GO:0065008;GO:0065009;GO:0050789;GO:0032501
170	GO:0016192;GO:0046903;GO:0009914;GO:0050789;GO:0050886;GO:0015833
171	GO:0065008;GO:0050789;GO:0040011;GO:0006936;GO:0065009;GO:0050896;GO:0002376
172	GO:0050789;GO:0006354
173	GO:0065003;GO:0006351
174	GO:0007155
175	GO:0022607
177	GO:0050789
178	GO:0050789;GO:0065009;GO:0008283;GO:0001775;GO:0002376
179	GO:0015669;GO:0008152
180	GO:0006396;GO:0016070;GO:0050789;GO:0065003;GO:0044085
181	GO:0015849
182	GO:0006949
183	GO:0032501;GO:0022414
184	GO:0045229;GO:0008152;GO:0043062
185	GO:0006914;GO:0050896;GO:0050789
186	GO:0006914;GO:0022607;GO:0007033;GO:0050896
187	GO:0032502
188	GO:0065009;GO:0050789
189	GO:0050877
191	GO:0032501
192	GO:0006810
195	GO:0050789
196	GO:0006396;GO:0016070;GO:0022607;GO:0043412
197	GO:0006629;GO:0006082
198	GO:0016192;GO:0051641
199	GO:0032502;GO:0050789;GO:0032501
200	GO:0006281;GO:0065003;GO:0050789
201	GO:0016043;GO:0050789
203	GO:0006396;GO:0016070;GO:0043412
204	GO:0009117
205	GO:0032501;GO:0050789
206	GO:0042180
207	GO:0015931;GO:0006811
209	GO:0016192;GO:0051641;GO:0046903;GO:0050789
210	GO:0051641;GO:0016192;GO:0050789;GO:0061024;GO:0065003;GO:0016050;GO:0048284
211	GO:0016043;GO:0022414;GO:0032502;GO:0040011;GO:0050789;GO:0048511;GO:0008037
212	GO:0050789
213	GO:0006629;GO:0006793
214	GO:0050789;GO:0036211;GO:0050896;GO:0001775;GO:0006793;GO:0002376
215	GO:0044419;GO:0050789;GO:0065009;GO:0050896;GO:0001816;GO:0002376
216	GO:0050896;GO:0050789
217	GO:0006396;GO:0042254;GO:0016070;GO:0009057
218	GO:0065008;GO:0016070;GO:0050789;GO:0009057;GO:0006412
219	GO:0006281;GO:0050789;GO:0009059;GO:0065009;GO:0006260;GO:0051276
220	GO:0006281;GO:0032502;GO:0009059;GO:0006266;GO:0002376
221	GO:0006281;GO:0022414;GO:0050789;GO:0006260;GO:0051276
222	GO:0006281
223	GO:0050789
227	GO:0051641;GO:0051640;GO:0006810
229	GO:0065009;GO:0050789
232	GO:0016192;GO:0051641;GO:0007030
233	GO:0050789
235	GO:0006508;GO:0009057;GO:0036211
236	GO:0006508;GO:0009057;GO:0036211
238	GO:0006082;GO:0006520
239	GO:0050789;GO:0002376
240	GO:0006811;GO:0050896
242	GO:0022607;GO:0065008;GO:0050789
243	GO:0008150
244	GO:0050789
245	GO:0050896;GO:0044419;GO:0002376
246	GO:0006793;GO:0050896;GO:0036211;GO:0050789
248	GO:0036211
249	GO:0006412;GO:0051641;GO:0051234
250	GO:0065008;GO:0016070;GO:0050789;GO:0009057;GO:0006412
251	GO:0009057;GO:0065008;GO:0016070;GO:0050789
252	GO:0050817;GO:0050878;GO:0050789
253	GO:0050789;GO:0008152;GO:0045229;GO:0050878;GO:0050896;GO:0043062;GO:0050817;GO:0022411
254	GO:0006508;GO:0050878;GO:0051604;GO:0050789
257	GO:0006396;GO:0016070;GO:0043412
259	GO:0006790
260	GO:0016043
261	GO:0006629;GO:0006082
262	GO:0006091;GO:0007005;GO:0022607;GO:0006810
263	GO:0022607
264	GO:0006996
265	GO:0051641;GO:0065008;GO:0006996;GO:0050789;GO:0051258
266	GO:0007029;GO:0050789;GO:0061024
267	GO:0050789
271	GO:0050896;GO:0065009;GO:0050789;GO:0044419
273	GO:0009059;GO:0019538
274	GO:0050789
276	GO:0001775;GO:0050896;GO:0050789;GO:0002376
277	GO:0001775;GO:0050789;GO:0002376
278	GO:0001906;GO:0044419;GO:0007155;GO:0050789;GO:0050896;GO:0002376
280	GO:0006730;GO:0050789
281	GO:0016192;GO:0006508;GO:0061024;GO:0009057;GO:0015031
282	GO:0000280;GO:0050789;GO:0007049
284	GO:0016043
285	GO:0016043;GO:0050789
286	GO:0005975
287	GO:0006811
288	GO:0032502;GO:0065009;GO:0050789;GO:0036211
289	GO:0050896;GO:0050789
