func_module_number	go_slim_pir
5	GO:0006805;GO:0006082;GO:0042440
6	GO:0022607;GO:0007155
10	GO:0006811
11	GO:0050896;GO:0002376;GO:0050789
13	GO:0016043;GO:0007155
15	GO:0008152;GO:0045229;GO:0050896;GO:0065009;GO:0022411;GO:0050789;GO:0043062
16	GO:0050896;GO:0040011;GO:0002376;GO:0050789
21	GO:0002376;GO:0008283;GO:0036211;GO:0050896;GO:0044419;GO:0006793;GO:0050789;GO:0001775
23	GO:0032502;GO:0050896;GO:0050789
24	GO:0007154;GO:0050896;GO:0050789
25	GO:0002376;GO:0050789
26	GO:0009117;GO:0022900;GO:0006119
28	GO:0050789
29	GO:0007154;GO:0050896;GO:0050789
30	GO:0050896;GO:0040011;GO:0002376;GO:0050789
32	GO:0006810;GO:0051641
34	GO:0006412;GO:0050789
35	GO:0032502;GO:0050896;GO:0050789
36	GO:0045229;GO:0043062
37	GO:0016192;GO:0061024;GO:0051641;GO:0016050
38	GO:0006508;GO:0009057
40	GO:0006412
41	GO:0032502;GO:0050896;GO:0050789
43	GO:0065008;GO:0007154;GO:0006811;GO:0050877;GO:0050789
44	GO:0006520;GO:0065003;GO:0016070;GO:0007005
45	GO:0032501;GO:0015833;GO:0009914;GO:0050789;GO:0046903
50	GO:0006412;GO:0042254;GO:0016070;GO:0006396
52	GO:0050896;GO:0044419;GO:0002376;GO:0050789
53	GO:0050877
54	GO:0050896;GO:0044419;GO:0002376;GO:0050789
55	GO:0016070;GO:0009059;GO:0065003;GO:0006281;GO:0050789
56	GO:0050789
57	GO:0002376;GO:0008283;GO:0036211;GO:0050896;GO:0044419;GO:0006793;GO:0050789;GO:0001775
58	GO:0006836;GO:0016050;GO:0022406;GO:0048284;GO:0016192;GO:0061024;GO:0051640;GO:0046903
59	GO:0044419;GO:0051606;GO:0002376;GO:0050789
60	GO:0032502;GO:0045229;GO:0043062
61	GO:0032501;GO:0032502;GO:0006996
74	GO:0006351;GO:0050789;GO:0001816
75	GO:0008150
78	GO:0009057;GO:0016070;GO:0006396
98	GO:0006811
99	GO:0006811;GO:0050789
103	GO:0032501;GO:0022414
113	GO:0009059;GO:0019538
124	GO:0006412;GO:0016070
125	GO:0065008;GO:0009057;GO:0050789;GO:0016070
135	GO:0006629;GO:0050896;GO:0050789;GO:0006082
136	GO:0050896;GO:0002376;GO:0050789;GO:0001816
143	GO:0006997;GO:0015931;GO:0051641
144	GO:0006412;GO:0065003
145	GO:0015031;GO:0065003;GO:0006997
146	GO:0050789;GO:0009057;GO:0000375;GO:0016070
148	GO:0009914;GO:0006869;GO:0050789;GO:0046903
162	GO:0022607;GO:0051641;GO:0007033;GO:0016032;GO:0007032;GO:0044419;GO:0022411;GO:0048284;GO:0016192;GO:0061024;GO:0050789
188	GO:0006629;GO:0032502;GO:0048511;GO:0042180;GO:0050789;GO:0022414;GO:0042445
200	GO:0016043;GO:0050789
203	GO:0007033;GO:0022607;GO:0050896
205	GO:0007154;GO:0022607;GO:0006811;GO:0050789
226	GO:0050789;GO:0065009
228	GO:0006520;GO:0016070
