func_module_number	lst
4	GO:0007271;GO:0035094;GO:0035095
6	GO:0033141;GO:0033139;GO:0042501;GO:0002323;GO:0043330;GO:0043331;GO:0098586;GO:0060337;GO:0030101;GO:0071357;GO:0042100;GO:0033138;GO:0034340;GO:0046425
7	GO:0030574;GO:0032963;GO:0030198;GO:0043062;GO:0045229;GO:0022617;GO:0071492;GO:0070141
8	GO:0034125;GO:0034124
9	GO:0007186;GO:0007610;GO:0030072;GO:0002790;GO:0015833;GO:0007631
10	GO:0070098;GO:1990868;GO:1990869;GO:0042330;GO:0006935;GO:0071621;GO:0030593;GO:0060326;GO:0097530;GO:1990266;GO:0097529;GO:0030595;GO:0050900;GO:0048247;GO:0002548;GO:0072676;GO:0019221;GO:0006954;GO:0071674;GO:0071345;GO:0034097;GO:1901652;GO:0007186;GO:0071346;GO:0071347;GO:0070555;GO:0034341;GO:0070374;GO:0048245
12	GO:0006956;GO:0006959;GO:0002253;GO:0002252;GO:0050778
13	GO:0016339;GO:0034332;GO:0044331
14	GO:0016055;GO:0060070;GO:0045165;GO:0035567;GO:0032526;GO:0071300;GO:0030111;GO:0061183;GO:0061054;GO:1904948;GO:0009790;GO:0043010;GO:0062009;GO:0002088;GO:0001501;GO:0001654;GO:0150063;GO:0048880;GO:0060828;GO:0071542;GO:0060429
15	GO:0030198
17	GO:0007178;GO:0090092;GO:0141091;GO:0030509;GO:0071773;GO:0071772;GO:0007167;GO:0060390
18	GO:0071805;GO:0006813;GO:0098662;GO:0098655
19	GO:0002224;GO:0002831;GO:0032490;GO:0002833;GO:0002221;GO:0002758;GO:0071219;GO:0002218;GO:0071216;GO:0045089;GO:0002237;GO:0070339;GO:0071220;GO:0071221;GO:0140895;GO:0098581;GO:0045087;GO:0032103;GO:0032493
22	GO:0008543
24	GO:0035720;GO:0042073;GO:0031503
25	GO:0099537;GO:0099536;GO:0098916;GO:0007268;GO:0035249;GO:0050804;GO:0099177;GO:0042391;GO:0060079;GO:0034762;GO:0099565;GO:0007215;GO:0098815;GO:2000463;GO:0060078;GO:0044057;GO:0034220;GO:0030001;GO:0034765;GO:0098660;GO:0098662;GO:0098655;GO:0050877;GO:0006812;GO:0043269;GO:0051968;GO:0031644;GO:0050806;GO:0051966;GO:0099173;GO:0001941;GO:0035235;GO:1990806
26	GO:0060271;GO:0044782;GO:0120031;GO:0030031;GO:0032402;GO:0051904;GO:0032401;GO:0051905;GO:0051875;GO:0032400;GO:0045494;GO:0001895;GO:0033059;GO:0061512;GO:0060249;GO:0001894
27	GO:0060261;GO:2000144;GO:0060260;GO:2000142
28	GO:0009395
29	GO:0140053;GO:0032543;GO:0006412;GO:0045333;GO:0070129;GO:0000959;GO:0009060;GO:0062125
30	GO:0090174;GO:0006906;GO:0061025;GO:0048284;GO:0016050;GO:0006836;GO:0099643;GO:0007269;GO:0016079;GO:0006887;GO:0045055;GO:0099504;GO:0061024;GO:0099003;GO:0140056;GO:0022406;GO:0048278;GO:0023061;GO:0032940;GO:0140352;GO:0046903;GO:0098916;GO:0007268
31	GO:0007005;GO:0097250;GO:0043038;GO:0043039;GO:0006399
32	GO:0140053;GO:0032543;GO:0006412;GO:0062125;GO:0070129
33	GO:0002486;GO:0002484;GO:0002428;GO:0002476;GO:0001912;GO:0031343;GO:0002475;GO:0019885;GO:0002483;GO:0001910
34	GO:0052695;GO:0019585;GO:0006063;GO:0052696;GO:0051552;GO:0052697;GO:0042440
35	GO:0007565
36	GO:0007198;GO:0098664;GO:0007186;GO:0014062;GO:0015850;GO:2000851;GO:0051464;GO:0051462;GO:0043400;GO:0001820
37	GO:1904262;GO:0032007;GO:1903432;GO:0038202;GO:0034198
38	GO:0006968;GO:1990858;GO:1990840;GO:0002223
39	GO:0098656;GO:0006820;GO:0098660;GO:0007210;GO:0034220;GO:0098662
41	GO:0070166
44	GO:0045109;GO:0045104;GO:0045103;GO:0030855;GO:0031424
45	GO:0030198;GO:0043062;GO:0045229;GO:0030199;GO:0007167;GO:0048251
47	GO:0007608
48	GO:0006282;GO:0080135;GO:0051052;GO:0006281;GO:0006974;GO:0051123;GO:0070897;GO:0043484;GO:0042789;GO:0006367
49	GO:0099022;GO:0006901;GO:0006903;GO:0006900;GO:0006888
50	GO:0141091;GO:0007178;GO:0007167;GO:0071363;GO:0070848;GO:0090092;GO:0030509;GO:0071772;GO:0071773;GO:0032924;GO:0090100;GO:0060390;GO:0060391;GO:0060395;GO:0032925;GO:0007179;GO:0071560;GO:0071559;GO:0045597;GO:0090101;GO:0030501;GO:0045778;GO:0045667;GO:0070169;GO:0045669;GO:0030500;GO:0060412;GO:0003002
51	GO:0002181;GO:0006412;GO:0042254;GO:0022613;GO:0042274;GO:0006364
54	GO:0010498;GO:0043161;GO:0051603;GO:0006511
55	GO:0016339;GO:0006506;GO:0006505
56	GO:0032729;GO:0046634
57	GO:0014826;GO:0003100;GO:0001990;GO:0003044;GO:0050886
58	GO:0032543
59	GO:0007601;GO:0050953
61	GO:0034369;GO:0034368
62	GO:0006119;GO:0019646;GO:0009060;GO:0042775;GO:0042773;GO:0022904;GO:0045333;GO:0022900;GO:0015980;GO:0006091;GO:0042776;GO:0006120;GO:0015986
64	GO:0042098;GO:0050670
66	GO:0019433;GO:0042982
68	GO:0000288;GO:0061157;GO:0050779;GO:0061014;GO:0000956;GO:1903313
69	GO:0001732;GO:0006413;GO:0002183;GO:0002181;GO:0006412
70	GO:0006402;GO:0006401;GO:0061157;GO:0050779;GO:0061014;GO:0141188;GO:0010608;GO:0000956;GO:1903313;GO:0043488;GO:0034655
71	GO:0034475;GO:0000460;GO:0071027;GO:0071025;GO:0016072;GO:0034472;GO:0016180;GO:0016073;GO:0006401;GO:0141188
120	GO:0007186;GO:0007200
133	GO:0002088;GO:0007601
138	GO:0036297;GO:0006281;GO:0006974;GO:0006310;GO:0000712
144	GO:0140888
146	GO:0035744;GO:2000554;GO:2000556;GO:0051092;GO:0042088;GO:0002250
148	GO:0008284;GO:0019221;GO:0071345;GO:1901652;GO:0034097;GO:0045321;GO:0050731;GO:0001934;GO:0045937;GO:0010562;GO:0042327;GO:0030097;GO:0007169;GO:0050730;GO:0018108;GO:0018212;GO:0002521;GO:0007167;GO:1903131;GO:0048013;GO:0031401;GO:0001932;GO:0046649;GO:0097696;GO:0042325;GO:0070661;GO:0007259;GO:0050865;GO:0070665
149	GO:0008543;GO:0044344;GO:0071774;GO:0071363;GO:0007169
151	GO:1904507;GO:0060382;GO:1904505;GO:0043247;GO:0022616;GO:0045995;GO:0032206
153	GO:0014003;GO:0002183;GO:0048709;GO:0021782;GO:0009408;GO:0009749;GO:0009746;GO:0034284
154	GO:0051169;GO:0006913;GO:0006405;GO:0050658;GO:0050657;GO:0051236
172	GO:0008202;GO:0006805;GO:0042178;GO:0071466
176	GO:0036444
185	GO:0060183;GO:0002029
186	GO:0051461
194	GO:0007264
201	GO:0007186;GO:0007188;GO:0007189;GO:0007193;GO:0007200;GO:1903350;GO:1903351;GO:0007212;GO:0071868;GO:0071869;GO:0071867;GO:0071870;GO:0007187;GO:0060158;GO:0045761;GO:0031279;GO:0051339;GO:0014070;GO:0071880;GO:1901701
202	GO:0007186
226	GO:0034220;GO:0098660;GO:0030001;GO:0098662;GO:0098655;GO:0006812;GO:0006816;GO:0010959;GO:0070588;GO:0043269;GO:0034765;GO:1904062;GO:0042391;GO:0098916;GO:0007268;GO:0099537
227	GO:0007214;GO:0051932;GO:1902476;GO:0098656;GO:0098661;GO:0006821
231	GO:0006397;GO:0008380;GO:0000375
236	GO:0051276;GO:0030261;GO:0006325;GO:0006338;GO:0051052;GO:0000819
238	GO:0006418;GO:0043038;GO:0043039
260	GO:0007005;GO:0007007;GO:0006839;GO:0007006;GO:0072655;GO:0090151;GO:0070585;GO:0006626
261	GO:0007031;GO:0007005;GO:0006839;GO:0070585;GO:0170036;GO:0072594;GO:0072655;GO:0015919;GO:0043574
265	GO:0016338;GO:0070830;GO:0120192
273	GO:0032653;GO:0032613
274	GO:0022613
290	GO:0007411;GO:0097485;GO:0071526;GO:0050770;GO:0007409;GO:0051960;GO:0061564;GO:0048846;GO:1902284;GO:0120039;GO:0048858;GO:0048667;GO:0050919;GO:0048812
291	GO:0000041;GO:0007411;GO:0097485;GO:0010232;GO:0150104;GO:0048666;GO:0031175
302	GO:0009100;GO:0009101;GO:1901137;GO:0030203;GO:0070085
316	GO:0098703
317	GO:0006325;GO:0006334
318	GO:0006412;GO:0010608;GO:0006401
319	GO:0010608;GO:0006412;GO:0006417;GO:0034063;GO:0006401;GO:0141188;GO:0006402;GO:0043487;GO:0043488
320	GO:0006913;GO:0051169
321	GO:0006457;GO:0061077;GO:0051085
326	GO:0006383;GO:0032728;GO:0032648;GO:0032608
330	GO:0007020
339	GO:0043484;GO:0048024;GO:1903311;GO:0050684
348	GO:0097646;GO:0007189
350	GO:0071230;GO:0071229;GO:0034198;GO:0043200;GO:1990928
351	GO:0000301;GO:0006891
372	GO:0007596;GO:0050817;GO:0007599;GO:0050878;GO:0042060;GO:0009611;GO:1900047;GO:0030195;GO:0050819;GO:0061045;GO:0042730;GO:0030193;GO:1900046;GO:0050818
373	GO:1901137;GO:0009101;GO:0009100;GO:0070085;GO:0043413;GO:0006486;GO:0006493;GO:0006023;GO:0006790;GO:1903510;GO:0044272
385	GO:0002221;GO:0008063;GO:0002758;GO:0002224;GO:0002218;GO:0045089;GO:0002833;GO:0045088;GO:0002757;GO:0031349;GO:0002764;GO:0034142;GO:0002755;GO:0002831;GO:0002253;GO:0140895;GO:0007249;GO:0071219
388	GO:0006368;GO:0006354;GO:0034243;GO:0001711
389	GO:0006413;GO:0006412
397	GO:0016180;GO:0016073
416	GO:1902600;GO:0098660;GO:0030003;GO:0006873
417	GO:0006897;GO:0072583;GO:0006898;GO:0098657;GO:0048268;GO:0140238;GO:0048488;GO:0016197;GO:0036465
424	GO:0070647;GO:0043687;GO:0032446;GO:0016567;GO:0000209;GO:0051603;GO:0006511
434	GO:0033627
437	GO:0031573;GO:0000076;GO:0000077;GO:0031570;GO:0042770;GO:0000075;GO:0006281
442	GO:0032008;GO:0016239
443	GO:0061640
453	GO:0035720
457	GO:0008631
458	GO:0030198
468	GO:0006957;GO:0045959
471	GO:0006906;GO:0035493;GO:0090174;GO:0048284
472	GO:1904903;GO:1904896;GO:0036258;GO:0036257;GO:0061952;GO:1902410;GO:0046761;GO:0035891;GO:0019076;GO:0046753;GO:0045324;GO:0032510;GO:0032506;GO:0032509;GO:0007032;GO:0039702;GO:1902774;GO:0071985;GO:0046755;GO:0061640;GO:0031468;GO:0001778;GO:0019068;GO:0043162;GO:0000281;GO:0000910;GO:0071763;GO:0090148;GO:1901673
474	GO:2000819;GO:0070316;GO:0045023;GO:0045663;GO:0045661;GO:0006289;GO:0045445;GO:2000781;GO:0030071;GO:1902099;GO:0007091;GO:0044784;GO:0033045;GO:0051983;GO:0045739;GO:2000779;GO:2000045;GO:0045582;GO:0045621;GO:1902806;GO:0000082;GO:0006338
476	GO:0031023;GO:0000226;GO:0007098;GO:0010968;GO:0046785;GO:0140694;GO:0031113;GO:0031109
477	GO:0000226;GO:0007098;GO:0044782;GO:0031023;GO:0060271;GO:0007099;GO:0098534;GO:0051298;GO:0120031;GO:0030031;GO:0140694;GO:0032886;GO:1902115;GO:0007059
483	GO:0007264;GO:0051056;GO:0030036;GO:0007266;GO:0030029;GO:0007015;GO:0000902;GO:0032956
490	GO:0006281;GO:0006974;GO:0006302;GO:0006310;GO:0000725;GO:0000724;GO:0006260;GO:1901987;GO:0051052;GO:0031570;GO:0000075;GO:0044770;GO:1901988;GO:0006261;GO:0000077;GO:0010948;GO:0006289;GO:0010564;GO:0045005;GO:0035825;GO:0031297;GO:0045786;GO:0051276;GO:0042770;GO:0006303;GO:0140527;GO:0007131;GO:0036297
491	GO:0006260;GO:0006261;GO:0006974;GO:0006281;GO:0006302;GO:0006310;GO:0051052;GO:0000724;GO:0000725;GO:0006270;GO:0051276;GO:0045005;GO:1903047;GO:0033260;GO:0006275;GO:0044786;GO:0000278;GO:0032508;GO:0032392;GO:0022616;GO:0071103;GO:0090329;GO:0044770;GO:0071897
500	GO:0042791;GO:0042797
505	GO:0051169;GO:0006913;GO:0006999
506	GO:0008608;GO:0051310;GO:0051303
516	GO:0010880;GO:0014808
519	GO:0042254;GO:0022613;GO:0006364;GO:0016072;GO:0042274
520	GO:0042254;GO:0006364;GO:0016072
521	GO:0048193;GO:0008610;GO:0006888;GO:0046949;GO:0043603
522	GO:0007035;GO:0051452;GO:0051453;GO:0030641;GO:0006885;GO:1902600;GO:0007042;GO:0055080;GO:0050801
523	GO:0048193;GO:0006893;GO:0090522;GO:0006904;GO:0048278;GO:0140029;GO:0006892;GO:0051650;GO:0140056;GO:0006887;GO:0051648;GO:0022406
524	GO:0006891
525	GO:0006613
526	GO:0036503;GO:1903513;GO:0030970;GO:0034976
527	GO:0006338;GO:0006325
528	GO:0006325;GO:0000122;GO:0006338
529	GO:1902455;GO:0000122;GO:1902459;GO:2000036;GO:0030512;GO:0019827
530	GO:0061061
535	GO:0050957;GO:0050885;GO:0050905;GO:0007605
544	GO:0008380;GO:0006397;GO:0000398;GO:0000377;GO:0000375;GO:0016071;GO:0006405
545	GO:0000375;GO:0006397;GO:0000398;GO:0000377;GO:0008380;GO:0016071;GO:0000245;GO:0022618;GO:0071826
546	GO:0032088
549	GO:0006325;GO:0051052
550	GO:0006325;GO:0006338;GO:0071824
551	GO:0051276;GO:0006281;GO:0006607;GO:0006974
567	GO:0140467;GO:0007389
570	GO:0043436;GO:0006082;GO:0019752;GO:0035383;GO:0006637;GO:0006631;GO:0046395;GO:0016054;GO:0044248;GO:0032787;GO:0043603;GO:0044283
571	GO:1901137
573	GO:0098609;GO:0098742
575	GO:0051668;GO:0072657;GO:0060627;GO:0006887
576	GO:0016197
577	GO:0048193;GO:0035459;GO:0090110;GO:0006900
578	GO:0000122
