func_module_number	go_slim_pir
1	GO:0006629;GO:0006793
3	GO:0007005;GO:0022900;GO:0009117;GO:0006119;GO:0065003
4	GO:0022607;GO:0006996
5	GO:0065008;GO:0006811
6	GO:0006629;GO:0050896;GO:0006805;GO:0006082;GO:0042445
7	GO:0032502
8	GO:0050789;GO:0065009;GO:0006811
9	GO:0050789;GO:0007154;GO:0050896
11	GO:0006811
12	GO:0006412
13	GO:0006396;GO:0016070
14	GO:0009117
15	GO:0022607;GO:0007155
16	GO:0006119;GO:0022900
17	GO:0036211
18	GO:0050789;GO:0065008
19	GO:0006810;GO:0051641
22	GO:0050789;GO:0002376;GO:0050896;GO:0040011
23	GO:0050896;GO:0043603;GO:0006805;GO:0006790;GO:0006082
24	GO:0006914;GO:0065008;GO:1902600;GO:0009117;GO:0050789
26	GO:0065008;GO:0006869;GO:0061024;GO:0006811
27	GO:0006629;GO:0016043;GO:0050789;GO:0006869;GO:0065009;GO:0032501
28	GO:0006629;GO:0006066
29	GO:0006662;GO:0006629;GO:0006793;GO:0006082
30	GO:0006412
31	GO:0002376;GO:0001775;GO:0044419;GO:0050896;GO:0036211;GO:0006793;GO:0032502;GO:0050789;GO:0008283
32	GO:0002376;GO:0001775;GO:0050896;GO:0007155;GO:0050789;GO:0001906;GO:0065003
33	GO:0050896;GO:0016043;GO:0032502;GO:0050789;GO:0032501
34	GO:0043473;GO:0048753;GO:0051640;GO:0006810;GO:0051641
35	GO:0006508;GO:0009057
36	GO:0042254;GO:0065003;GO:0006412
37	GO:0046903;GO:0048284;GO:0016050;GO:0022406;GO:0016192;GO:0051640;GO:0006836;GO:0061024
38	GO:0032502;GO:0050789;GO:0016049;GO:0016043
39	GO:0016050;GO:0061024;GO:0051641;GO:0016192
40	GO:0043062;GO:0045229;GO:0032502
42	GO:0050789
43	GO:0016043;GO:0007155
44	GO:0006629;GO:0006793
45	GO:0032501;GO:0032502
46	GO:0007030
47	GO:0050789;GO:0065009
48	GO:0050789;GO:0051606;GO:0006811
50	GO:0050789;GO:0032502;GO:0050896;GO:0040011
51	GO:0065003;GO:0051641;GO:0051276
52	GO:0006914;GO:0044419;GO:0007032;GO:0015031;GO:0009057;GO:0016192;GO:0022607;GO:0006508;GO:0061024;GO:0022411;GO:0016032
53	GO:0007059;GO:0065003;GO:0000280;GO:0051276
54	GO:0043062;GO:0007155;GO:0032502;GO:0050789;GO:0045229
55	GO:0048753;GO:0022607;GO:0016192
56	GO:0016070;GO:0015931;GO:0000375;GO:0051641
57	GO:0042254;GO:0006396;GO:0009057;GO:0016070
58	GO:0006119;GO:0009117;GO:0022900
59	GO:0009057;GO:0022414;GO:0036211;GO:0050789;GO:0007049;GO:0006508
60	GO:0006629;GO:0050896;GO:0006805;GO:0006082;GO:0042445
61	GO:0036211
62	GO:0065008;GO:0006811
63	GO:0036211
64	GO:0036211;GO:0009057;GO:0006508
66	GO:0015931;GO:0051641
67	GO:0007030;GO:0015031;GO:0016192
68	GO:0050789;GO:0006260;GO:0065009;GO:0007049
69	GO:0005976;GO:0036211;GO:0006793;GO:0050789;GO:0006112;GO:0009059
71	GO:0050789;GO:0032501;GO:0050896;GO:0032502
72	GO:0050789;GO:0007154;GO:0015031;GO:0016192
74	GO:0046903;GO:0007154;GO:0016192;GO:0006836;GO:0050789
75	GO:0007154;GO:0007155;GO:0065008;GO:0050877;GO:0050789;GO:0061024;GO:0051641
76	GO:0022607;GO:0006996;GO:0006457;GO:0051604
77	GO:0050789;GO:0006281;GO:0036211;GO:0016043
78	GO:0009057;GO:0006508;GO:0050896;GO:0015031
79	GO:0006508;GO:0050896;GO:0009057
80	GO:0006508;GO:0009057
82	GO:0006629;GO:0043603
83	GO:0046903;GO:0015031;GO:0016192
85	GO:0015849;GO:0006629;GO:0043603;GO:0006139;GO:0006790;GO:0006793;GO:0006869;GO:0006082
86	GO:0050789;GO:0050896
88	GO:0008152
91	GO:0051234;GO:0051641
93	GO:0015849;GO:0006865
97	GO:0050789;GO:0002376;GO:0031640;GO:0050896
98	GO:0050789;GO:0002376;GO:0050896
100	GO:0019538
101	GO:0046903;GO:0050896;GO:0009914;GO:0050789;GO:0032501
102	GO:0016070;GO:0000375
103	GO:0032989;GO:0022607;GO:0032502
114	GO:0051234;GO:0007059;GO:0051640;GO:0000280;GO:0051276
118	GO:0050789
