go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.003927     821 annotations READ: go_slim_results_R1_string_0.0.txt 
95 IDs in all associations
func_module_number	
3	GO:0006457
9	GO:0065009
11	GO:0050789;GO:0032502
12	GO:0045333;GO:0006082;GO:0006790;GO:0006793;GO:0043603;GO:0006139
24	GO:0050789;GO:0002376
28	GO:0050789;GO:0050896
29	GO:0050789;GO:0050896
30	GO:0050789;GO:0048511;GO:0050896
34	GO:0050789;GO:0006259;GO:0009059
36	GO:0050789
38	GO:0006949;GO:0040007
39	GO:0036211
42	GO:0032502;GO:0006281;GO:0002376;GO:0006304;GO:0009059;GO:0006266
44	GO:0040011;GO:0050789;GO:0002376;GO:0050896
45	GO:0045333
51	GO:0001775;GO:0002376
59	GO:0050789;GO:0050896
60	GO:0002376;GO:0050896;GO:0044419;GO:0001816;GO:0050789
66	GO:0065009;GO:0050789;GO:0050896
67	GO:0001775;GO:0050789;GO:0032502;GO:0002376
68	GO:0050789;GO:0016043;GO:0008283
72	GO:0006281;GO:0065009;GO:0009059;GO:0006396;GO:0016070;GO:0050789;GO:0006260
75	GO:0050789;GO:0032502;GO:0050896
76	GO:0051641;GO:0032502;GO:0065008;GO:0032501
78	GO:0006811;GO:0032501
81	GO:0050789;GO:0006351;GO:0050896
85	GO:0036211;GO:0006508;GO:0009057
87	GO:0050789;GO:0032502
89	GO:0051179;GO:0007155
92	GO:0007059;GO:0050789;GO:0051276;GO:0006281
93	GO:0009308
95	GO:0006082;GO:0006520
96	GO:0065009;GO:0050789;GO:0002376;GO:0050896
97	GO:0050789
98	GO:0032501;GO:0050789;GO:0032502;GO:0050896
99	GO:0050789;GO:0032502;GO:0016043
101	GO:0006996
104	GO:0050789
106	GO:0036211
107	GO:0001775;GO:0050789;GO:0002376
111	GO:0008152
112	GO:0032501
113	GO:0050789;GO:0032502
114	GO:0050789;GO:0050896
117	GO:0050789
118	GO:0009117
120	GO:0043062;GO:0045229
122	GO:0065009;GO:0050789;GO:0050896
124	GO:0006351
134	GO:0050789
135	GO:0036211
138	GO:0050789;GO:0032502;GO:0050896
146	GO:0006082;GO:0006629
147	GO:0050789;GO:0006260;GO:0006281;GO:0032392
155	GO:0008152;GO:0050896
157	GO:0050789;GO:0032502;GO:0006629;GO:0006793
158	GO:0036211;GO:0050789;GO:0006793
159	GO:0036211;GO:0002376;GO:0050896;GO:0044419;GO:0050789;GO:0006793;GO:0001775
160	GO:0050896
164	GO:0065003
165	GO:0006281;GO:0022414;GO:0007049;GO:0050789;GO:0006260
166	GO:0007005;GO:0044238;GO:0045333;GO:0022900;GO:0065003
173	GO:0051641;GO:0051234
175	GO:0043603;GO:0006793;GO:0006629
177	GO:0002376;GO:0050896;GO:0065009;GO:0044419;GO:0050789
178	GO:0036211;GO:0032502;GO:0002376;GO:0050896;GO:0044419;GO:0001816;GO:0050789;GO:0006793;GO:0001775
182	GO:0050789
189	GO:0036211
190	GO:0032501;GO:0050789;GO:0032502
191	GO:0022607;GO:0006996;GO:0050789;GO:0051640;GO:0051234
192	GO:0016192;GO:0002376
193	GO:0032501;GO:0032502
200	GO:1902600
201	GO:0022414;GO:0007059;GO:0007049;GO:0051276;GO:0000280
203	GO:0050789;GO:0001816;GO:0002376;GO:0050896
210	GO:0006508;GO:0009057
211	GO:0050789
212	GO:0050877;GO:0050896
213	GO:0032501;GO:0032502
214	GO:0050789;GO:0050896
217	GO:0050789
218	GO:0032501;GO:0032502
219	GO:0036211;GO:0050789
224	GO:0006259;GO:0009059;GO:0050789;GO:0051276;GO:0051641
227	GO:0050789;GO:0022607;GO:0007155
229	GO:0032501;GO:0050789;GO:0032502;GO:0002376
232	GO:0016070;GO:0006304;GO:0050789
233	GO:0050789;GO:0050896
234	GO:0000280;GO:0006281;GO:0022414
235	GO:0016070;GO:0016043;GO:0009059
237	GO:0050789;GO:0050896
238	GO:0050789
243	GO:0022607;GO:0006508;GO:0050789;GO:0009057;GO:0006457
245	GO:0050789;GO:0016043;GO:0006281
