func_module_number	go_slim_pir
1	GO:0006457
2	GO:0050878;GO:0008283;GO:0050789;GO:0006793;GO:0032502;GO:0036211
9	GO:0050896;GO:0048511;GO:0050789
12	GO:0051276;GO:0022607;GO:0050789;GO:0022414;GO:0006281
14	GO:0050789
19	GO:0036211;GO:0050896;GO:0065009;GO:0050789
22	GO:0006260;GO:0050896;GO:0065009;GO:0050789
31	GO:0051276;GO:0050789;GO:0006281;GO:0032501;GO:0032502;GO:0007059
32	GO:0050789
34	GO:0050896;GO:0050789
35	GO:0032502;GO:0050896;GO:0050789;GO:0032501
36	GO:0032502;GO:0050789;GO:0016043
40	GO:0022607;GO:0050789;GO:0051604;GO:0006457;GO:0036211
52	GO:0009057;GO:0006508
53	GO:0007155
54	GO:0050789
55	GO:0045333;GO:0022900
56	GO:0050789;GO:0016043
58	GO:0006139;GO:0043603;GO:0006790;GO:0006082;GO:0006793
62	GO:0006260;GO:0006281;GO:0032392
65	GO:0050896;GO:0050789;GO:0032501
66	GO:0032502;GO:0050896;GO:0050789
71	GO:0050789
77	GO:0036211;GO:0006793;GO:0050789;GO:0050896
79	GO:0050896;GO:0050789
82	GO:0006281;GO:0022414
84	GO:0006396;GO:0016070
85	GO:0016043
91	GO:0036211;GO:0006793;GO:0050789;GO:0050896
92	GO:0036211;GO:0009057;GO:0006508
94	GO:0032502;GO:0036211;GO:0050789;GO:0016043
95	GO:0050896;GO:0050789
99	GO:0050789
101	GO:0006260;GO:0006281;GO:0009059
106	GO:0006260;GO:0006281;GO:0006266
108	GO:0007049;GO:0051276;GO:0022607;GO:0050789;GO:0000280;GO:0007059
110	GO:0032502;GO:0032501
111	GO:0050789
116	GO:0051276
124	GO:0001816;GO:0050789;GO:0050896;GO:0002376
126	GO:0050896;GO:0050789
130	GO:0006351
131	GO:0002376;GO:0065009;GO:0050789
141	GO:0051234;GO:0007029;GO:0051641
143	GO:0001816;GO:0008283;GO:0032502;GO:0050789;GO:0006793;GO:0001775;GO:0036211;GO:0050896;GO:0002376
144	GO:0008283;GO:0001775;GO:0050789;GO:0002376
145	GO:0006793;GO:0006629;GO:0050789
150	GO:0006260;GO:0006281;GO:0051276
164	GO:0032502;GO:0006281;GO:0050789
165	GO:0032502;GO:0050789;GO:0002376;GO:0032501
167	GO:0002376;GO:0050789
168	GO:0008152
169	GO:0050896;GO:0050789
176	GO:0036211;GO:0006793;GO:0050789;GO:0050896
178	GO:0036211
183	GO:0050789;GO:0051641
184	GO:0006281
189	GO:0050896;GO:0050789
191	GO:0032502;GO:0006281;GO:0002376;GO:0009059
196	GO:0050789;GO:0009059;GO:0050896;GO:0006112;GO:0005976
197	GO:0051606;GO:0050789;GO:0002376
198	GO:0050896;GO:0050789
200	GO:0032502;GO:0050789
201	GO:0002376
210	GO:0051276;GO:0050789
217	GO:0050789
218	GO:0065008;GO:0050789
219	GO:0050789
226	GO:0050789
227	GO:0050789;GO:0001775;GO:0032502;GO:0050896;GO:0002376
230	GO:0001816;GO:0050789;GO:0050896
239	GO:0036211
246	GO:0006996
252	GO:0050896;GO:0050789
262	GO:0050789
264	GO:0050789
265	GO:0006351;GO:0050896;GO:0050789
270	GO:0051276;GO:0050789;GO:0009059;GO:0006259;GO:0051641
278	GO:0009057;GO:0006508
284	GO:0032502;GO:0050789;GO:0032501
289	GO:0050896;GO:0050789
294	GO:0007005;GO:0065003
299	GO:0006810;GO:0006997;GO:0051640;GO:0051641
301	GO:0051276;GO:0007059;GO:0065003
315	GO:0016043
317	GO:0044419;GO:0050789;GO:0050896;GO:0002376
321	GO:0050789;GO:0001775;GO:0032502;GO:0050896;GO:0002376
326	GO:0065009;GO:0050789
327	GO:0050896;GO:0002376;GO:0050789
329	GO:0036211;GO:0050789
334	GO:0036211;GO:0006281
335	GO:0045333;GO:0022900;GO:0044238
336	GO:0001775;GO:0002376
338	GO:0009117;GO:0050789;GO:0050878;GO:0032501
339	GO:0006259;GO:0051276;GO:0002376
356	GO:0006811;GO:0050896;GO:0032501
363	GO:0006281;GO:0050789
366	GO:0022607;GO:0006996
367	GO:0051276;GO:0007059
388	GO:0009057;GO:0006508
