func_module_number	lst
3	GO:0006457
9	GO:0032770;GO:0032768;GO:0010980;GO:0010979
11	GO:0048008;GO:0038091;GO:0072276;GO:0072277;GO:0072275;GO:0038086
12	GO:0006099;GO:0019752;GO:0043436;GO:0006082;GO:0006086;GO:0006085;GO:0035383;GO:0006637;GO:0006084;GO:0009060;GO:0035384;GO:0071616
24	GO:0039529;GO:0045089;GO:0002833;GO:0002753;GO:0045088;GO:0031349;GO:0002831;GO:0032103;GO:0002221
28	GO:0141091;GO:0007178;GO:0007179;GO:0071560;GO:0071559
29	GO:0014070;GO:1903846;GO:0030511
30	GO:0032922;GO:0007623;GO:0048511;GO:0042752;GO:0043153
34	GO:2000278;GO:0071897;GO:0006275;GO:0051052
36	GO:0007169;GO:0007167
38	GO:0014905;GO:0014908;GO:0043403
39	GO:0016925
42	GO:0006281;GO:0006974;GO:0006302;GO:0006303;GO:0006266;GO:0006310;GO:0006284;GO:0016445;GO:0002200;GO:0006298;GO:0002377;GO:0006304;GO:0002520;GO:0051103
44	GO:0002548;GO:0070098;GO:0071674;GO:1990868;GO:1990869;GO:0048245;GO:0072677;GO:0072676;GO:0050900;GO:0048247;GO:0070374
45	GO:0009060
51	GO:0036230
59	GO:0071560;GO:0071559;GO:0141091;GO:0007179;GO:0007178;GO:0071363;GO:0070848;GO:1903844;GO:0030509;GO:0017015;GO:0071773;GO:0071772;GO:0007167;GO:0090092;GO:0090287
60	GO:0002237;GO:0071219;GO:0071216;GO:0032496;GO:0002221;GO:0002758;GO:0071222;GO:0009617;GO:0002833;GO:0006954;GO:0002218;GO:0032103;GO:0031349;GO:0002831;GO:0031347;GO:0032675;GO:0032635;GO:0045089;GO:0001817;GO:0002224;GO:0001816;GO:0140895;GO:0002752;GO:0002253;GO:0002757;GO:0002764;GO:0045088;GO:0032755;GO:0001819;GO:0032677;GO:0032637;GO:0002220;GO:0050778;GO:0033993;GO:0032757;GO:0050776;GO:0071396
