func_module_number	go_slim_pir
2	GO:0006457;GO:0051604
3	GO:0044419;GO:0065003;GO:0002376;GO:0050896
4	GO:0007033;GO:0006629
9	GO:0006914;GO:0050789
10	GO:0043603;GO:0006790;GO:0006805
12	GO:0006260;GO:0007049;GO:0050789;GO:0007059;GO:0000280;GO:0051276
13	GO:0044419;GO:0050789;GO:0002376;GO:0050896
14	GO:0045333;GO:0009117
15	GO:0050896
16	GO:0042254;GO:0006412
18	GO:0008152
19	GO:0016070;GO:0006396
20	GO:0016032;GO:0002376;GO:0050789;GO:0050896;GO:0044419
25	GO:0032502;GO:0043062;GO:0045229
26	GO:0006066;GO:0006790
27	GO:0043062;GO:0045229
28	GO:0032502;GO:0001775;GO:0050789;GO:0002376
31	GO:0050789;GO:0002376
33	GO:0051641;GO:0016192;GO:0016032
37	GO:0002376;GO:0001816;GO:0050789;GO:0050896;GO:0008283;GO:0001775;GO:0044419;GO:0001906
39	GO:0050789
40	GO:0050896
42	GO:0040011;GO:0002376;GO:0001816;GO:0050789;GO:0050896;GO:0001775;GO:0044419;GO:0007155
44	GO:0006119;GO:0009117;GO:0022900
46	GO:0065008;GO:0050789
49	GO:0006066;GO:0006629
50	GO:0032502;GO:0050789
51	GO:0006119;GO:0009117;GO:0022900
53	GO:0065009
56	GO:0042254;GO:0006412
59	GO:0006082
60	GO:0050789
67	GO:0050789
68	GO:0050789
69	GO:0016043
72	GO:0044085;GO:0006457;GO:0006412
73	GO:0016070;GO:0044085;GO:0015931;GO:0050789;GO:0051641;GO:0000375;GO:0006259;GO:0051276
74	GO:0006508;GO:0009057
75	GO:0006508;GO:0009057
77	GO:0016070;GO:0006396
78	GO:0000375;GO:0016070
79	GO:0006082;GO:0006629
84	GO:0050789;GO:0050896
86	GO:0007049;GO:0050789;GO:0007059;GO:0000280;GO:0051276
87	GO:0007049;GO:0050789;GO:0007059;GO:0000280;GO:0051276
91	GO:0009059
93	GO:0007031;GO:0051234;GO:0051641
94	GO:0006260;GO:0007049;GO:0050789;GO:0065009;GO:0006281;GO:0051276
95	GO:0050789;GO:0007059;GO:0006281;GO:0000280;GO:0051276
96	GO:0016070;GO:0006396
97	GO:0006260;GO:0006281
98	GO:0050789;GO:0016043
107	GO:0006996
111	GO:0015031
112	GO:0001775;GO:0050789;GO:0002376
120	GO:0036211
125	GO:0009059
129	GO:0016070;GO:0006396
131	GO:0044085;GO:0009117;GO:0016070;GO:0006396
132	GO:0042254;GO:0016070;GO:0006396
134	GO:0002376;GO:0001816;GO:0050789;GO:0032502;GO:0001775;GO:0007155
143	GO:0006412
144	GO:0006412
148	GO:0016192
156	GO:0008152
157	GO:0065008;GO:0050789
160	GO:0042254;GO:0016070;GO:0006396
162	GO:0016050;GO:0061024;GO:0016192;GO:0051641
164	GO:0001775;GO:0050789;GO:0002376
175	GO:0006281
180	GO:0050789;GO:0006281
181	GO:0007059;GO:0050789;GO:0051276
183	GO:0001775;GO:0050789;GO:0002376;GO:0050896
184	GO:0002376;GO:0008152;GO:0050789;GO:0050896;GO:0016192;GO:0044419;GO:0001775
186	GO:0000375;GO:0016070
191	GO:0042254
192	GO:0042254;GO:0016070
