go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.002594     821 annotations READ: go_slim_results_R1_string_0.1.txt 
95 IDs in all associations
func_module_number	
3	GO:0006457
9	GO:0065009
11	GO:0050789;GO:0032502
12	GO:0045333;GO:0006082;GO:0043603;GO:0006793;GO:0006139;GO:0006790
24	GO:0050789;GO:0002376
28	GO:0050789;GO:0050896
29	GO:0050789;GO:0050896
30	GO:0050789;GO:0048511;GO:0050896
34	GO:0050789;GO:0006259;GO:0009059
36	GO:0050789
38	GO:0040007;GO:0006949
39	GO:0036211
42	GO:0006281;GO:0006266;GO:0002376;GO:0006304;GO:0032502;GO:0009059
44	GO:0050789;GO:0002376;GO:0050896;GO:0040011
45	GO:0045333
51	GO:0001775;GO:0002376
59	GO:0050789;GO:0050896
60	GO:0050789;GO:0050896;GO:0001816;GO:0002376;GO:0044419
66	GO:0050789;GO:0050896;GO:0065009
67	GO:0050789;GO:0001775;GO:0002376;GO:0032502
68	GO:0050789;GO:0008283;GO:0016043
72	GO:0050789;GO:0006281;GO:0006396;GO:0016070;GO:0006260;GO:0009059;GO:0065009
75	GO:0050789;GO:0050896;GO:0032502
76	GO:0051641;GO:0032501;GO:0065008;GO:0032502
78	GO:0032501;GO:0006811
81	GO:0050789;GO:0050896;GO:0006351
85	GO:0006508;GO:0036211;GO:0009057
87	GO:0050789;GO:0032502
89	GO:0007155;GO:0051179
92	GO:0050789;GO:0007059;GO:0051276;GO:0006281
93	GO:0009308
95	GO:0006520;GO:0006082
96	GO:0050789;GO:0002376;GO:0050896;GO:0065009
97	GO:0050789
98	GO:0050789;GO:0032501;GO:0050896;GO:0032502
99	GO:0050789;GO:0016043;GO:0032502
101	GO:0006996
104	GO:0050789
106	GO:0036211
107	GO:0050789;GO:0001775;GO:0002376
111	GO:0008152
112	GO:0032501
113	GO:0050789;GO:0032502
114	GO:0050789;GO:0050896
117	GO:0050789
118	GO:0009117
120	GO:0043062;GO:0045229
122	GO:0050789;GO:0050896;GO:0065009
124	GO:0006351
134	GO:0050789
135	GO:0036211
138	GO:0050789;GO:0050896;GO:0032502
146	GO:0006629;GO:0006082
147	GO:0006260;GO:0032392;GO:0050789;GO:0006281
155	GO:0008152;GO:0050896
157	GO:0050789;GO:0006629;GO:0032502;GO:0006793
158	GO:0050789;GO:0036211;GO:0006793
159	GO:0050789;GO:0050896;GO:0006793;GO:0002376;GO:0001775;GO:0036211;GO:0044419
160	GO:0050896
164	GO:0065003
165	GO:0050789;GO:0006281;GO:0022414;GO:0006260;GO:0007049
166	GO:0044238;GO:0045333;GO:0022900;GO:0007005;GO:0065003
173	GO:0051641;GO:0051234
175	GO:0006793;GO:0006629;GO:0043603
177	GO:0050789;GO:0050896;GO:0044419;GO:0002376;GO:0065009
178	GO:0050789;GO:0050896;GO:0006793;GO:0001816;GO:0002376;GO:0032502;GO:0001775;GO:0036211;GO:0044419
182	GO:0050789
189	GO:0036211
190	GO:0050789;GO:0032501;GO:0032502
191	GO:0050789;GO:0022607;GO:0051640;GO:0051234;GO:0006996
192	GO:0002376;GO:0016192
193	GO:0032502;GO:0032501
200	GO:1902600
201	GO:0051276;GO:0000280;GO:0022414;GO:0007059;GO:0007049
203	GO:0050789;GO:0002376;GO:0050896;GO:0001816
210	GO:0006508;GO:0009057
211	GO:0050789
212	GO:0050896;GO:0050877
213	GO:0032502;GO:0032501
214	GO:0050789;GO:0050896
217	GO:0050789
218	GO:0032502;GO:0032501
219	GO:0050789;GO:0036211
224	GO:0050789;GO:0006259;GO:0051276;GO:0051641;GO:0009059
227	GO:0050789;GO:0007155;GO:0022607
229	GO:0050789;GO:0002376;GO:0032501;GO:0032502
232	GO:0050789;GO:0006304;GO:0016070
233	GO:0050789;GO:0050896
234	GO:0000280;GO:0022414;GO:0006281
235	GO:0016043;GO:0016070;GO:0009059
237	GO:0050789;GO:0050896
238	GO:0050789
243	GO:0050789;GO:0022607;GO:0006457;GO:0006508;GO:0009057
245	GO:0050789;GO:0016043;GO:0006281
