func_module_number	lst
1	GO:0045109;GO:0045104;GO:0045103;GO:0030855;GO:0031424
3	GO:1990840;GO:1990858;GO:0002223;GO:0032814;GO:0006968;GO:0001912;GO:0031343;GO:0030101;GO:0001910;GO:0002220;GO:0031341
4	GO:0001582;GO:0050909
10	GO:0010498;GO:0043161;GO:0051603
11	GO:0016055;GO:0060070;GO:0045165;GO:0032526;GO:0071300;GO:0035567;GO:1904948;GO:0043010;GO:0002088;GO:0007423;GO:0001501;GO:0001654;GO:0150063;GO:0048880;GO:0033993;GO:0071542
14	GO:0071805;GO:0006813
15	GO:0052695;GO:0019585;GO:0006063;GO:0052696;GO:0051552;GO:0052697;GO:0042440
16	GO:0030574;GO:0032963;GO:0030198;GO:0043062;GO:0045229;GO:0022617
18	GO:0033141;GO:0033139;GO:0042501;GO:0002323;GO:0043330;GO:0043331;GO:0098586;GO:0060337;GO:0030101;GO:0071357;GO:0042100;GO:0034340;GO:0033138;GO:0046425
19	GO:0006935;GO:0042330;GO:0060326;GO:0070098;GO:1990869;GO:1990868;GO:0030593;GO:1990266;GO:0071621;GO:0097529;GO:0097530;GO:0030595;GO:0007186;GO:0050900;GO:0019221;GO:0006954
22	GO:0030198;GO:0043062;GO:0045229;GO:0030199;GO:0035987;GO:0001501;GO:0001706
25	GO:0007178;GO:0090092;GO:0141091;GO:0007167;GO:0030509
26	GO:0008610
27	GO:0016339;GO:0034332;GO:0044331
29	GO:0007608
31	GO:0071621;GO:0097530;GO:0070098;GO:0060326;GO:1990869;GO:1990868;GO:0050900;GO:0030593;GO:0097529;GO:0030595;GO:1990266;GO:0042330;GO:0006935;GO:0048247;GO:0002548;GO:0071674;GO:0072676;GO:0010818;GO:0006954;GO:0019221;GO:0072678
33	GO:0140053;GO:0032543;GO:0006412;GO:0062125;GO:0070129
35	GO:0008543;GO:0044344;GO:0071774;GO:0071363;GO:0007169;GO:0070848;GO:0008284;GO:0001867;GO:0007167;GO:0009887;GO:0006956;GO:0001934;GO:0042327;GO:0010562;GO:0045937;GO:0031401
36	GO:0006334
37	GO:0060261;GO:2000144;GO:0060260;GO:0032968
39	GO:0007210;GO:0098656
40	GO:0016339;GO:0006506
43	GO:0035720;GO:0042073;GO:0031503
44	GO:0140053;GO:0032543;GO:0006412;GO:0070129;GO:0062125
45	GO:0032543
47	GO:0007178;GO:0141091;GO:0090092;GO:0030509;GO:0071773;GO:0071772;GO:0007167;GO:0071363;GO:0070848;GO:0060391;GO:0060390;GO:0060395;GO:0090100;GO:0032924;GO:0030510;GO:0045667;GO:0090101;GO:0045597;GO:0090287;GO:0032925;GO:0030501;GO:0003197;GO:0001501;GO:0045778;GO:0001649;GO:0070169;GO:0060411;GO:0045669;GO:0007179;GO:0001503;GO:0071560;GO:0071559;GO:0003279;GO:0030500;GO:0061036;GO:0008285;GO:0031214;GO:0060485;GO:0030278;GO:0070167;GO:0003206
48	GO:0002181;GO:0006412;GO:0042254;GO:0022613;GO:0042274;GO:0006364
49	GO:0006119;GO:0009060;GO:0019646;GO:0042773;GO:0042775;GO:0022904;GO:0045333;GO:0022900;GO:0015980;GO:0006091;GO:0042776;GO:0006120;GO:0015986
50	GO:0090174;GO:0006906;GO:0048284;GO:0061025;GO:0016050;GO:0140056;GO:0061024;GO:0022406;GO:0048278;GO:0006887;GO:0140029;GO:0016079;GO:0045055;GO:0007269;GO:0099643;GO:0006836;GO:0099504;GO:0099003;GO:0140352;GO:0032940
51	GO:0007005;GO:0097250;GO:0043039;GO:0043038;GO:0006399;GO:0033108
53	GO:0007264
54	GO:0002484;GO:0002486;GO:0002428;GO:0002476;GO:0001912;GO:0031343;GO:0019885;GO:0002475;GO:0002483;GO:0001910
