func_module_number	go_slim_pir
4	GO:0032501;GO:0050789;GO:0050896;GO:0007154
6	GO:0036211;GO:0001775;GO:0050789;GO:0002376;GO:0008283;GO:0006793;GO:0050896;GO:0044419
7	GO:0043062;GO:0045229;GO:0022411;GO:0008152;GO:0050896
8	GO:0050789
9	GO:0050789;GO:0009914;GO:0015833;GO:0046903;GO:0032501
10	GO:0050896;GO:0040011;GO:0050789;GO:0002376
12	GO:0050896;GO:0050789;GO:0002376
13	GO:0016043;GO:0007155
14	GO:0032501;GO:0050789;GO:0050896;GO:0032502
15	GO:0045229;GO:0043062
17	GO:0050789;GO:0050896
18	GO:0006811
19	GO:0051606;GO:0044419;GO:0050789;GO:0002376
22	GO:0050789
24	GO:0006810;GO:0051641
25	GO:0050789;GO:0061024;GO:0006811;GO:0065008;GO:0007154;GO:0050877
26	GO:0051640;GO:0006810;GO:0051641;GO:0043473;GO:0006996;GO:0022607;GO:0032501
27	GO:0050789
28	GO:0006793;GO:0006629
29	GO:0016070;GO:0045333;GO:0006412;GO:0050789
30	GO:0051640;GO:0022406;GO:0048284;GO:0050789;GO:0061024;GO:0016192;GO:0046903;GO:0006836;GO:0007154;GO:0016050
31	GO:0016070;GO:0006520;GO:0007005;GO:0065003
32	GO:0006412;GO:0050789
33	GO:0050789;GO:0002376
34	GO:0006082;GO:0006805;GO:0042440
35	GO:0032501;GO:0022414
36	GO:0009914;GO:0006869;GO:0050789;GO:0046903
37	GO:0050789;GO:0050896
38	GO:0002376;GO:0050789;GO:0050896
39	GO:0006811;GO:0050789
41	GO:0032502
44	GO:0006996;GO:0032501;GO:0032502
45	GO:0050789;GO:0022607;GO:0045229;GO:0043062
47	GO:0050877
48	GO:0065003;GO:0006351;GO:0050789;GO:0006281
49	GO:0016192;GO:0016050;GO:0051641;GO:0061024
50	GO:0032501;GO:0050789;GO:0050896;GO:0032502
51	GO:0042254;GO:0006396;GO:0006412;GO:0016070
54	GO:0006508;GO:0009057
55	GO:0006793;GO:0007155;GO:0006629
56	GO:0050789
57	GO:0050886;GO:0065008;GO:0006936
58	GO:0006412
59	GO:0050877
61	GO:0016043;GO:0032501
62	GO:0006119;GO:0022900;GO:0009117
64	GO:0008283;GO:0050789;GO:0002376;GO:0001775
66	GO:0019538;GO:0006629
68	GO:0016070;GO:0050789;GO:0009057;GO:0065008
69	GO:0006412;GO:0065003
