go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.007960   1,601 annotations READ: go_slim_results_K1_cpdb_0.7.txt 
204 IDs in all associations
func_module_number	
1	GO:0016070;GO:0065003;GO:0006396;GO:0006412;GO:0007005
2	GO:0042440;GO:0006082;GO:0050896;GO:0006805
4	GO:0045229;GO:0043062
5	GO:0040011;GO:0002376;GO:0050896;GO:0050789
6	GO:0007154;GO:0050896;GO:0050789
7	GO:0008152;GO:0050896;GO:0022411;GO:0045229;GO:0043062
8	GO:0006811
9	GO:0044419;GO:0006793;GO:0050896;GO:0001775;GO:0002376;GO:0050789;GO:0008283;GO:0036211
10	GO:0065008;GO:0050886;GO:0006936
12	GO:0051641;GO:0006810
14	GO:0050896;GO:0050789
19	GO:0032502;GO:0050789
20	GO:0009059;GO:0065003;GO:0016070;GO:0050789
21	GO:0050896;GO:0050789
23	GO:0050789
24	GO:0042254;GO:0006396;GO:0016070;GO:0006412
25	GO:0045229;GO:0043062
27	GO:0050789
28	GO:0051606;GO:0002376;GO:0050789;GO:0044419
29	GO:0006354;GO:0006396;GO:0006351
30	GO:0065008;GO:0006811;GO:0016043
31	GO:0031640
33	GO:0050878;GO:0050817;GO:0050896;GO:0050789
34	GO:0022607;GO:0061024;GO:0050877;GO:0050789;GO:0007154;GO:0065008
36	GO:0006412
37	GO:0045229;GO:0032502;GO:0043062
38	GO:0051604;GO:0006793;GO:0006629
39	GO:0050789
41	GO:0046903;GO:0006836;GO:0061024;GO:0022406;GO:0051640;GO:0016050;GO:0016192;GO:0050789;GO:0007154;GO:0048284
42	GO:0046903;GO:0009914;GO:0015833;GO:0050789;GO:0050886
44	GO:0002376;GO:0050896;GO:0050789
45	GO:0050896;GO:0032502;GO:0050789
46	GO:0050789
47	GO:0016050;GO:0051641;GO:0061024;GO:0016192
49	GO:0006508;GO:0009057
50	GO:0050896;GO:0032502;GO:0050789
51	GO:0007155;GO:0016043
52	GO:0006281;GO:0007059;GO:0022414
53	GO:0032502
54	GO:0044419;GO:0050896;GO:0001906;GO:0002376;GO:0050789
56	GO:0050896;GO:0050789
58	GO:0006793;GO:0036211;GO:0050789
60	GO:0050896;GO:0050789
61	GO:0045229;GO:0051179;GO:0043062;GO:0050789
62	GO:0006082;GO:0006629;GO:0006805;GO:0050896
64	GO:0065009;GO:0006629;GO:0050789;GO:0006869;GO:0016043;GO:0032501
65	GO:0006996;GO:0032502
74	GO:0050896;GO:0001775;GO:0002376;GO:0050789;GO:0008283;GO:0032502
80	GO:0050896;GO:0050789
87	GO:0050789
90	GO:0031023;GO:0006996;GO:0051258;GO:0050789
91	GO:0031023;GO:0022607;GO:0006996;GO:0050789
101	GO:0007155;GO:0022607
103	GO:0016043;GO:0032502;GO:0050789
104	GO:0016043;GO:0032502;GO:0050789
106	GO:0009117;GO:0006119;GO:0065003;GO:0022900;GO:0007005
107	GO:0009117;GO:0006119
111	GO:0050896;GO:0050789
116	GO:0002376;GO:0050896;GO:0044419
121	GO:0051641;GO:0007031;GO:0051234
122	GO:0065008;GO:0007154;GO:0006811;GO:0050789
124	GO:0006869;GO:0061024;GO:0065008
131	GO:0050896;GO:0050789
132	GO:0009117;GO:0006082;GO:0006790
134	GO:0065003;GO:0006412
135	GO:0051641;GO:0051234;GO:0050789
143	GO:0040011;GO:0032501;GO:0032502;GO:0050789
144	GO:0007155;GO:0032502;GO:0016043
146	GO:0050896;GO:0050877
164	GO:0006082;GO:0006412
167	GO:0008152
170	GO:0007155
171	GO:0015031;GO:0061024;GO:0007005
172	GO:0015031;GO:0007031;GO:0007005
173	GO:0006082;GO:0006793;GO:0006629
174	GO:0036211
175	GO:0009059;GO:0036211
177	GO:0032501;GO:0065008
180	GO:0065008;GO:0016070;GO:0050789;GO:0009057
188	GO:0000375;GO:0016070;GO:0051234;GO:0007049;GO:0051640;GO:0050789;GO:0016032;GO:0065008
189	GO:0000375;GO:0016070;GO:0050789
193	GO:0006259;GO:0050896;GO:0051276;GO:0050789
195	GO:0050789
220	GO:0001906;GO:0002376;GO:0050789
221	GO:0001775;GO:0016192;GO:0007155;GO:0002376;GO:0050789
223	GO:0006066;GO:0006629
230	GO:0006996;GO:0022607;GO:0050789
231	GO:0050789
233	GO:0006793;GO:0050896;GO:0006914;GO:0050789;GO:0036211
234	GO:0051641;GO:0006457;GO:0016192
235	GO:0009117;GO:0016070;GO:0006520
238	GO:0006811
239	GO:0006281;GO:0050789;GO:0032502;GO:0016043
240	GO:0016043
245	GO:0022900;GO:0045333
248	GO:0007154;GO:0050896;GO:0050789
249	GO:0050789
251	GO:0000375;GO:0016070
257	GO:0065009;GO:0006793;GO:0036211;GO:0050789
262	GO:0006082
263	GO:0009117;GO:0006119;GO:0007005;GO:0006810
272	GO:0009057;GO:0007049;GO:0022414;GO:0050789;GO:0006508;GO:0036211
274	GO:0006281
275	GO:0032989;GO:0022607;GO:0006936;GO:0006996;GO:0032502
277	GO:0007033;GO:0022607;GO:0050896;GO:0006914;GO:0050789
280	GO:0006996
283	GO:0050789
284	GO:0050789
285	GO:0051276
287	GO:0016192;GO:0015031
297	GO:0051641;GO:0006996;GO:0051640;GO:0006810
298	GO:0065009;GO:0006996;GO:0050789
300	GO:0006082;GO:0042180;GO:0006520
301	GO:0022607
318	GO:0006457;GO:0006412
319	GO:0015031
323	GO:0050789
324	GO:0006281;GO:0051276;GO:0050789
327	GO:0016192
330	GO:0006793;GO:0036211
331	GO:0016070;GO:0006396
333	GO:0015931;GO:0015031
337	GO:0007049;GO:0050789
342	GO:0006082;GO:0006520
347	GO:0006811
349	GO:0006281;GO:0051276;GO:0006260;GO:0050789;GO:0007049
356	GO:0016043
357	GO:0006354;GO:0000280;GO:0050789
358	GO:0015031;GO:0050789
360	GO:0016192;GO:0065003
361	GO:0065008;GO:1902600;GO:0006914;GO:0050789
362	GO:0051641;GO:0016192;GO:0007030
364	GO:0042254;GO:0016070;GO:0006396
368	GO:0051640;GO:0051234
381	GO:0006508;GO:0036211;GO:0009057
382	GO:0036211;GO:0050789
385	GO:0006281;GO:0051276;GO:0036211;GO:0050789
387	GO:0032502
392	GO:0016043
393	GO:0065003
394	GO:0007154;GO:0007155;GO:0022607
395	GO:0044419;GO:0009057;GO:0022607;GO:0061024;GO:0022411;GO:0051641;GO:0016192;GO:0007032;GO:0050789;GO:0006508;GO:0016032
397	GO:0042254;GO:0016070;GO:0006396
398	GO:0042254;GO:0016070;GO:0006396
399	GO:0065003;GO:0016070;GO:0000375
409	GO:0006082;GO:0006629
414	GO:0051234;GO:0009057;GO:0050896;GO:0051641;GO:0006508
416	GO:0016070;GO:0051179;GO:0050789;GO:0009057
417	GO:0016070;GO:0009057;GO:0006412;GO:0050789;GO:0065008
418	GO:0050896;GO:0050789
420	GO:0006996;GO:0051258;GO:0050789
421	GO:0050789
422	GO:0065009;GO:0050896;GO:0001816;GO:0002376;GO:0050789;GO:0044419
423	GO:0065009;GO:0050896;GO:0001816;GO:0002376;GO:0050789
427	GO:0006810
428	GO:0016043;GO:0050789
430	GO:0006396
432	GO:0022607;GO:0051640;GO:0006810;GO:0032501;GO:0006996
434	GO:0008150
441	GO:0007154;GO:0006811;GO:0008015;GO:0050789
444	GO:0007029
445	GO:0006508;GO:0015031;GO:0050896;GO:0009057
446	GO:0006508;GO:0009057
447	GO:0006281
451	GO:0050878;GO:0006793;GO:0001775;GO:0016192;GO:0002376;GO:0050789;GO:0032502;GO:0036211
452	GO:0006793;GO:0050896;GO:0001775;GO:0007155;GO:0002376;GO:0050789;GO:0036211
453	GO:0032501
454	GO:0022607;GO:0032502;GO:0007155;GO:0050789
455	GO:0009057;GO:0015031;GO:0061024;GO:0051640;GO:0016192;GO:0007032;GO:0006508
457	GO:0000375;GO:0016070
