go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.003111     879 annotations READ: go_slim_results_R1_string_0.6.txt 
107 IDs in all associations
func_module_number	
2	GO:0006457
14	GO:0050789;GO:0050896;GO:0048511
16	GO:0006508;GO:0050789;GO:0040011;GO:0009057;GO:0050896;GO:0002376
18	GO:0006281;GO:0051276;GO:0050789
26	GO:0032502;GO:0050789;GO:0050896
27	GO:0065003;GO:0007005
31	GO:0065009;GO:0050789;GO:0006260;GO:0006281
33	GO:0050789
34	GO:0002376;GO:0050789
38	GO:0015031
42	GO:0032502;GO:0050789;GO:0007059;GO:0006281;GO:0051276
44	GO:0050789;GO:0050896
46	GO:0050789
47	GO:0032501;GO:0032502;GO:0050789;GO:0050896
48	GO:0032502;GO:0050789;GO:0016043
53	GO:0050789;GO:0022607;GO:0036211;GO:0051604;GO:0006457
54	GO:0006281
56	GO:0032501;GO:0050789;GO:0050896
63	GO:0022900;GO:0045333
64	GO:0050789
69	GO:0050789;GO:0007059;GO:0051640;GO:0022607;GO:0051234;GO:0006996
70	GO:0007155
72	GO:0050789;GO:0050896
74	GO:0006793;GO:0006139;GO:0006790;GO:0006082;GO:0043603
79	GO:0006281;GO:0050789;GO:0032392;GO:0006260
82	GO:0006508;GO:0009057
83	GO:0050789;GO:0050896
86	GO:0006508;GO:0036211;GO:0009057
87	GO:0050789
88	GO:0032502
91	GO:0006793;GO:0001775;GO:0050789;GO:0044419;GO:0036211;GO:0050896;GO:0002376
94	GO:0006793;GO:0050789;GO:0006629
96	GO:0065003;GO:0051276;GO:0007059
98	GO:0016070;GO:0006396
100	GO:0016043
102	GO:0016043
105	GO:0006793;GO:0001775;GO:0050789;GO:0036211;GO:0050896;GO:0002376
106	GO:0050789
109	GO:0022411
113	GO:0009059;GO:0006260;GO:0006281
114	GO:0050789
118	GO:0032501;GO:0032502;GO:0050789
119	GO:0006996
120	GO:0002376
121	GO:0032502
122	GO:0050896;GO:0006996;GO:0050789;GO:0007049
123	GO:0036211;GO:0050789;GO:0050896
126	GO:0036211
130	GO:0051276
137	GO:0050789;GO:0050896
140	GO:0002376;GO:0001816;GO:0050789;GO:0050896
141	GO:0050789;GO:0050896
142	GO:0016043
144	GO:0006351
145	GO:0065009;GO:0050789
150	GO:0050789
153	GO:0050789;GO:0006112;GO:0009059;GO:0050896;GO:0005976
154	GO:0006508;GO:0006793;GO:0036211;GO:0006629
156	GO:0065009;GO:0032502;GO:0050789;GO:0051604;GO:0006457;GO:0022414
157	GO:0050789
158	GO:0007029;GO:0051234;GO:0051641
160	GO:0006793;GO:0001775;GO:0032502;GO:0050789;GO:0036211;GO:0050896;GO:0002376
161	GO:0002376;GO:0050789
162	GO:0006793;GO:0001775;GO:0032502;GO:0050789;GO:0001816;GO:0036211;GO:0050896;GO:0002376;GO:0008283
163	GO:0050789;GO:0050896
166	GO:0050789
168	GO:0032501;GO:0032502
172	GO:0006281;GO:0009059;GO:0051276;GO:0050789
173	GO:0032502;GO:0050789;GO:0050896
178	GO:0051276;GO:0050789
181	GO:0043062;GO:0045229
188	GO:0002376;GO:0044419;GO:0051606;GO:0050789
189	GO:0050789
191	GO:0032501;GO:0032502;GO:0065008
193	GO:0006351;GO:0050789;GO:0050896
194	GO:0050789
197	GO:0016043
199	GO:0051641
201	GO:0022414;GO:0006281;GO:0007049
202	GO:0032502
208	GO:0032501;GO:0032502;GO:0050789
209	GO:0036211
210	GO:0002376;GO:0050789;GO:0008283
213	GO:0006281;GO:0002376;GO:0009059;GO:0006266
215	GO:0006793;GO:0032502;GO:0050789;GO:0036211;GO:0050878;GO:0008283
216	GO:0050789;GO:0050896
221	GO:0050789;GO:0044419;GO:0001816;GO:0050896;GO:0002376
235	GO:0006508;GO:0009057
236	GO:0006949
243	GO:0050789
249	GO:0036211
260	GO:0036211;GO:0050789
264	GO:0006508;GO:0009057
269	GO:0050789
271	GO:0022900;GO:0045333;GO:0044238
272	GO:0050789
273	GO:0007155;GO:0022607;GO:0050789
278	GO:0065003;GO:0050789;GO:0051641
279	GO:0006281;GO:0032502;GO:0050789
302	GO:0051641;GO:0006997;GO:0006810;GO:0051640
310	GO:0006281;GO:0009059;GO:0051276;GO:0006260
318	GO:0006281;GO:0036211;GO:0050789
320	GO:0032501;GO:0050878;GO:0050789;GO:0009117
328	GO:0002376;GO:0050789
341	GO:0050896;GO:1902600;GO:0007154
357	GO:0036211
