func_module_number	lst
2	GO:0006516
3	GO:0007204
4	GO:1990573;GO:0098659;GO:0099587;GO:0098739;GO:0071805;GO:0006813;GO:0006936
5	GO:0042776;GO:0015986;GO:0006754;GO:0009145;GO:0009206;GO:0009201;GO:0009142;GO:0006119;GO:0009152
6	GO:0006289;GO:0006367;GO:0006283
7	GO:0051123;GO:0070897;GO:0060261;GO:2000144;GO:0006352
9	GO:0042744;GO:0042743;GO:0015671
10	GO:0060070;GO:0016055;GO:0035567;GO:1904948;GO:0045165;GO:0071300;GO:0071542;GO:0032526;GO:0061183;GO:0061054;GO:0009790;GO:0060429;GO:0030111;GO:0061053;GO:0030901;GO:0030178;GO:0043010
11	GO:0006836;GO:0099643;GO:0007269;GO:0007268;GO:0098916;GO:0099537;GO:0099536;GO:0023061;GO:0045055;GO:0016079;GO:0006887
12	GO:0031145;GO:0070979;GO:0051445;GO:0043161;GO:2000241;GO:0006511;GO:0019941;GO:0043632;GO:0010498;GO:0051603;GO:0051321;GO:0016567;GO:0000209;GO:0032446;GO:0007346;GO:0070647
13	GO:0046854;GO:0043491;GO:0006661;GO:0046488;GO:0036092;GO:0046474;GO:0008654;GO:0045017;GO:0045321;GO:0032869
14	GO:0051493;GO:0031110;GO:1902903
15	GO:0030198
16	GO:0007186
17	GO:0007601
19	GO:0008380;GO:0000375;GO:0000398;GO:0000377;GO:0006397;GO:0016071;GO:0000245;GO:0071826
20	GO:0006281;GO:0006974;GO:0036297;GO:0006310;GO:0006302;GO:0000724;GO:0000725;GO:0000077;GO:0031570;GO:0035825;GO:0031297;GO:0042770;GO:0000075
21	GO:0006338;GO:0006325;GO:0006334
22	GO:1903320;GO:1901873
23	GO:0016567;GO:0070647;GO:0032446;GO:0043687;GO:0031398;GO:1903322;GO:1901875
24	GO:0006281;GO:0006310;GO:0006974;GO:0035825;GO:0061982;GO:0006298;GO:0007131;GO:0140527;GO:0007127;GO:1903046;GO:0140013;GO:0051321
25	GO:0000338;GO:0045116;GO:2000434;GO:0070646;GO:0043687;GO:0070647;GO:1903320;GO:0032446;GO:0044818;GO:1901873;GO:0010972
26	GO:0006556
27	GO:0016925
28	GO:0006281;GO:0006974;GO:0006260;GO:0006261;GO:0000731;GO:0006284;GO:0071897;GO:0019985;GO:0006301
29	GO:0006261;GO:1900264;GO:1900262;GO:0006260;GO:0090329;GO:0071897;GO:2000573;GO:0006275
30	GO:0006261;GO:0006270;GO:0006260;GO:0006275;GO:0090329;GO:0033260;GO:0044786;GO:0051052;GO:0000727;GO:0030174;GO:0000724;GO:0000725;GO:1903047;GO:0000278;GO:0000076
31	GO:0007020;GO:0046785;GO:0031109;GO:0051258;GO:1904851;GO:1904871;GO:1904869;GO:0070203;GO:1904867;GO:1903405;GO:0070202;GO:1904816;GO:1990173;GO:0007051
32	GO:0000278;GO:0044770;GO:1903047;GO:0044772;GO:1904029;GO:0000079;GO:0000086;GO:0000082;GO:0044839;GO:0044843;GO:1901987;GO:0007346
33	GO:0016233;GO:0032205;GO:0007004;GO:0006278;GO:1904357;GO:0051053;GO:0010833;GO:0032210;GO:1904356;GO:0000723;GO:0032204;GO:0032200;GO:2000278;GO:0070198;GO:2001251;GO:0071897;GO:0033044;GO:0032211
34	GO:0007169;GO:0007167;GO:0002768;GO:0002429;GO:0002764;GO:0002431;GO:0002757;GO:1901698;GO:0050778;GO:1901699;GO:0050776;GO:0038096;GO:0002433;GO:0002253;GO:0038093;GO:0038094;GO:1901701;GO:0043085;GO:0031295
35	GO:0001836;GO:0008637;GO:0090199;GO:0010821;GO:0090200;GO:0097193;GO:0097190;GO:0007005;GO:0043065;GO:0043068;GO:0097191;GO:0097192;GO:0038034;GO:0008630;GO:0070059;GO:2001244
36	GO:0031124;GO:0031123;GO:0180012;GO:0180010
