go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.002602     833 annotations READ: go_slim_results_M1_string_0.3.txt 
104 IDs in all associations
func_module_number	
2	GO:0006082;GO:0006520
3	GO:0051641;GO:0065003;GO:0050789
4	GO:0050896;GO:0006351;GO:0050789
10	GO:0009117
11	GO:0032502;GO:0050789
12	GO:0065003
14	GO:0050789
15	GO:0050896;GO:0050789
16	GO:0032501;GO:0032502;GO:0050789
17	GO:0050789
18	GO:0007005;GO:0065003
22	GO:0051606;GO:0050789;GO:0044419;GO:0002376;GO:0001816;GO:0065009
24	GO:0036211
26	GO:0022900;GO:0006119
29	GO:0050789
36	GO:0002376;GO:0050789
47	GO:0016043;GO:0006281;GO:0050789
51	GO:0006996;GO:0022411;GO:0051640;GO:0051641;GO:0006810
53	GO:0051604;GO:0006457
54	GO:0032501;GO:0032502
56	GO:0032501;GO:0006811
57	GO:0050896;GO:0036211;GO:0006793;GO:0050789
60	GO:0050789
61	GO:0050789
62	GO:1902600
66	GO:0001775;GO:0032502;GO:0050789;GO:0050896;GO:0036211;GO:0002376;GO:0006793;GO:0001816
71	GO:0050789;GO:0007049;GO:0051641;GO:0051276;GO:0022414;GO:0009059;GO:0000280;GO:0006259
72	GO:0006351;GO:0032502;GO:0050789;GO:0050896;GO:0036211
73	GO:0009057;GO:0006508
75	GO:0050896;GO:0050789
76	GO:0050789;GO:0044419;GO:0050896;GO:0002376;GO:0065009
83	GO:0006281;GO:0051276;GO:0007059;GO:0050789
84	GO:0001775;GO:0050789;GO:0050896;GO:0008283;GO:0002376;GO:0065009
85	GO:0050789
93	GO:0050896;GO:0032502;GO:0050789
94	GO:0051179;GO:0007155
95	GO:0051604;GO:0006457
97	GO:0008152
99	GO:0009057;GO:0006508
108	GO:0006281;GO:0006260;GO:0050789
110	GO:0032501;GO:0050896;GO:0032502;GO:0050789
111	GO:0051234;GO:0051641;GO:0061024
112	GO:0007155;GO:0022607;GO:0050789
114	GO:0050896;GO:0048511;GO:0050789
116	GO:0006629;GO:0006793
121	GO:0032502;GO:0040007;GO:0050789;GO:0032501;GO:0022414
123	GO:0006996
128	GO:0002376;GO:0006281;GO:0032502;GO:0009059
130	GO:0009057;GO:0006508
134	GO:0006281;GO:0006260;GO:0009059
141	GO:0007155;GO:0050789
142	GO:0006281;GO:0006260;GO:0032392
144	GO:0036211
145	GO:0032501;GO:0032502;GO:0065008
147	GO:0009117;GO:0050789
149	GO:0036211;GO:0009057;GO:0006508
150	GO:0001775;GO:0050789;GO:0044419;GO:0050896;GO:0036211;GO:0002376;GO:0006793
153	GO:0006082;GO:0006790;GO:0043603;GO:0006139;GO:0006793
157	GO:0002376;GO:0050789
170	GO:0000280;GO:0006281;GO:0022414
180	GO:0016043;GO:0032502;GO:0050789
187	GO:0050789
189	GO:0006351
199	GO:0050896;GO:0050789
202	GO:0002376
207	GO:0016043;GO:0050789
230	GO:0036211;GO:0050789
231	GO:0044238;GO:0007005;GO:0045333;GO:0065003
236	GO:0050896;GO:0001816;GO:0050789
238	GO:0050789
252	GO:0050789
259	GO:0006351
261	GO:0016043
262	GO:0006281;GO:0006304;GO:0009117
265	GO:0050789
281	GO:0016070;GO:0006396
282	GO:0006811
287	GO:0050789
310	GO:0016043;GO:0006281;GO:0050789
312	GO:0006281;GO:0022414
317	GO:0050789
326	GO:0050896;GO:0002376;GO:0050789
339	GO:0050896;GO:0001816;GO:0050789
347	GO:0050789
361	GO:0051703;GO:0032501
364	GO:0043062;GO:0045229
365	GO:0050789
370	GO:0006260;GO:0032392
382	GO:0006281
407	GO:0036211
424	GO:0009117;GO:0050789
432	GO:0050789
434	GO:0009057;GO:0006508
450	GO:0016043;GO:0032502
477	GO:0050789
487	GO:0036211
500	GO:0051276;GO:0050789
501	GO:0032502
525	GO:0050789
535	GO:0016050;GO:0022607;GO:0050789
547	GO:0016192;GO:0051641
578	GO:0061024;GO:0022607;GO:0050789
592	GO:0006260
