func_module_number	lst
2	GO:0022613;GO:0016072;GO:0016071;GO:0000377;GO:0000398;GO:0000375;GO:0042254;GO:0022618;GO:0006403;GO:0071826;GO:0006364;GO:0008380;GO:0006397;GO:0046112;GO:0097294;GO:0006189;GO:0097293;GO:0097292
3	GO:0030036;GO:0097435;GO:0007015
4	GO:1903595;GO:1903593
9	GO:0006412;GO:0022613
10	GO:0000278;GO:0006260;GO:0006261;GO:1903047;GO:0044786;GO:0051276;GO:0033260;GO:0010564;GO:0007059;GO:0090329;GO:0006281;GO:0090068;GO:0045787;GO:0006974;GO:0044770;GO:0000070;GO:0006275;GO:0140014;GO:1901987;GO:0000819;GO:0051052;GO:0044772;GO:0000280
11	GO:0000398;GO:0000377;GO:0000375;GO:0008380;GO:0006397;GO:0016071;GO:0043484;GO:1903311;GO:0050684;GO:0000380;GO:0048024;GO:0006403;GO:0050658;GO:0050657
12	GO:0022613;GO:0042254
13	GO:1903047;GO:0000278;GO:0051276;GO:0010564;GO:0044770;GO:0006260;GO:0044772;GO:0000280;GO:0140014;GO:0048285;GO:0007059;GO:1901987;GO:0000819;GO:0006261;GO:0098813;GO:0010948;GO:0000070;GO:1901990;GO:0000075;GO:1901988;GO:0000086;GO:0045786;GO:0051983;GO:0044839;GO:0006974;GO:0006270;GO:0090068;GO:0007346;GO:0006268;GO:0006281;GO:0010389;GO:0045787;GO:1905820;GO:1902749
15	GO:0019646;GO:0042773;GO:0042775;GO:0022904;GO:0022900;GO:0006119;GO:0009060;GO:0045333;GO:0006120;GO:0010257;GO:0032981;GO:0042776
16	GO:0050776;GO:0050778;GO:0045087;GO:0019882;GO:0050865;GO:0002478;GO:0070663;GO:0002764;GO:0051249;GO:0045321;GO:0019884;GO:0019886;GO:0050670;GO:0032944;GO:0046649;GO:0002694;GO:0002495;GO:0070661;GO:0002504;GO:0046651;GO:0032943;GO:0002757;GO:0048002;GO:0050867;GO:0002253;GO:0002696;GO:0070665;GO:0002768;GO:0009617;GO:0032103;GO:0002831
17	GO:0000122;GO:0045930;GO:0140467
22	GO:0045087;GO:0009615;GO:0002483;GO:0034341;GO:0050792;GO:0019883;GO:0051607;GO:1903900;GO:0002474;GO:0019885;GO:1901652;GO:0034097;GO:0001817;GO:0001816;GO:0050776;GO:0048525;GO:0048002;GO:0050778;GO:0002831;GO:0031347;GO:0045824;GO:0016032;GO:0019058;GO:0002456;GO:0019882;GO:0045088;GO:0002832;GO:0050777;GO:0002486;GO:0002484;GO:0045069;GO:0002716;GO:0045953;GO:0002428;GO:0002476
23	GO:0045321;GO:0007159;GO:0050776;GO:0046649;GO:0050778;GO:0042110;GO:1901652;GO:0034097;GO:1903039;GO:1903037;GO:0051249;GO:0071345;GO:0006909;GO:0022409
25	GO:0010498;GO:0043161
26	GO:0002181;GO:0006412
27	GO:0006412
28	GO:0006281;GO:0006974;GO:0006261;GO:0051052;GO:0006260;GO:0071897;GO:0051276;GO:0022616;GO:0051054
29	GO:0000278;GO:1903047;GO:0140014;GO:0000280;GO:0048285;GO:0007059;GO:0098813;GO:0010564;GO:0000819;GO:0000070;GO:0051276;GO:0007088;GO:0007346;GO:0051783;GO:0051983;GO:1901990;GO:0033044;GO:0033045;GO:1905818;GO:0044772;GO:0050000
31	GO:0009060;GO:0045333
34	GO:0006954;GO:0032496;GO:0071222;GO:0071219;GO:0002237;GO:0001817;GO:0071216;GO:0001816;GO:0033993;GO:1901652;GO:0034097;GO:0001819;GO:0071396;GO:0097529;GO:0043069;GO:0010575;GO:0009617;GO:0010574;GO:0071345;GO:0007249;GO:0008625;GO:0010573;GO:1902041;GO:0050727;GO:0050900;GO:0043066;GO:0019221;GO:0030334;GO:0097530;GO:1901701;GO:0030335;GO:0030595;GO:0045321
35	GO:0051607;GO:0009615;GO:0045087;GO:0048525;GO:0050792;GO:0045071;GO:1901652;GO:0034097;GO:0016032;GO:1903900;GO:0045069;GO:0002831;GO:0019079;GO:0031347;GO:0019058;GO:0140374;GO:0045088;GO:0071345
36	GO:0008380;GO:0006397
39	GO:0008380
40	GO:0018205;GO:0000122;GO:0006974;GO:0080135;GO:0031648;GO:0006367;GO:0072331;GO:1902806;GO:0006352
54	GO:0050678
63	GO:0048014;GO:0008015
79	GO:0044283;GO:0008610;GO:0006695;GO:1902653
91	GO:0007169;GO:0043491;GO:0051897;GO:0007167
107	GO:0002449;GO:0002460
119	GO:0048239;GO:0072695
133	GO:0042178;GO:0018916;GO:0006805;GO:0071466;GO:0006749;GO:0051410;GO:0070458
136	GO:0045109
200	GO:1902653;GO:0006695;GO:0016126;GO:0008203
207	GO:0007249
219	GO:0045638;GO:0009952
