go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.005162   1,609 annotations READ: go_slim_results_K1_cpdb_0.9.txt 
191 IDs in all associations
func_module_number	
2	GO:0050789
3	GO:0006082;GO:0050896;GO:0042440;GO:0006805
4	GO:0050789;GO:0032502;GO:0032501;GO:0050896
5	GO:0050789;GO:0002376;GO:0050896;GO:0001775
6	GO:0065008;GO:0007155
8	GO:0006811
9	GO:0015031;GO:0022411;GO:0007031
10	GO:0040011;GO:0050896;GO:0044419;GO:0002376;GO:0050789
12	GO:0008152
14	GO:0006811
15	GO:0051641;GO:0016050;GO:0016192
16	GO:0050789;GO:0048511;GO:0022414
17	GO:0065008;GO:0050877;GO:0007154;GO:0061024;GO:0050789
20	GO:0050896;GO:0002376;GO:0050789
22	GO:0036211;GO:0008283;GO:0044419;GO:0001775;GO:0050789;GO:0002376;GO:0050896;GO:0006793
23	GO:0032502;GO:0050789
25	GO:0046903;GO:0006836;GO:0007154;GO:0016192;GO:0050789
26	GO:0050896;GO:0007154;GO:0032501;GO:0050789
27	GO:0050789
28	GO:0006412;GO:0016070;GO:0042254;GO:0006396
29	GO:0065009;GO:0050789
30	GO:0022607;GO:0007155
31	GO:0050896;GO:0050789
32	GO:0008037;GO:0050896;GO:0044419;GO:0002376;GO:0050789
33	GO:0051641;GO:0006810
34	GO:0006281;GO:0022414;GO:0007059
35	GO:0006082;GO:0050896;GO:0006805;GO:0006629
36	GO:0045229;GO:0008152;GO:0022411;GO:0043062
37	GO:0036211;GO:0009059
38	GO:0007154;GO:0006811;GO:0050789
39	GO:0009059;GO:0050789;GO:0016070;GO:0065003
40	GO:0050789;GO:0006508
41	GO:0022607;GO:0032502;GO:0051640;GO:0043473;GO:0006996;GO:0051641;GO:0006810;GO:0032501
43	GO:0045229;GO:0043062
44	GO:0032502;GO:0050817;GO:0007155;GO:0050789;GO:0050896
45	GO:0016043;GO:0032502;GO:0050789
46	GO:0050789;GO:0032502;GO:0032501;GO:0050896
47	GO:0006354;GO:0006396;GO:0006351
48	GO:0050789;GO:0050817;GO:0050896;GO:0050878
49	GO:0032502;GO:0045229;GO:0050789;GO:0043062
55	GO:0065008;GO:1902600;GO:0006914;GO:0050789
56	GO:0032502;GO:0050896;GO:0001775;GO:0002376;GO:0050789
57	GO:0006996;GO:0032502;GO:0032501
58	GO:0065008;GO:0006811;GO:0050789;GO:0008015
59	GO:0045229;GO:0043062
61	GO:0051179;GO:0036211;GO:0050789;GO:0006629
62	GO:0006793;GO:0051604;GO:0006629
63	GO:0050896;GO:0050789
64	GO:0016043;GO:0006629;GO:0032501;GO:0050789;GO:0006869
65	GO:0006412
66	GO:0045229;GO:0043062
67	GO:0006508;GO:0009057
68	GO:0015931;GO:0015031
69	GO:0051640;GO:0022406;GO:0061024;GO:0016192;GO:0016050;GO:0048284
70	GO:0008150
77	GO:0006811
78	GO:0006836;GO:0046903
79	GO:0006396;GO:0016070;GO:0009057
80	GO:0006811;GO:0046903
82	GO:0051641;GO:0006810;GO:0007005
83	GO:0051641;GO:0006810;GO:0007005;GO:0061024
85	GO:0006811
86	GO:0051604
87	GO:0006082;GO:0045333;GO:0006520;GO:0009059
88	GO:0051258;GO:0006996;GO:0031023;GO:0050789
90	GO:0016192
91	GO:0022607;GO:0051640;GO:0006996;GO:0051641;GO:0006810
92	GO:0050789;GO:0015849;GO:0006865;GO:0007155
93	GO:0006082;GO:0006790;GO:0043603;GO:0006629
94	GO:0032501;GO:0050878
97	GO:0009117;GO:0022900;GO:0006119;GO:0065003
98	GO:0009117;GO:0022900;GO:0006119
107	GO:0006412;GO:0050789;GO:0065003
108	GO:0043170;GO:0007030;GO:0016192
109	GO:0051606;GO:0002376;GO:0050789;GO:0001816
110	GO:0022607;GO:0007033;GO:0016032;GO:0061024;GO:0016192;GO:0022411;GO:0009057;GO:0007032;GO:0044419;GO:0006914;GO:0006508;GO:0051641;GO:0048284
111	GO:0050877;GO:0007155
112	GO:0032502;GO:0016043;GO:0040011;GO:0040007;GO:0050789;GO:0050896
113	GO:0065008;GO:0032502;GO:0050789
119	GO:0009059
122	GO:0006936;GO:0006811;GO:0050789
128	GO:0006412;GO:0016070
129	GO:0006790;GO:0006066
138	GO:0036211;GO:0006508;GO:0009057
140	GO:0050789
141	GO:0006396
144	GO:0006520;GO:0005975;GO:0050789
147	GO:0065003;GO:0061024;GO:0016050;GO:0048284;GO:0050789
149	GO:0065008;GO:0050789;GO:0006996;GO:0051258
152	GO:0007029
154	GO:0016043
157	GO:0050789
163	GO:0006412;GO:0007005;GO:0016070;GO:0065003;GO:0006520
165	GO:0051641;GO:0006810
166	GO:0016043
167	GO:0015031;GO:0050896;GO:0009057;GO:0006508;GO:0050789
168	GO:0006082
169	GO:0009117;GO:0045333
170	GO:0051640;GO:0051234;GO:0051276;GO:0007059
172	GO:0051640;GO:0006810;GO:0051641
175	GO:0036211;GO:0009057;GO:0007049;GO:0006508;GO:0022414;GO:0050789
181	GO:0009116
